Date	Round	Time	Name	Site	Habitat	Transect	Quadrat	Site_trans_quad	Plant_Species	FU_Bud	FU_Open	FU_Wilt	Seeds	FlowersperFU_Bud	FlowersperFU_Open	FlowersperFU_Wilt	Cross_Points	Veg_Cover	Comments	
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	4	Pews.gra.4.4	Bunium_bulbocastanum	10	0	0		8	0	0	0	1		
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	4	Pews.gra.4.4	Centaurea_nigra	0	0	3		0	0	34	1	1		
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	4	Pews.gra.4.4	Lotus_corniculatus	0	1	0					2	1		
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	4	Pews.gra.4.4	Cirsium_aculae	0	0	0					1	1		
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	4	Pews.gra.4.4	Scabiosa_columbaria	1	3	4		12	38	0	2	2		
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	4	Pews.gra.4.4	Plantago_lanceolata	0	0	0					5	2		
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	4	Pews.gra.4.4	Galium_verum	0	0	0					1	1		
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	4	Pews.gra.4.4	Hypochaeris_radicata	0	0	1					2	2	very_wilted	
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	4	Pews.gra.4.4	Trifolium_repens	0	0	0					1	1		
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	4	Pews.gra.4.4	Trifolium_pratense	0	1	4		28	14	6	3	2		
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	4	Pews.gra.4.4	Medicago_lupulina	0	0	0					2	2		
24 July 2014	1	16:20	KAW	Pewsey_Downs	grassland	4	AF	Pews.gra.4.AF	Campanula_rotundifolia											
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	1	Pews.gra.5.1	Plantago_lanceolata	0	0	0					6	2		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	1	Pews.gra.5.1	Centaurea_nigra	0	1	14		22	23	0	1	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	1	Pews.gra.5.1	Galium_verum	0	1	0		5	22	37	2	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	1	Pews.gra.5.1	Prunella_vulgaris	4	3	10					0	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	1	Pews.gra.5.1	Medicago_lupulina	0	0	0					1	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	1	Pews.gra.5.1	Trifolium_pratense	0	0	12		0	0	18	1	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	1	Pews.gra.5.1	Hypochaeris_radicata	0	0	0					1	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	1	Pews.gra.5.1	Grass									4		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	1	Pews.gra.5.1	Sanguisorba_minor	0	0	0					3	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	2	Pews.gra.5.2	Hypochaeris_radicata	0	1	1		40	43	0	0	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	2	Pews.gra.5.2	Lotus_corniculatus	4	2	0					4	2		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	2	Pews.gra.5.2	Plantago_major	0	0	0					0	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	2	Pews.gra.5.2	Plantago_lanceolata	0	0	1		0	0	51	4	2		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	2	Pews.gra.5.2	Galium_verum	15	0	0		11	0	0	5	2		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	2	Pews.gra.5.2	Sanguisorba_minor	0	0	0					5	2		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	2	Pews.gra.5.2	Centaurea_nigra	0	0	4		0	0	13	1	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	2	Pews.gra.5.2	Trifolium_pratense	0	0	1		0	0	43	1	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	2	Pews.gra.5.2	Grass									4		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	3	Pews.gra.5.3	Trifolium_pratense	1	2	4		28	12	0	4	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	3	Pews.gra.5.3	Plantago_lanceolata	0	0	2		0	0	32	14	3		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	3	Pews.gra.5.3	Lotus_corniculatus	0	2	0					4	2		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	3	Pews.gra.5.3	Hypochaeris_radicata	0	0	3		0	0	46	1	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	3	Pews.gra.5.3	Sanguisorba_minor	0	0	0					4	2		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	3	Pews.gra.5.3	Grass									4		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	4	Pews.gra.5.4	Cirsium_arvense	1	0	0		74	0	0	4	2		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	4	Pews.gra.5.4	Galium_verum	0	0	11		3	3	8	2	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	4	Pews.gra.5.4	Sanguisorba_minor	0	0	0					11	3		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	4	Pews.gra.5.4	Ranunculus_repens	0	0	0					0	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	4	Pews.gra.5.4	Lotus_corniculatus	0	2	0					6	2		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	4	Pews.gra.5.4	Scabiosa_columbaria	3	3	0		6	52	0	1	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	4	Pews.gra.5.4	Plantago_lanceolata	0	0	0					1	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	4	Pews.gra.5.4	Trifolium_pratense	0	1	1		0	4	30	1	1		
25 July 2014	1	12:10	KAW	Pewsey_Downs	grassland	5	4	Pews.gra.5.4	Primula_veris	0	0	10					1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	1	Pews.gra.6.1	Lotus_corniculatus	0	1	0					1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	1	Pews.gra.6.1	Trifolium_repens	0	0	3		0	0	32	1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	1	Pews.gra.6.1	Plantago_lanceolata	0	0	1		0	0	24	2	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	1	Pews.gra.6.1	Plantago_major	0	0	0					1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	1	Pews.gra.6.1	Galium_verum	0	0	0					4	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	1	Pews.gra.6.1	Sanguisorba_minor	0	0	0					3	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	1	Pews.gra.6.1	Helianthemum_nummularium	0	0	0					11	3		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	1	Pews.gra.6.1	Asperula_cynanchica	113	34	60					4	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	1	Pews.gra.6.1	Medicago_lupulina	0	0	132					2	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	1	Pews.gra.6.1	Grass									3		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	1	Pews.gra.6.1	Thymus_polytrichus	0	2	48					9	3		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Plantago_lanceolata	0	0	0					13	3		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Scabiosa_columbaria	1	5	1		3	34	0	1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Scabiosa_columbaria	1	5	1		3	34	0	1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Sanguisorba_minor	0	0	0					3	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Ranunculus_repens	0	0	0					0	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Lotus_corniculatus	0	0	2					1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Lotus_corniculatus	0	0	2					1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Trifolium_pratense	0	0	5		0	0	24	2	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Rhinanthus_minor	0	0	42					2	2		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Medicago_lupulina	0	0	36					3	2		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Asperula_cynanchica	0	10	64					1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	2	Pews.gra.6.2	Hypochaeris_radicata	0	0	0					1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	3	Pews.gra.6.3	Scabiosa_columbaria	0	1	0		8	13	0	0	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	3	Pews.gra.6.3	Thymus_polytrichus	0	0	9		0	0	16	6	2		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	3	Pews.gra.6.3	Sanguisorba_minor	0	0	0					7	3		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	3	Pews.gra.6.3	Helianthemum_nummularium	0	0	23					5	2		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	3	Pews.gra.6.3	Plantago_lanceolata	0	0	7		0	0	30	5	2		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	3	Pews.gra.6.3	Rhinanthus_minor	0	0	11					2	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	3	Pews.gra.6.3	Pilosella_officinarum	0	0	0					1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	3	Pews.gra.6.3	Primula_veris	0	0	0					0	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	3	Pews.gra.6.3	Medicago_lupulina	0	0	1		0	0	18	2	2		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	3	Pews.gra.6.3	Asperula_cynanchica	37	27	30					5	2		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	4	Pews.gra.6.4	Lotus_corniculatus	1	1	6					8	3		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	4	Pews.gra.6.4	Sanguisorba_minor	0	0	0					6	3		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	4	Pews.gra.6.4	Plantago_lanceolata	0	0	5		0	0	9	2	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	4	Pews.gra.6.4	Plantago_major	1	0	0		54	0	0	1	2		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	4	Pews.gra.6.4	Senecio_jacobaea	0	0	0					0	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	4	Pews.gra.6.4	Helianthemum_nummularium	0	1	0		0	46	0	1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	4	Pews.gra.6.4	Campanula_rotundifolia	0	1	0					0	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	4	Pews.gra.6.4	Hypochaeris_radicata	3	0	5		48	0	0	1	2		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	4	Pews.gra.6.4	Pilosella_officinarum	0	0	0					1	1		
25 July 2014	1	13:20	KAW	Pewsey_Downs	grassland	6	4	Pews.gra.6.4	Linum_catharticum	0	0	8					0	1		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	1	Wool.scr.1.1	Rubus_fruticosus	41	3	117					15	3		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	1	Wool.scr.1.1	Ulex_europaeus	0	0	0					1	1		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	1	Wool.scr.1.1	Dryopteris_sp.								11	2		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	2	Wool.scr.1.2	Rubus_fruticosus	0	0	0					3	1		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	2	Wool.scr.1.2	Dryopteris_sp.								4	2		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	2	Wool.scr.1.2	Galium_verum	0	0	0					0	1		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	2	Wool.scr.1.2	Grass									4	3_Species	
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	2	Wool.scr.1.2	Potentilla_erecta	0	0	15					0	1		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	2	Wool.scr.1.2	Calluna_vulgaris	46	0	0					1	1		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	3	Wool.scr.1.3	Rubus_fruticosus	0	0	8					19	3		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	3	Wool.scr.1.3	Potentilla_erecta	21	8	8					4	2		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	3	Wool.scr.1.3	Dryopteris_sp.								1	1		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	3	Wool.scr.1.3	Grass									4	3_Species	
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	4	Wool.scr.1.4	Dryopteris_sp.								5	2		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	4	Wool.scr.1.4	Potentilla_erecta	0	0	20					7	2		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	4	Wool.scr.1.4	Grass									4	3_Species	
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	4	Wool.scr.1.4	Galium_mollugo	0	0	60					2	1		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	4	Wool.scr.1.4	Teucrium_scorodonia	0	0	0					0	1		
28 July 2014	1	16:00	KAW	Woolacombe	scrub	1	AF	Wool.scr.1.AF	Erica_cinerea											
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	1	Wool.scr.2.1	Rubus_fruticosus	0	0	33					16	3		
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	1	Wool.scr.2.1	Ulex_europaeus	0	0	0					13	2		
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	1	Wool.scr.2.1	Grass									4	2_Species	
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	2	Wool.scr.2.2	Rubus_fruticosus	0	0	7					5	2		
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	2	Wool.scr.2.2	Teucrium_scorodonia	0	0	14		1	3	17	3	1		
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	2	Wool.scr.2.2	Dryopteris_sp.									3		
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	2	Wool.scr.2.2	Ulex_europaeus	0	0	0					9	2		
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	3	Wool.scr.2.3	Dryopteris_sp.									4		
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	3	Wool.scr.2.3	Rubus_fruticosus	0	0	0					1	1		
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	3	Wool.scr.2.3	Grass									4	1_Species	
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	4	Wool.scr.2.4	Rubus_fruticosus	4	2	138					36	4		
28 July 2014	1	17:00	KAW	Woolacombe	scrub	2	4	Wool.scr.2.4	Dryopteris_sp.									4		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Lotus_corniculatus	0	3	0					10	2		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Crepis_vesicaria	7	3	0		0	38	0	1	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Sanguisorba_minor	0	0	2		0	0	13	4	2		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Achillea_millefolium	0	0	0					0	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Euphrasia_nemorosa	5	7	1					1	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Stellaria_graminea	17	1	74					3	2		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Plantago_lanceolata	0	0	2		0	0	19	7	2		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Potentilla_sterilis	0	0	0					0	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Fragaria_vesca	0	0	0					0	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Rosa_rugosa	0	0	1					1	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Trifolium_repens	0	0	2		0	0	18	0	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	1	Wool.gra.1.1	Grass									4	3_Species	
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Lotus_corniculatus	0	0	0					4	2		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Crepis_vesicaria	23	3	3		0	25	0	3	2		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Sanguisorba_minor	0	0	4		0	0	19	7	2		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Euphrasia_nemorosa	1	1	0					0	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Stellaria_graminea	62	62	186					7	2		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Plantago_lanceolata	0	0	9		0	0	31	7	2		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Potentilla_sterilis	0	0	0					0	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Fragaria_vesca	0	0	0					1	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Erica_cinerea	336	1092	588					9	2		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Cirsium_vulgare	0	0	3		0	0	72	0	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Galium_verum	1	0	0		3	0	0	0	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	2	Wool.gra.1.2	Grass									4	4_Species	
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	3	Wool.gra.1.3	Rubus_fruticosus	0	0	0					14	3		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	3	Wool.gra.1.3	Rosa_rugosa	0	0	0					3	2		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	3	Wool.gra.1.3	Lotus_corniculatus	0	0	0					1	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	3	Wool.gra.1.3	Achillea_millefolium	0	0	0					0	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	3	Wool.gra.1.3	Grass									4	3_Species	
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	3	Wool.gra.1.3	Stellaria_holostea	0	0	37					1	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	4	Wool.gra.1.4	Rubus_fruticosus	0	0	0					15	3		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	4	Wool.gra.1.4	Dryopteris_sp.									4		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	4	Wool.gra.1.4	Cirsium_arvense	0	0	0					1	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	4	Wool.gra.1.4	Geranium_robertianum	0	0	3					1	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	4	Wool.gra.1.4	Calystegia_soldanella	0	0	0					2	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	4	Wool.gra.1.4	Plantago_major	0	0	0					0	1		
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	4	Wool.gra.1.4	Grass									4	1_Species	
29 July 2014	1	09:15	KAW	Woolacombe	grassland	1	AF	Wool.gra.1.AF	Veronica_chamaedrys											
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	1	Wool.gra.2.1	Rubus_fruticosus	0	0	43					25	4		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	1	Wool.gra.2.1	Cirsium_arvense	0	0	11		0	0	92	0	1		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	1	Wool.gra.2.1	Grass									4	3_Species	
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	2	Wool.gra.2.2	Rubus_fruticosus	0	0	5					6	2		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	2	Wool.gra.2.2	Dryopteris_sp.									3		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	2	Wool.gra.2.2	Grass									4	3_Species	
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	2	Wool.gra.2.2	Hedera_helix								2	1		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	2	Wool.gra.2.2	Plantago_lanceolata	0	0	1		0	0	38	10	3		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	3	Wool.gra.2.3	Rubus_fruticosus	0	0	0					15	3		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	3	Wool.gra.2.3	Cirsium_arvense	0	1	1		0	0	94	2	1		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	3	Wool.gra.2.3	Galium_verum	0	0	0					1	1		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	3	Wool.gra.2.3	Stellaria_holostea	22	2	14					1	1		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	3	Wool.gra.2.3	Hypochaeris_radicata	0	0	0					0	1		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	3	Wool.gra.2.3	Plantago_lanceolata	0	0	0					1	1		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	3	Wool.gra.2.3	Grass									4	3_Species	
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	3	Wool.gra.2.3	Dryopteris_sp.									2		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	4	Wool.gra.2.4	Rubus_fruticosus	0	0	0					8	2		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	4	Wool.gra.2.4	Cirsium_arvense	0	0	0					1	2		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	4	Wool.gra.2.4	Dryopteris_sp.									2		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	4	Wool.gra.2.4	Grass									4	3_Species	
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	4	Wool.gra.2.4	Plantago_lanceolata	0	0	1		0	0	39	1	1		
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	AF	Wool.gra.2.AF	Vicia_sativa											
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	AF	Wool.gra.2.AF	Rumex_acetosa											
29 July 2014	1	10:45	KAW	Woolacombe	grassland	2	AF	Wool.gra.2.AF	Calluna_vulgaris											
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	1	Wool.san.1.1	Rubus_fruticosus	0	0	0					5	2		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	1	Wool.san.1.1	Galium_verum	0	0	0					1	1		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	1	Wool.san.1.1	Rosa_rugosa	0	0	3					9	2		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	1	Wool.san.1.1	Grass									4	3_Species	
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	1	Wool.san.1.1	Plantago_lanceolata	0	0	1		0	0	35	3	2		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	2	Wool.san.1.2	Rubus_fruticosus	0	0	0					2	1		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	2	Wool.san.1.2	Rosa_rugosa	0	0	0					27	4		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	2	Wool.san.1.2	Galium_verum	0	0	1		0	0	19	3	2		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	2	Wool.san.1.2	Grass									4	3_Species	
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	2	Wool.san.1.2	Dryopteris_sp.									1		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	3	Wool.san.1.3	Limonium_vulgare	2	3	9					12	3		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	3	Wool.san.1.3	Hedera_helix	0	0	0					4	2		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	3	Wool.san.1.3	Rosa_rugosa	0	0	2					9	2		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	3	Wool.san.1.3	Dryopteris_sp.									2		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	4	Wool.san.1.4	Euphorbia_paralias	0	0	13					0	1		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	4	Wool.san.1.4	Limonium_vulgare	0	0	0					4	2		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	4	Wool.san.1.4	Rubus_fruticosus	0	0	0					7	2		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	4	Wool.san.1.4	Rosa_rugosa	0	0	0					13	2		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	4	Wool.san.1.4	Hedera_helix								6	2		
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	4	Wool.san.1.4	Grass									3	3_Species	
29 July 2014	1	12:10	KAW	Woolacombe	sand_dune	1	AF	Wool.san.1.AF	Rubia_peregrina											
29 July 2014	1	13:25	KAW	Woolacombe	sand_dune	2	1	Wool.san.2.1	Rubus_fruticosus	0	0	34					11	2		
29 July 2014	1	13:25	KAW	Woolacombe	sand_dune	2	1	Wool.san.2.1	Dryopteris_sp.									3		
29 July 2014	1	13:25	KAW	Woolacombe	sand_dune	2	1	Wool.san.2.1	Limonium_vulgare	0	0	0					1	1		
29 July 2014	1	13:25	KAW	Woolacombe	sand_dune	2	1	Wool.san.2.1	Hedera_helix	0	0	0					7	2		
29 July 2014	1	13:25	KAW	Woolacombe	sand_dune	2	1	Wool.san.2.1	Ammophila_sp.									3		
29 July 2014	1	13:25	KAW	Woolacombe	sand_dune	2	1	Wool.san.2.1	Rosa_rugosa	0	0	0					0	1		
29 July 2014	1	13:25	KAW	Woolacombe	sand_dune	2	1	Wool.san.2.1	Rubia_peregrina	0	0	0					1	1		
29 July 2014	1	13:25	KAW	Woolacombe	sand_dune	2	2	Wool.san.2.2	Rubus_fruticosus	0	0	0					0	1		
29 July 2014	1	13:25	KAW	Woolacombe	sand_dune	2	2	Wool.san.2.2	Limonium_vulgare	0	0	0					17	3		
29 July 2014	1	13:25	KAW	Woolacombe	sand_dune	2	2	Wool.san.2.2	Rosa_rugosa	0	0	0					9	2		
