SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10
95,0.25,1,1,0.974359,0.9230769,0.8974359,0.8717949,0.8461538,0.7948718,0.7179487,0.6666667,0.5384615,0
96,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7435897,0.7179487,0.5897436,0.5641026,0.4358974,0
97,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7692308,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
98,0.25,1,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
99,0.25,1,1,0.974359,0.9230769,0.8717949,0.8461538,0.7948718,0.7179487,0.6923077,0.6410256,0.5384615,0
100,0.25,1,1,0.974359,0.9230769,0.8974359,0.8461538,0.7948718,0.7179487,0.6923077,0.5641026,0.5384615,0
101,0.25,1,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.6923077,0.6666667,0.5384615,0
102,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7692308,0.6923077,0.6666667,0.5384615,0
103,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.7692308,0.6923077,0.6666667,0.6410256,0
104,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.7179487,0.5897436,0.5641026,0.5384615,0
105,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.8205128,0.7692308,0.7179487,0.6410256,0.5384615,0
106,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7179487,0.6923077,0.6666667,0.6410256,0
107,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.8205128,0.7435897,0.6923077,0.6410256,0.5384615,0
108,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7692308,0.7435897,0.6666667,0.6410256,0
109,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.6923077,0.6666667,0.5384615,0
110,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.6666667,0.5897436,0.5641026,0.5384615,0
111,0.25,1,1,0.974359,0.9230769,0.8717949,0.7948718,0.7692308,0.7179487,0.6923077,0.6666667,0.5384615,0
112,0.25,1,1,0.9230769,0.8974359,0.8461538,0.8205128,0.7692308,0.7435897,0.6923077,0.5641026,0.5384615,0
113,0.25,1,1,0.974359,0.9230769,0.8974359,0.8461538,0.8205128,0.7435897,0.7179487,0.6666667,0.6410256,0
114,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7692308,0.7435897,0.6923077,0.6666667,0.6410256,0
115,0.25,1,1,0.9230769,0.8974359,0.8461538,0.8205128,0.7692308,0.7179487,0.6923077,0.6666667,0.6410256,0
116,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.6666667,0.2307692,0.2051282,0.1282051,0
117,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7435897,0.7179487,0.5897436,0.5384615,0.4358974,0
118,0.25,1,1,0.9230769,0.8974359,0.8461538,0.7948718,0.7692308,0.7435897,0.6923077,0.6666667,0.6410256,0
119,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7179487,0.5897436,0.5641026,0.5384615,0
120,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7435897,0.6923077,0.6666667,0.5641026,0.4358974,0
121,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8717949,0.8461538,0.7692308,0.7179487,0.6666667,0.5384615,0
122,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.7948718,0.7435897,0.6666667,0.5384615,0.4358974,0
123,0.25,1,1,0.974359,0.9230769,0.8717949,0.8205128,0.7435897,0.6923077,0.6666667,0.6410256,0.5384615,0
124,0.25,1,1,0.974359,0.9487179,0.8974359,0.8205128,0.7692308,0.7179487,0.6923077,0.6666667,0.5384615,0
125,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.8205128,0.7435897,0.6923077,0.6666667,0.5384615,0
126,0.25,1,1,0.974359,0.9230769,0.8717949,0.8205128,0.7948718,0.7179487,0.6923077,0.6666667,0.6410256,0
127,0.25,1,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7692308,0.6923077,0.6666667,0.6410256,0.5897436,0
128,0.25,1,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.6923077,0.5641026,0.4358974,0
129,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.8205128,0.7435897,0.6666667,0.5897436,0.5384615,0
130,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.6666667,0.6410256,0.5641026,0.4358974,0
131,0.25,1,1,0.974359,0.9230769,0.8461538,0.7948718,0.7692308,0.7179487,0.6923077,0.5641026,0.4358974,0
132,0.25,1,1,0.974359,0.9230769,0.8974359,0.8461538,0.7948718,0.7692308,0.6923077,0.6666667,0.5384615,0
133,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.7179487,0.6923077,0.6666667,0.5384615,0
134,0.25,1,1,0.9230769,0.8974359,0.8461538,0.8205128,0.7692308,0.7435897,0.6923077,0.6666667,0.6410256,0
135,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.7692308,0.6923077,0.5641026,0.5384615,0
136,0.25,1,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
137,0.25,1,1,0.974359,0.8974359,0.8461538,0.7948718,0.7435897,0.7179487,0.6923077,0.5641026,0.5384615,0
138,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.6923077,0.6666667,0.6410256,0
139,0.25,1,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7692308,0.6410256,0.5897436,0.5641026,0.5384615,0
140,0.25,1,1,0.974359,0.9230769,0.8717949,0.8461538,0.8205128,0.7692308,0.6923077,0.5897436,0.5384615,0
141,0.25,1,1,0.974359,0.9230769,0.8974359,0.8461538,0.8205128,0.7692308,0.6923077,0.6666667,0.6410256,0
142,0.25,1,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7692308,0.7179487,0.6923077,0.6666667,0.5384615,0
143,0.25,1,1,0.9487179,0.8974359,0.8205128,0.7948718,0.7435897,0.7179487,0.6923077,0.6666667,0.5384615,0
144,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7435897,0.7179487,0.6923077,0.6153846,0.5641026,0
145,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7948718,0.7692308,0.6923077,0.6666667,0.6410256,0
146,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.7179487,0.6923077,0.6666667,0.5384615,0
147,0.25,1,1,0.9487179,0.8717949,0.8461538,0.8205128,0.7692308,0.7179487,0.6923077,0.6666667,0.5384615,0
148,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.5897436,0.5384615,0.4358974,0
149,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7692308,0.7435897,0.6666667,0.5384615,0
150,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7692308,0.6923077,0.6410256,0.5384615,0
151,0.25,1,1,0.9487179,0.8974359,0.8205128,0.7948718,0.7692308,0.6410256,0.5897436,0.5641026,0.5384615,0
152,0.25,1,1,0.974359,0.9230769,0.8717949,0.8461538,0.8205128,0.7435897,0.7179487,0.6666667,0.6410256,0
153,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.7179487,0.6923077,0.6153846,0.5641026,0
154,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.5897436,0.5641026,0.5384615,0
155,0.25,1,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
156,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
157,0.25,1,1,0.974359,0.9230769,0.8717949,0.8205128,0.7948718,0.6666667,0.6410256,0.6153846,0.5384615,0
158,0.25,1,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7692308,0.7435897,0.6923077,0.6410256,0.5384615,0
159,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7692308,0.6410256,0.5641026,0.4358974,0
160,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7179487,0.6923077,0.6666667,0.5384615,0
161,0.25,1,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7692308,0.7435897,0.6923077,0.6410256,0.5384615,0
162,0.25,1,1,0.9487179,0.8974359,0.8205128,0.7948718,0.7692308,0.6410256,0.5897436,0.5641026,0.5384615,0
163,0.25,1,1,0.9487179,0.9230769,0.8461538,0.7948718,0.7435897,0.6923077,0.6666667,0.6410256,0.5384615,0
164,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7692308,0.6923077,0.6410256,0.5384615,0
165,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7692308,0.7435897,0.6666667,0.5897436,0.05128205,0
166,0.25,1,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7435897,0.7179487,0.6666667,0.5384615,0.4358974,0
167,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.7692308,0.7435897,0.7179487,0.6666667,0.6410256,0
168,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
169,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
170,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
171,0.25,1,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
172,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7692308,0.6923077,0.6666667,0.5384615,0
173,0.25,1,1,0.9487179,0.9230769,0.8461538,0.8205128,0.7692308,0.6410256,0.5897436,0.5641026,0.5384615,0
174,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8461538,0.8205128,0.7692308,0.7435897,0.6666667,0.5384615,0
175,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.7692308,0.7179487,0.5897436,0.5641026,0.5384615,0
176,0.25,1,1,0.9487179,0.8974359,0.8205128,0.7948718,0.7435897,0.7179487,0.6923077,0.6666667,0.5384615,0
177,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7692308,0.6923077,0.6666667,0.5384615,0
178,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7692308,0.6923077,0.6666667,0.5384615,0
179,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
180,0.25,1,1,0.974359,0.9487179,0.8974359,0.8461538,0.8205128,0.7692308,0.6410256,0.5641026,0.4358974,0
181,0.25,1,1,0.974359,0.9487179,0.8974359,0.8461538,0.8205128,0.7435897,0.6923077,0.6666667,0.6410256,0
182,0.25,1,1,0.9487179,0.8717949,0.8461538,0.8205128,0.7692308,0.7179487,0.6923077,0.6666667,0.6410256,0
183,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7179487,0.6666667,0.6410256,0.5641026,0.4358974,0
184,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.7692308,0.7179487,0.5897436,0.5641026,0.4358974,0
185,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7692308,0.7179487,0.6923077,0.6666667,0.6410256,0.5384615,0
186,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.7692308,0.7179487,0.5897436,0.5641026,0.5384615,0
187,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.6666667,0.5384615,0.4358974,0
188,0.25,1,1,0.974359,0.9230769,0.8717949,0.8205128,0.7948718,0.7435897,0.6666667,0.5641026,0.4358974,0
189,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7692308,0.6923077,0.6410256,0.5384615,0
190,0.25,1,1,0.9487179,0.8717949,0.8461538,0.8205128,0.7692308,0.7435897,0.6923077,0.6666667,0.5384615,0
191,0.25,1,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7435897,0.7179487,0.6923077,0.6410256,0.5384615,0
192,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7435897,0.7179487,0.6923077,0.6410256,0.5384615,0
193,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.7692308,0.6923077,0.6666667,0.6410256,0
194,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7179487,0.6923077,0.6666667,0.5384615,0
195,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7179487,0.6923077,0.6666667,0.6410256,0
196,0.25,1,1,0.974359,0.9487179,0.9230769,0.8717949,0.8205128,0.7692308,0.6923077,0.6666667,0.5384615,0
197,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7179487,0.6923077,0.6666667,0.6410256,0
198,0.25,1,1,0.9487179,0.9230769,0.8717949,0.7948718,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
199,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7435897,0.7179487,0.6923077,0.6410256,0.5384615,0
200,0.25,1,1,0.974359,0.9230769,0.8974359,0.8461538,0.7692308,0.7179487,0.6923077,0.6666667,0.5384615,0
201,0.25,1,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.6923077,0.6410256,0.6153846,0.5384615,0
202,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8205128,0.7692308,0.7435897,0.6923077,0.6410256,0.5384615,0
203,0.25,1,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.6923077,0.6666667,0.5384615,0
204,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7692308,0.7179487,0.6923077,0.6666667,0.5384615,0
205,0.25,1,1,0.9487179,0.9230769,0.8717949,0.7948718,0.7692308,0.7179487,0.5897436,0.5641026,0.4358974,0
206,0.25,1,1,0.974359,0.9230769,0.8974359,0.7692308,0.7179487,0.6666667,0.6410256,0.5641026,0.4358974,0
207,0.25,1,1,0.974359,0.9230769,0.8717949,0.8205128,0.7948718,0.7179487,0.6923077,0.6666667,0.6410256,0
208,0.25,1,1,0.9230769,0.8717949,0.8205128,0.7948718,0.7435897,0.6923077,0.6666667,0.6410256,0.5384615,0
209,0.25,1,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.6666667,0.6410256,0.5384615,0
210,0.25,1,1,0.974359,0.9230769,0.8717949,0.8461538,0.7179487,0.6666667,0.5897436,0.5641026,0.4358974,0
211,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.8205128,0.7435897,0.6923077,0.6666667,0.5384615,0
212,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7692308,0.7435897,0.6923077,0.6666667,0.5384615,0
213,0.25,1,1,0.974359,0.9230769,0.8974359,0.8461538,0.7179487,0.6410256,0.5897436,0.5384615,0.4358974,0
214,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.7179487,0.6923077,0.6410256,0.5384615,0
215,0.25,1,1,0.9487179,0.9230769,0.8461538,0.8205128,0.6923077,0.6410256,0.5897436,0.5641026,0.4358974,0
216,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8717949,0.8205128,0.7948718,0.7435897,0.6153846,0.5384615,0
217,0.25,1,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7692308,0.7179487,0.6923077,0.6666667,0.1282051,0
218,0.25,1,1,0.974359,0.9230769,0.8461538,0.7948718,0.7435897,0.7179487,0.5897436,0.5641026,0.4358974,0
219,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.6666667,0.5897436,0.5641026,0.5384615,0
220,0.25,1,1,0.9487179,0.8974359,0.8205128,0.7948718,0.7692308,0.7435897,0.6923077,0.6410256,0.5384615,0
221,0.25,1,1,0.974359,0.9230769,0.8974359,0.8205128,0.7692308,0.7435897,0.7179487,0.6666667,0.5384615,0
222,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7948718,0.7435897,0.6410256,0.5641026,0.4358974,0
223,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7692308,0.7179487,0.6410256,0.5384615,0
224,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.8205128,0.7692308,0.7435897,0.6666667,0.6410256,0
225,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.7692308,0.7435897,0.6923077,0.6666667,0.5384615,0
226,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7435897,0.7179487,0.5897436,0.5641026,0.5384615,0
227,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.7948718,0.7179487,0.6666667,0.6410256,0.5384615,0
228,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7692308,0.6410256,0.5897436,0.5641026,0.5384615,0
229,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8717949,0.8205128,0.7692308,0.6923077,0.6666667,0.5384615,0
230,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8205128,0.7692308,0.6410256,0.5897436,0.5384615,0.4358974,0
231,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7435897,0.7179487,0.6410256,0.5384615,0
232,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8205128,0.7692308,0.7179487,0.6923077,0.6666667,0.6410256,0
233,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7692308,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
234,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7692308,0.7435897,0.7179487,0.6410256,0
235,0.25,1,1,0.974359,0.9230769,0.8974359,0.8461538,0.7948718,0.6666667,0.6410256,0.6153846,0.5384615,0
236,0.25,1,1,0.974359,0.9230769,0.8717949,0.7948718,0.7692308,0.7435897,0.7179487,0.6666667,0.6410256,0
237,0.25,1,1,0.974359,0.9230769,0.8717949,0.8461538,0.8205128,0.7435897,0.7179487,0.6666667,0.6410256,0
238,0.25,1,1,0.9230769,0.8717949,0.8461538,0.7948718,0.7692308,0.7179487,0.6923077,0.6666667,0.6410256,0
239,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.7179487,0.6923077,0.6410256,0.5641026,0.5384615,0
240,0.25,1,1,0.9487179,0.9230769,0.8974359,0.7692308,0.7179487,0.6666667,0.6410256,0.5641026,0.4358974,0
241,0.25,1,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.6923077,0.6666667,0.5384615,0
242,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7179487,0.6666667,0.5897436,0.5384615,0.4358974,0
243,0.25,1,1,0.974359,0.9230769,0.8717949,0.8205128,0.7948718,0.7179487,0.6923077,0.6666667,0.5384615,0
244,0.25,1,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.5897436,0.5384615,0.4358974,0
245,0.25,1,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.6923077,0.6153846,0.5641026,0
246,0.25,1,1,0.974359,0.9487179,0.8974359,0.8461538,0.7948718,0.7692308,0.6923077,0.6666667,0.5384615,0
247,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.8205128,0.7948718,0.7179487,0.5897436,0.5384615,0
248,0.25,1,1,0.9230769,0.8717949,0.8205128,0.7692308,0.7435897,0.7179487,0.6666667,0.5384615,0.4358974,0
249,0.25,1,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7435897,0.7179487,0.6923077,0.6666667,0.5384615,0
250,0.25,1,1,0.9487179,0.9230769,0.8461538,0.7948718,0.7435897,0.7179487,0.5897436,0.5641026,0.4358974,0
251,0.25,1,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7692308,0.7435897,0.6923077,0.6410256,0.5384615,0
252,0.25,1,1,0.9230769,0.8717949,0.8461538,0.7948718,0.7692308,0.7435897,0.7179487,0.6666667,0.6410256,0
253,0.25,1,1,0.9487179,0.8974359,0.8205128,0.7948718,0.7692308,0.7435897,0.6923077,0.5641026,0.5384615,0
254,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7435897,0.6410256,0.5128205,0.4358974,0
255,0.25,1,1,0.9487179,0.9230769,0.8717949,0.7948718,0.7435897,0.7179487,0.6666667,0.6410256,0.5384615,0
256,0.25,1,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7692308,0.7435897,0.6923077,0.6666667,0.5384615,0
257,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7692308,0.6923077,0.6666667,0.5384615,0
258,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7179487,0.6923077,0.6666667,0.6410256,0
259,0.25,1,1,0.9487179,0.9230769,0.8461538,0.7948718,0.7435897,0.7179487,0.6923077,0.6410256,0.5384615,0
260,0.25,1,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
261,0.25,1,1,0.9487179,0.8974359,0.8461538,0.7692308,0.7435897,0.7179487,0.6666667,0.6410256,0.5384615,0
262,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7692308,0.7435897,0.6923077,0.6410256,0.5384615,0
263,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8717949,0.8205128,0.7435897,0.6923077,0.6666667,0.6410256,0
264,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7435897,0.7179487,0.6923077,0.6666667,0.5384615,0
265,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.8205128,0.7692308,0.6923077,0.5641026,0.5384615,0
266,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7692308,0.7435897,0.6666667,0.6410256,0
267,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7692308,0.7179487,0.6923077,0.6666667,0.6410256,0
268,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7692308,0.7435897,0.6923077,0.6666667,0.5641026,0
269,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.7179487,0.5897436,0.5384615,0.4358974,0
270,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.6923077,0.5641026,0.5384615,0
271,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7692308,0.7179487,0.6923077,0.5641026,0.5384615,0
272,0.25,1,1,0.974359,0.9230769,0.8974359,0.8461538,0.7692308,0.7179487,0.6666667,0.6410256,0.5384615,0
273,0.25,1,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7435897,0.7179487,0.6923077,0.6666667,0.6410256,0
274,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.6666667,0.5897436,0.5641026,0.4358974,0
275,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7692308,0.7435897,0.6923077,0.5641026,0.5384615,0
276,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7692308,0.6923077,0.6666667,0.6410256,0.5384615,0
277,0.25,1,1,0.9230769,0.8974359,0.8461538,0.7948718,0.7692308,0.7179487,0.6923077,0.5641026,0.4358974,0
278,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8205128,0.7948718,0.6666667,0.5897436,0.5641026,0.4358974,0
279,0.25,1,1,0.9230769,0.8717949,0.8461538,0.7948718,0.7692308,0.7179487,0.6923077,0.6666667,0.5384615,0
280,0.25,1,1,0.9487179,0.9230769,0.8461538,0.8205128,0.7948718,0.7435897,0.6923077,0.6666667,0.6410256,0
281,0.25,1,1,0.974359,0.9230769,0.8717949,0.8205128,0.7435897,0.7179487,0.6923077,0.6666667,0.5384615,0
282,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8461538,0.7948718,0.7179487,0.6923077,0.5641026,0.5384615,0
283,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7948718,0.7692308,0.6923077,0.6410256,0.5384615,0
284,0.25,1,1,0.974359,0.9230769,0.8461538,0.7948718,0.7435897,0.7179487,0.5897436,0.5641026,0.5384615,0
285,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.6923077,0.6410256,0.5384615,0
286,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.7948718,0.7692308,0.6923077,0.6666667,0.6410256,0
287,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7692308,0.7179487,0.6923077,0.6666667,0.5384615,0
288,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7692308,0.7179487,0.5897436,0.5641026,0.4358974,0
289,0.25,1,1,0.974359,0.9230769,0.8974359,0.8461538,0.8205128,0.7692308,0.6923077,0.6666667,0.5384615,0
290,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7435897,0.7179487,0.5897436,0.5384615,0.4358974,0
291,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7692308,0.7179487,0.6923077,0.5641026,0.4358974,0
292,0.25,1,1,0.974359,0.9230769,0.8717949,0.8205128,0.7948718,0.6666667,0.6153846,0.5384615,0.4358974,0
293,0.25,1,1,0.9487179,0.8974359,0.8461538,0.8205128,0.7948718,0.7179487,0.6923077,0.5641026,0.5384615,0
294,0.25,1,1,0.974359,0.9230769,0.8717949,0.8461538,0.8205128,0.7435897,0.6923077,0.6666667,0.5384615,0
295,0.25,1,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7692308,0.7179487,0.6923077,0.6666667,0.5384615,0
296,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8461538,0.8205128,0.7692308,0.6923077,0.6666667,0.5384615,0
297,0.25,1,1,0.9487179,0.8717949,0.8205128,0.7948718,0.7435897,0.7179487,0.5897436,0.5641026,0.4358974,0
298,0.25,1,1,0.9487179,0.9230769,0.8717949,0.8205128,0.7435897,0.7179487,0.5897436,0.5641026,0.4358974,0
299,0.25,1,1,0.9487179,0.8717949,0.8461538,0.7948718,0.7435897,0.7179487,0.6923077,0.6666667,0.5384615,0
300,0.25,1,1,0.9487179,0.9230769,0.8461538,0.7948718,0.7692308,0.7179487,0.6923077,0.6666667,0.6410256,0
301,0.25,1,1,0.9487179,0.9230769,0.8974359,0.8461538,0.7948718,0.7179487,0.6923077,0.6666667,0.6410256,0
302,0.25,1,1,0.9487179,0.8974359,0.8717949,0.8461538,0.8205128,0.7435897,0.6923077,0.6666667,0.5384615,0
303,0.25,1,1,0.974359,0.9230769,0.8974359,0.8461538,0.7948718,0.7179487,0.5897436,0.5641026,0.4358974,0
304,0.25,1,1,0.9487179,0.8974359,0.8717949,0.7948718,0.7692308,0.7435897,0.6923077,0.6666667,0.6410256,0
305,0.25,1,1,0.9487179,0.8974359,0.8205128,0.7692308,0.7435897,0.7179487,0.6923077,0.6666667,0.5384615,0
