SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8
457,0.25,0.25,1,0.7931034,0.7068966,0.5689655,0.4655172,0.3793103,0.2413793,0.06896552,0
458,0.25,0.25,1,0.862069,0.6551724,0.5689655,0.4482759,0.2931034,0.2241379,0.1551724,0
459,0.25,0.25,1,0.9310345,0.7241379,0.6724138,0.5517241,0.4310345,0.3793103,0.2586207,0
460,0.25,0.25,1,0.9137931,0.8448276,0.637931,0.4137931,0.3793103,0.3103448,0.1206897,0
461,0.25,0.25,1,0.9137931,0.862069,0.637931,0.5,0.4655172,0.3448276,0.2068966,0
462,0.25,0.25,1,0.7931034,0.6551724,0.5344828,0.4482759,0.3275862,0.2758621,0.1724138,0
463,0.25,0.25,1,0.9655172,0.9137931,0.7068966,0.6034483,0.4655172,0.2931034,0.137931,0
464,0.25,0.25,1,0.7931034,0.6896552,0.6724138,0.5689655,0.3275862,0.2241379,0.0862069,0
465,0.25,0.25,1,0.9310345,0.8448276,0.637931,0.5172414,0.4310345,0.3275862,0.0862069,0
466,0.25,0.25,1,0.9482759,0.7413793,0.5862069,0.5517241,0.5172414,0.3448276,0.2241379,0
467,0.25,0.25,1,0.7931034,0.7068966,0.637931,0.5517241,0.5,0.3275862,0.3103448,0
468,0.25,0.25,1,0.7931034,0.6551724,0.5517241,0.3965517,0.3275862,0.2758621,0.1206897,0
469,0.25,0.25,1,0.8448276,0.637931,0.6034483,0.4482759,0.3965517,0.3103448,0.1896552,0
470,0.25,0.25,1,0.7931034,0.7586207,0.6551724,0.5862069,0.4827586,0.3275862,0.1896552,0
471,0.25,0.25,1,0.8793103,0.7241379,0.5172414,0.4482759,0.362069,0.3275862,0.2413793,0
472,0.25,0.25,1,0.9137931,0.8793103,0.6724138,0.6206897,0.5344828,0.3965517,0.2586207,0
473,0.25,0.25,1,0.9137931,0.7068966,0.5689655,0.4482759,0.3448276,0.2931034,0.1724138,0
474,0.25,0.25,1,0.9310345,0.7241379,0.6206897,0.5,0.3448276,0.2241379,0.06896552,0
475,0.25,0.25,1,0.7931034,0.6724138,0.6206897,0.5,0.4827586,0.3448276,0.2413793,0
476,0.25,0.25,1,0.7931034,0.6551724,0.5862069,0.5344828,0.5,0.3103448,0.137931,0
477,0.25,0.25,1,0.9310345,0.7241379,0.6551724,0.5517241,0.3965517,0.2758621,0.2413793,0
478,0.25,0.25,1,0.8275862,0.7068966,0.5,0.4137931,0.3103448,0.2758621,0.2068966,0
479,0.25,0.25,1,0.8965517,0.6896552,0.6551724,0.5172414,0.4827586,0.362069,0.2586207,0
480,0.25,0.25,1,0.9137931,0.7068966,0.5689655,0.4137931,0.3965517,0.2758621,0.1551724,0
481,0.25,0.25,1,0.8793103,0.8103448,0.7586207,0.5517241,0.3448276,0.1896552,0.1206897,0
482,0.25,0.25,1,0.7931034,0.7068966,0.6206897,0.5,0.3793103,0.3448276,0.137931,0
483,0.25,0.25,1,0.8793103,0.6724138,0.5862069,0.4655172,0.4310345,0.3103448,0.1896552,0
484,0.25,0.25,1,0.9310345,0.7241379,0.6034483,0.4827586,0.362069,0.2931034,0.06896552,0
485,0.25,0.25,1,0.7931034,0.6896552,0.6551724,0.5517241,0.4827586,0.3275862,0.1896552,0
486,0.25,0.25,1,0.8793103,0.8275862,0.6206897,0.5,0.4827586,0.4310345,0.3448276,0
487,0.25,0.25,1,0.7931034,0.6724138,0.637931,0.5172414,0.362069,0.2413793,0.137931,0
488,0.25,0.25,1,0.9655172,0.8448276,0.7586207,0.5517241,0.4310345,0.3103448,0.2413793,0
489,0.25,0.25,1,0.9310345,0.8275862,0.6206897,0.4827586,0.2931034,0.2241379,0.1724138,0
490,0.25,0.25,1,0.862069,0.6551724,0.5172414,0.4310345,0.3275862,0.1724138,0.137931,0
491,0.25,0.25,1,0.9310345,0.7241379,0.5689655,0.4482759,0.362069,0.2413793,0.1206897,0
492,0.25,0.25,1,0.9310345,0.8965517,0.6896552,0.5689655,0.5,0.3793103,0.2241379,0
493,0.25,0.25,1,0.9310345,0.8965517,0.7758621,0.6724138,0.4655172,0.2758621,0.1551724,0
494,0.25,0.25,1,0.7931034,0.7241379,0.6034483,0.5344828,0.362069,0.2068966,0.137931,0
495,0.25,0.25,1,0.7931034,0.637931,0.5172414,0.4310345,0.3103448,0.1724138,0.1034483,0
496,0.25,0.25,1,0.9310345,0.7068966,0.6551724,0.5172414,0.4137931,0.2758621,0.1896552,0
497,0.25,0.25,1,0.9137931,0.7068966,0.6034483,0.4482759,0.3275862,0.2931034,0.1551724,0
498,0.25,0.25,1,0.8965517,0.7758621,0.6206897,0.4137931,0.3448276,0.2068966,0.1034483,0
499,0.25,0.25,1,0.862069,0.7931034,0.7068966,0.6551724,0.4482759,0.4137931,0.2586207,0
500,0.25,0.25,1,0.8965517,0.6896552,0.6034483,0.4482759,0.2241379,0.2068966,0.137931,0
1,0.25,0.5,1,0.7931034,0.7413793,0.6724138,0.5862069,0.5689655,0.5,0.2758621,0
2,0.25,0.5,1,0.7931034,0.7068966,0.6551724,0.5517241,0.5172414,0.4827586,0.4482759,0
3,0.25,0.5,1,0.7931034,0.6896552,0.6724138,0.637931,0.5,0.3793103,0.2413793,0
4,0.25,0.5,1,0.9655172,0.9137931,0.862069,0.6551724,0.5344828,0.4310345,0.137931,0
5,0.25,0.5,1,0.7931034,0.7758621,0.6724138,0.5862069,0.4655172,0.4310345,0.2241379,0
6,0.25,0.5,1,0.8965517,0.6896552,0.5862069,0.4827586,0.4482759,0.4137931,0.3103448,0
7,0.25,0.5,1,0.9310345,0.8793103,0.8103448,0.7586207,0.7413793,0.5344828,0.3965517,0
8,0.25,0.5,1,0.9310345,0.862069,0.7241379,0.5172414,0.3965517,0.3275862,0.2241379,0
9,0.25,0.5,1,0.7931034,0.7413793,0.7068966,0.6034483,0.5689655,0.4655172,0.3793103,0
10,0.25,0.5,1,0.9137931,0.7068966,0.6551724,0.6206897,0.5689655,0.5344828,0.3965517,0
11,0.25,0.5,1,0.7931034,0.6896552,0.637931,0.6206897,0.5344828,0.4827586,0.362069,0
12,0.25,0.5,1,0.9482759,0.8793103,0.862069,0.7586207,0.5517241,0.4137931,0.2413793,0
13,0.25,0.5,1,0.8965517,0.8448276,0.7758621,0.5689655,0.3965517,0.2586207,0.1896552,0
14,0.25,0.5,1,0.9482759,0.8448276,0.637931,0.5862069,0.5,0.4137931,0.3793103,0
15,0.25,0.5,1,0.9310345,0.7241379,0.6551724,0.6206897,0.5689655,0.5172414,0.362069,0
16,0.25,0.5,1,0.9655172,0.862069,0.6551724,0.5862069,0.5517241,0.4482759,0.3448276,0
17,0.25,0.5,1,0.9310345,0.8793103,0.6724138,0.637931,0.5689655,0.5,0.4137931,0
18,0.25,0.5,1,0.9310345,0.7068966,0.6551724,0.5517241,0.4310345,0.2758621,0.2413793,0
19,0.25,0.5,1,0.7931034,0.7068966,0.6896552,0.5862069,0.5172414,0.4137931,0.2931034,0
20,0.25,0.5,1,0.9137931,0.7068966,0.6206897,0.6034483,0.5172414,0.4137931,0.3103448,0
21,0.25,0.5,1,0.9655172,0.7586207,0.6724138,0.6034483,0.4827586,0.362069,0.2758621,0
22,0.25,0.5,1,0.7931034,0.7758621,0.7241379,0.6206897,0.5344828,0.362069,0.2413793,0
23,0.25,0.5,1,0.8965517,0.6896552,0.6034483,0.4655172,0.4137931,0.3965517,0.362069,0
24,0.25,0.5,1,0.7931034,0.7241379,0.637931,0.5344828,0.4137931,0.362069,0.2241379,0
25,0.25,0.5,1,0.9827586,0.8965517,0.862069,0.7758621,0.6551724,0.4137931,0.2586207,0
26,0.25,0.5,1,0.7931034,0.7068966,0.637931,0.5517241,0.4310345,0.2758621,0.2413793,0
27,0.25,0.5,1,0.9482759,0.7413793,0.6724138,0.5517241,0.4827586,0.3275862,0.06896552,0
28,0.25,0.5,1,0.9310345,0.7241379,0.6724138,0.5517241,0.5,0.4655172,0.362069,0
29,0.25,0.5,1,0.9655172,0.9310345,0.7241379,0.6206897,0.5172414,0.4310345,0.1896552,0
30,0.25,0.5,1,0.7931034,0.6896552,0.6551724,0.6206897,0.5172414,0.4137931,0.2931034,0
31,0.25,0.5,1,0.9137931,0.8448276,0.7413793,0.6206897,0.3965517,0.3275862,0.1724138,0
32,0.25,0.5,1,0.9310345,0.8448276,0.7931034,0.5862069,0.4655172,0.3793103,0.3103448,0
33,0.25,0.5,1,0.7931034,0.7413793,0.6551724,0.5689655,0.4137931,0.3448276,0.1896552,0
34,0.25,0.5,1,0.9827586,0.9310345,0.862069,0.7758621,0.6896552,0.4655172,0.2931034,0
35,0.25,0.5,1,0.7931034,0.7586207,0.7241379,0.6896552,0.637931,0.5,0.3965517,0
36,0.25,0.5,1,0.7931034,0.7241379,0.7068966,0.6034483,0.4827586,0.3965517,0.2413793,0
37,0.25,0.5,1,0.7931034,0.7586207,0.6551724,0.6034483,0.5344828,0.3275862,0.2241379,0
38,0.25,0.5,1,0.9827586,0.9482759,0.7413793,0.637931,0.5344828,0.4310345,0.2413793,0
39,0.25,0.5,1,0.9137931,0.8793103,0.6724138,0.5862069,0.5,0.4137931,0.3793103,0
40,0.25,0.5,1,0.9137931,0.862069,0.7758621,0.5689655,0.4137931,0.3448276,0.2241379,0
41,0.25,0.5,1,0.9655172,0.9310345,0.862069,0.7586207,0.5172414,0.3793103,0.2586207,0
42,0.25,0.5,1,0.7931034,0.7413793,0.7068966,0.637931,0.5344828,0.3965517,0.3103448,0
43,0.25,0.5,1,0.9482759,0.7413793,0.6724138,0.5344828,0.4827586,0.3793103,0.2068966,0
44,0.25,0.5,1,0.9827586,0.7758621,0.6896552,0.6034483,0.5172414,0.3793103,0.2413793,0
45,0.25,0.5,1,0.9137931,0.7068966,0.6896552,0.6034483,0.3965517,0.2931034,0.1551724,0
46,0.25,0.5,1,0.7931034,0.6896552,0.6034483,0.5344828,0.3965517,0.362069,0.2068966,0
47,0.25,0.5,1,0.7931034,0.7241379,0.6034483,0.5,0.4655172,0.3448276,0.137931,0
48,0.25,0.5,1,0.7931034,0.7413793,0.6724138,0.5862069,0.4482759,0.3448276,0.2586207,0
49,0.25,0.5,1,0.9655172,0.9137931,0.7931034,0.7586207,0.5862069,0.5,0.2413793,0
50,0.25,0.5,1,0.9310345,0.8793103,0.6724138,0.5689655,0.4827586,0.4482759,0.3448276,0
51,0.25,0.5,1,0.8965517,0.862069,0.8275862,0.7413793,0.6551724,0.4655172,0.2586207,0
52,0.25,0.5,1,0.8965517,0.6896552,0.6551724,0.5344828,0.4655172,0.362069,0.3103448,0
53,0.25,0.5,1,0.9310345,0.8793103,0.7241379,0.6551724,0.4310345,0.2931034,0.1896552,0
54,0.25,0.5,1,0.9655172,0.8965517,0.6896552,0.6034483,0.5517241,0.4655172,0.362069,0
55,0.25,0.5,1,0.7931034,0.7068966,0.6724138,0.5689655,0.5344828,0.3965517,0.06896552,0
56,0.25,0.5,1,0.7931034,0.7068966,0.6206897,0.6034483,0.4655172,0.3965517,0.2586207,0
57,0.25,0.5,1,0.9482759,0.8793103,0.8103448,0.6034483,0.5344828,0.5,0.3275862,0
58,0.25,0.5,1,0.9482759,0.8275862,0.6034483,0.5344828,0.4482759,0.2758621,0.1896552,0
59,0.25,0.5,1,0.7931034,0.6896552,0.6551724,0.5172414,0.5,0.4482759,0.2586207,0
60,0.25,0.5,1,0.9310345,0.7241379,0.6206897,0.6034483,0.5344828,0.4655172,0.2758621,0
61,0.25,0.5,1,0.9482759,0.7413793,0.6551724,0.5689655,0.5172414,0.362069,0.3103448,0
62,0.25,0.5,1,0.9310345,0.7241379,0.5862069,0.5344828,0.4482759,0.3448276,0.2068966,0
63,0.25,0.5,1,0.7931034,0.7586207,0.7241379,0.6724138,0.637931,0.4482759,0.2931034,0
64,0.25,0.5,1,0.7931034,0.7758621,0.7413793,0.6724138,0.4827586,0.3103448,0.2068966,0
65,0.25,0.5,1,0.9137931,0.862069,0.6551724,0.5862069,0.4137931,0.3103448,0.0862069,0
66,0.25,0.5,1,0.9137931,0.7068966,0.6034483,0.5,0.362069,0.2758621,0.1724138,0
67,0.25,0.5,1,0.9655172,0.7586207,0.7068966,0.637931,0.5862069,0.4655172,0.4310345,0
68,0.25,0.5,1,0.9310345,0.7241379,0.6551724,0.5862069,0.5,0.4137931,0.2931034,0
69,0.25,0.5,1,0.7931034,0.7586207,0.6551724,0.5344828,0.3793103,0.2586207,0.2241379,0
70,0.25,0.5,1,0.7931034,0.7586207,0.6724138,0.6551724,0.5862069,0.4827586,0.3965517,0
71,0.25,0.5,1,0.9827586,0.8965517,0.8103448,0.7068966,0.4827586,0.4137931,0.3103448,0
72,0.25,0.5,1,0.9310345,0.8448276,0.8103448,0.6034483,0.5172414,0.3448276,0.05172414,0
73,0.25,0.5,1,0.7931034,0.7586207,0.6551724,0.637931,0.5689655,0.4482759,0.2931034,0
74,0.25,0.5,1,0.9827586,0.8965517,0.6896552,0.5344828,0.4827586,0.3965517,0.3275862,0
75,0.25,0.5,1,0.7931034,0.7241379,0.6551724,0.5689655,0.4655172,0.4310345,0.3103448,0
76,0.25,0.5,1,0.7931034,0.7586207,0.6551724,0.6206897,0.5344828,0.2931034,0.2413793,0
77,0.25,0.5,1,0.9827586,0.9310345,0.8793103,0.6724138,0.5689655,0.5517241,0.2413793,0
78,0.25,0.5,1,0.7931034,0.7586207,0.7068966,0.6724138,0.6206897,0.3965517,0.2413793,0
79,0.25,0.5,1,0.9482759,0.862069,0.8448276,0.637931,0.5,0.362069,0.2931034,0
80,0.25,0.5,1,0.9310345,0.8448276,0.8275862,0.7586207,0.5517241,0.3793103,0.2931034,0
81,0.25,0.5,1,0.9827586,0.7758621,0.6896552,0.637931,0.4655172,0.3448276,0.137931,0
82,0.25,0.5,1,0.862069,0.8103448,0.7068966,0.6551724,0.4482759,0.4310345,0.3448276,0
83,0.25,0.5,1,0.7931034,0.7586207,0.7068966,0.6896552,0.6206897,0.5344828,0.2931034,0
84,0.25,0.5,1,0.9482759,0.7413793,0.6551724,0.5517241,0.5344828,0.4482759,0.2586207,0
85,0.25,0.5,1,0.7931034,0.7413793,0.5689655,0.5344828,0.5172414,0.362069,0.2758621,0
86,0.25,0.5,1,0.9482759,0.7413793,0.7241379,0.637931,0.5172414,0.4310345,0.362069,0
87,0.25,0.5,1,0.7931034,0.7586207,0.6724138,0.6034483,0.5517241,0.4310345,0.1896552,0
88,0.25,0.5,1,0.9827586,0.8965517,0.8275862,0.6206897,0.5,0.4310345,0.2758621,0
89,0.25,0.5,1,0.9137931,0.7068966,0.6206897,0.5862069,0.5344828,0.4310345,0.2586207,0
90,0.25,0.5,1,0.9137931,0.7068966,0.6206897,0.5172414,0.4310345,0.2586207,0.2413793,0
91,0.25,0.5,1,0.9655172,0.9310345,0.7241379,0.6896552,0.6206897,0.5862069,0.2931034,0
92,0.25,0.5,1,0.9310345,0.8793103,0.7758621,0.5689655,0.4655172,0.2241379,0.1206897,0
93,0.25,0.5,1,0.9482759,0.8965517,0.8103448,0.6034483,0.5,0.4655172,0.3103448,0
94,0.25,0.5,1,0.9310345,0.7241379,0.6551724,0.5689655,0.5517241,0.4482759,0.3103448,0
95,0.25,0.5,1,0.7931034,0.7758621,0.6724138,0.5517241,0.4310345,0.362069,0.2931034,0
96,0.25,0.5,1,0.9655172,0.7413793,0.6724138,0.6034483,0.5862069,0.4827586,0.2586207,0
97,0.25,0.5,1,0.9310345,0.7241379,0.6551724,0.637931,0.6034483,0.5689655,0.4655172,0
98,0.25,0.5,1,0.9655172,0.8965517,0.8448276,0.7413793,0.5172414,0.3793103,0.2413793,0
99,0.25,0.5,1,0.9655172,0.9310345,0.7241379,0.637931,0.6206897,0.5172414,0.4310345,0
100,0.25,0.5,1,0.9827586,0.9310345,0.7241379,0.6724138,0.6034483,0.5344828,0.3793103,0
101,0.25,0.5,1,0.7931034,0.7241379,0.6896552,0.637931,0.5689655,0.4655172,0.2758621,0
102,0.25,0.5,1,0.7931034,0.7068966,0.637931,0.5689655,0.4827586,0.4482759,0.362069,0
103,0.25,0.5,1,0.7931034,0.7413793,0.6896552,0.637931,0.6206897,0.362069,0.2068966,0
104,0.25,0.5,1,0.7931034,0.7586207,0.6206897,0.5344828,0.362069,0.2413793,0.06896552,0
105,0.25,0.5,1,0.9137931,0.7068966,0.6896552,0.6551724,0.5862069,0.4310345,0.3103448,0
106,0.25,0.5,1,0.9310345,0.7241379,0.6551724,0.6034483,0.5862069,0.5344828,0.2931034,0
107,0.25,0.5,1,0.7931034,0.7241379,0.6896552,0.6206897,0.5862069,0.5,0.2931034,0
108,0.25,0.5,1,0.9827586,0.8965517,0.7758621,0.5689655,0.4655172,0.4137931,0.2931034,0
109,0.25,0.5,1,0.7931034,0.6896552,0.5862069,0.5344828,0.4827586,0.2931034,0.2413793,0
110,0.25,0.5,1,0.7931034,0.6896552,0.6551724,0.5517241,0.5,0.4482759,0.2413793,0
111,0.25,0.5,1,0.9482759,0.8965517,0.8103448,0.6034483,0.5172414,0.4482759,0.4137931,0
112,0.25,0.5,1,0.7931034,0.6724138,0.6034483,0.4655172,0.4482759,0.4137931,0.2758621,0
113,0.25,0.5,1,0.9827586,0.862069,0.7586207,0.5517241,0.5,0.4482759,0.2586207,0
114,0.25,0.5,1,0.9310345,0.7241379,0.6896552,0.5862069,0.4827586,0.3793103,0.2413793,0
115,0.25,0.5,1,0.9655172,0.7586207,0.6206897,0.5689655,0.5,0.3448276,0.2413793,0
116,0.25,0.5,1,0.9310345,0.862069,0.7758621,0.5689655,0.4137931,0.2586207,0.1551724,0
117,0.25,0.5,1,0.9655172,0.8965517,0.6896552,0.637931,0.4482759,0.3793103,0.2241379,0
118,0.25,0.5,1,0.8793103,0.8275862,0.7586207,0.5517241,0.4482759,0.3275862,0.1896552,0
119,0.25,0.5,1,0.7931034,0.6896552,0.5862069,0.5172414,0.3965517,0.2758621,0.1206897,0
120,0.25,0.5,1,0.8965517,0.6896552,0.6034483,0.5,0.4310345,0.3793103,0.2586207,0
121,0.25,0.5,1,0.9482759,0.862069,0.8103448,0.7068966,0.6034483,0.3793103,0.1724138,0
122,0.25,0.5,1,0.7931034,0.6896552,0.6551724,0.5344828,0.4655172,0.4310345,0.2413793,0
123,0.25,0.5,1,0.9655172,0.8793103,0.7758621,0.7068966,0.5,0.4137931,0.3965517,0
124,0.25,0.5,1,0.9137931,0.8793103,0.6724138,0.5862069,0.4827586,0.4482759,0.3965517,0
125,0.25,0.5,1,0.9482759,0.8965517,0.7758621,0.5689655,0.4827586,0.3793103,0.2413793,0
126,0.25,0.5,1,0.8793103,0.6724138,0.6206897,0.5344828,0.4655172,0.3793103,0.2241379,0
127,0.25,0.5,1,0.9137931,0.7068966,0.6724138,0.5344828,0.5,0.4655172,0.2241379,0
128,0.25,0.5,1,0.7931034,0.6724138,0.6206897,0.5517241,0.4137931,0.3448276,0.1896552,0
129,0.25,0.5,1,0.9482759,0.8275862,0.7586207,0.7241379,0.5172414,0.3965517,0.2758621,0
130,0.25,0.5,1,0.7931034,0.6724138,0.5862069,0.4655172,0.3965517,0.3448276,0.2413793,0
131,0.25,0.5,1,0.9310345,0.7241379,0.6206897,0.6034483,0.4827586,0.4137931,0.1551724,0
132,0.25,0.5,1,0.9482759,0.8448276,0.637931,0.5689655,0.5,0.4482759,0.4137931,0
133,0.25,0.5,1,0.9827586,0.7758621,0.6896552,0.6034483,0.4827586,0.4310345,0.3448276,0
134,0.25,0.5,1,0.9482759,0.8448276,0.637931,0.6034483,0.5,0.4137931,0.2931034,0
135,0.25,0.5,1,0.9137931,0.8275862,0.7758621,0.5689655,0.5344828,0.5172414,0.2241379,0
136,0.25,0.5,1,0.9137931,0.8448276,0.637931,0.5344828,0.362069,0.2931034,0.137931,0
137,0.25,0.5,1,0.9137931,0.8103448,0.6034483,0.4655172,0.3275862,0.3103448,0.2413793,0
138,0.25,0.5,1,0.7931034,0.7241379,0.6206897,0.5689655,0.362069,0.3103448,0.1551724,0
139,0.25,0.5,1,0.9137931,0.8448276,0.637931,0.6206897,0.5,0.2931034,0.1724138,0
140,0.25,0.5,1,0.7931034,0.7413793,0.6724138,0.5689655,0.5517241,0.5172414,0.4310345,0
141,0.25,0.5,1,0.9137931,0.7758621,0.6724138,0.4655172,0.362069,0.3275862,0.2413793,0
142,0.25,0.5,1,0.9310345,0.7241379,0.6206897,0.5689655,0.5172414,0.3965517,0.2586207,0
143,0.25,0.5,1,0.9655172,0.7586207,0.7413793,0.6724138,0.5172414,0.4137931,0.2068966,0
144,0.25,0.5,1,0.9482759,0.7413793,0.6724138,0.5172414,0.362069,0.1896552,0.137931,0
145,0.25,0.5,1,0.7931034,0.7068966,0.6206897,0.5344828,0.3793103,0.2241379,0.1724138,0
146,0.25,0.5,1,0.9137931,0.8275862,0.8103448,0.6034483,0.5344828,0.362069,0.2931034,0
147,0.25,0.5,1,0.9137931,0.7931034,0.7413793,0.7068966,0.5,0.4827586,0.362069,0
148,0.25,0.5,1,0.9137931,0.7068966,0.6724138,0.5689655,0.5,0.3448276,0.2413793,0
149,0.25,0.5,1,0.7931034,0.6896552,0.637931,0.5517241,0.4655172,0.362069,0.2758621,0
150,0.25,0.5,1,0.9137931,0.8448276,0.637931,0.6206897,0.4827586,0.3103448,0.2241379,0
151,0.25,0.5,1,0.9137931,0.8275862,0.6034483,0.5344828,0.5,0.4655172,0.2413793,0
152,0.25,0.5,1,0.7931034,0.7068966,0.6724138,0.5862069,0.4137931,0.3103448,0.2068966,0
153,0.25,0.5,1,0.862069,0.7931034,0.7586207,0.7241379,0.6551724,0.4482759,0.362069,0
154,0.25,0.5,1,0.7931034,0.6896552,0.6551724,0.6206897,0.5689655,0.5172414,0.3103448,0
155,0.25,0.5,1,0.8793103,0.8448276,0.637931,0.5862069,0.4827586,0.362069,0.2758621,0
156,0.25,0.5,1,0.9482759,0.8275862,0.7758621,0.6896552,0.4827586,0.4655172,0.362069,0
157,0.25,0.5,1,0.9482759,0.8103448,0.6034483,0.5517241,0.3965517,0.2241379,0.1551724,0
158,0.25,0.5,1,0.7931034,0.7758621,0.7068966,0.6896552,0.5862069,0.3965517,0.1551724,0
159,0.25,0.5,1,0.7931034,0.7241379,0.637931,0.5517241,0.4482759,0.3275862,0.2931034,0
160,0.25,0.5,1,0.9827586,0.7758621,0.7241379,0.6551724,0.5172414,0.4137931,0.3275862,0
161,0.25,0.5,1,0.9482759,0.7413793,0.6034483,0.5517241,0.5,0.2758621,0.2413793,0
162,0.25,0.5,1,0.9655172,0.8965517,0.6896552,0.637931,0.5689655,0.4655172,0.3448276,0
163,0.25,0.5,1,0.7931034,0.6896552,0.6551724,0.637931,0.5517241,0.4137931,0.2931034,0
164,0.25,0.5,1,0.7931034,0.7586207,0.7068966,0.6034483,0.5172414,0.3793103,0.0862069,0
165,0.25,0.5,1,0.9482759,0.8793103,0.7758621,0.7413793,0.5172414,0.3965517,0.2586207,0
166,0.25,0.5,1,0.9482759,0.7068966,0.6551724,0.5689655,0.4482759,0.3965517,0.2931034,0
167,0.25,0.5,1,0.9137931,0.8965517,0.6896552,0.637931,0.5172414,0.4137931,0.2586207,0
168,0.25,0.5,1,0.9137931,0.8103448,0.7413793,0.5344828,0.5172414,0.4482759,0.2413793,0
169,0.25,0.5,1,0.7931034,0.7068966,0.637931,0.5689655,0.4310345,0.362069,0.2931034,0
170,0.25,0.5,1,0.9655172,0.8965517,0.6896552,0.5344828,0.4482759,0.3965517,0.2586207,0
171,0.25,0.5,1,0.7931034,0.7241379,0.6206897,0.5862069,0.4655172,0.3965517,0.2931034,0
172,0.25,0.5,1,0.7931034,0.7586207,0.7241379,0.6724138,0.5689655,0.5,0.2931034,0
173,0.25,0.5,1,0.7931034,0.7413793,0.637931,0.5862069,0.4655172,0.3793103,0.2931034,0
174,0.25,0.5,1,0.9482759,0.8448276,0.8275862,0.6206897,0.5172414,0.4482759,0.3448276,0
175,0.25,0.5,1,0.9827586,0.7758621,0.7241379,0.6206897,0.5689655,0.5,0.3965517,0
176,0.25,0.5,1,0.7931034,0.7758621,0.6896552,0.6206897,0.5172414,0.4310345,0.3448276,0
177,0.25,0.5,1,0.7931034,0.7586207,0.7241379,0.6551724,0.5172414,0.3275862,0.2068966,0
178,0.25,0.5,1,0.9310345,0.8965517,0.7931034,0.5862069,0.5,0.3103448,0.2586207,0
179,0.25,0.5,1,0.9310345,0.8793103,0.6724138,0.5862069,0.5,0.4310345,0.3275862,0
180,0.25,0.5,1,0.7931034,0.7758621,0.7068966,0.6206897,0.5862069,0.362069,0.3103448,0
181,0.25,0.5,1,0.7931034,0.7758621,0.6896552,0.6034483,0.5344828,0.4655172,0.3793103,0
182,0.25,0.5,1,0.7931034,0.7068966,0.6206897,0.5344828,0.4655172,0.3448276,0.2413793,0
183,0.25,0.5,1,0.9827586,0.8793103,0.6724138,0.6034483,0.4655172,0.362069,0.2586207,0
184,0.25,0.5,1,0.7931034,0.7586207,0.7241379,0.5344828,0.4655172,0.3275862,0.2413793,0
185,0.25,0.5,1,0.9310345,0.862069,0.637931,0.5517241,0.5,0.4137931,0.2586207,0
186,0.25,0.5,1,0.7931034,0.6896552,0.637931,0.4827586,0.3965517,0.3448276,0.2758621,0
187,0.25,0.5,1,0.7931034,0.7241379,0.6551724,0.6206897,0.3965517,0.3103448,0.2413793,0
188,0.25,0.5,1,0.7931034,0.7241379,0.7068966,0.6551724,0.4827586,0.3793103,0.2413793,0
189,0.25,0.5,1,0.7931034,0.6896552,0.6206897,0.5517241,0.5344828,0.4137931,0.2413793,0
190,0.25,0.5,1,0.7931034,0.7413793,0.6896552,0.6551724,0.6206897,0.4310345,0.2586207,0
191,0.25,0.5,1,0.7931034,0.7586207,0.7068966,0.6724138,0.5517241,0.4655172,0.2758621,0
192,0.25,0.5,1,0.7931034,0.7241379,0.637931,0.5344828,0.4482759,0.362069,0.3103448,0
193,0.25,0.5,1,0.7931034,0.6724138,0.6034483,0.5517241,0.4310345,0.3793103,0.2068966,0
194,0.25,0.5,1,0.9655172,0.7586207,0.6724138,0.637931,0.5,0.3103448,0.2413793,0
195,0.25,0.5,1,0.7931034,0.7068966,0.5862069,0.5344828,0.3448276,0.3275862,0.2758621,0
196,0.25,0.5,1,0.9137931,0.7068966,0.6206897,0.5517241,0.4310345,0.3103448,0.2758621,0
197,0.25,0.5,1,0.8965517,0.6896552,0.6206897,0.5172414,0.3793103,0.2931034,0.2586207,0
198,0.25,0.5,1,0.7931034,0.7241379,0.6724138,0.6551724,0.5517241,0.4482759,0.3275862,0
199,0.25,0.5,1,0.7931034,0.7241379,0.6551724,0.5172414,0.3965517,0.2586207,0.1724138,0
200,0.25,0.5,1,0.8448276,0.637931,0.6034483,0.5,0.4482759,0.362069,0.1551724,0
201,0.25,0.5,1,0.7931034,0.7068966,0.6206897,0.6034483,0.5,0.3275862,0.2586207,0
202,0.25,0.5,1,0.9137931,0.8103448,0.7068966,0.4827586,0.4655172,0.3793103,0.2586207,0
203,0.25,0.5,1,0.8965517,0.7931034,0.7586207,0.5517241,0.4827586,0.2758621,0.2068966,0
204,0.25,0.5,1,0.7931034,0.7413793,0.6551724,0.5344828,0.4310345,0.3965517,0.3103448,0
205,0.25,0.5,1,0.7931034,0.7413793,0.6206897,0.5862069,0.5172414,0.4482759,0.3275862,0
206,0.25,0.5,1,0.8793103,0.6724138,0.5517241,0.5,0.4310345,0.3965517,0.1896552,0
207,0.25,0.5,1,0.8793103,0.8103448,0.7413793,0.6724138,0.4655172,0.2931034,0.2241379,0
208,0.25,0.5,1,0.9310345,0.7068966,0.637931,0.5689655,0.4482759,0.2931034,0.1896552,0
