SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13,Prop14,Prop15
500,0.25,0.25,1,0.9220779,0.7532468,0.7272727,0.6623377,0.6363636,0.5844156,0.5454545,0.3766234,0.3376623,0.3246753,0.2337662,0.2077922,0.09090909,0.02597403,0
1,0.25,0.5,1,0.9480519,0.8701299,0.8051948,0.7532468,0.5844156,0.5454545,0.5194805,0.5064935,0.4935065,0.4545455,0.2597403,0.2337662,0.2077922,0.1818182,0
2,0.25,0.5,1,0.987013,0.9350649,0.8961039,0.7272727,0.7012987,0.6363636,0.5844156,0.4935065,0.4675325,0.4415584,0.4285714,0.4025974,0.3896104,0.1688312,0
3,0.25,0.5,1,0.9220779,0.7532468,0.7272727,0.6883117,0.6753247,0.6233766,0.5584416,0.5454545,0.5324675,0.5064935,0.4935065,0.4285714,0.4025974,0.3766234,0
4,0.25,0.5,1,0.9350649,0.9090909,0.8311688,0.6623377,0.6493506,0.5974026,0.5584416,0.4675325,0.4545455,0.4155844,0.3896104,0.2597403,0.1558442,0.1298701,0
5,0.25,0.5,1,0.9350649,0.9090909,0.7402597,0.7012987,0.6363636,0.5844156,0.5584416,0.5454545,0.5324675,0.5064935,0.4805195,0.4545455,0.2337662,0.2077922,0
6,0.25,0.5,1,0.974026,0.9090909,0.8831169,0.8441558,0.6753247,0.5974026,0.5844156,0.4935065,0.4415584,0.4025974,0.3766234,0.3506494,0.3116883,0.02597403,0
7,0.25,0.5,1,0.9220779,0.8441558,0.6753247,0.6363636,0.6103896,0.5454545,0.4935065,0.4805195,0.4545455,0.4285714,0.2727273,0.2077922,0.1428571,0.1168831,0
8,0.25,0.5,1,0.974026,0.9220779,0.7532468,0.7402597,0.6493506,0.6233766,0.5324675,0.4935065,0.3506494,0.3116883,0.1818182,0.1558442,0.1428571,0.02597403,0
9,0.25,0.5,1,0.9480519,0.7792208,0.7142857,0.6883117,0.6753247,0.6103896,0.5584416,0.5194805,0.4935065,0.4675325,0.4545455,0.3116883,0.2597403,0.2337662,0
10,0.25,0.5,1,0.9480519,0.9220779,0.8701299,0.7012987,0.6623377,0.5974026,0.5714286,0.4415584,0.3376623,0.2727273,0.2467532,0.2207792,0.1818182,0.1558442,0
11,0.25,0.5,1,0.9090909,0.8831169,0.8441558,0.7792208,0.6103896,0.5844156,0.5324675,0.5194805,0.5064935,0.3896104,0.3636364,0.2727273,0.2077922,0.1818182,0
12,0.25,0.5,1,0.8961039,0.8441558,0.8311688,0.6623377,0.5974026,0.5714286,0.4935065,0.4545455,0.3246753,0.2987013,0.2727273,0.2467532,0.2337662,0.1688312,0
13,0.25,0.5,1,0.9350649,0.9090909,0.8571429,0.7792208,0.6103896,0.5844156,0.5714286,0.5324675,0.4675325,0.4545455,0.4155844,0.2597403,0.2337662,0.2077922,0
14,0.25,0.5,1,0.974026,0.9220779,0.7532468,0.7402597,0.7142857,0.6883117,0.6363636,0.5584416,0.5194805,0.3766234,0.3116883,0.2337662,0.2077922,0.1298701,0
15,0.25,0.5,1,0.8311688,0.7532468,0.7142857,0.6623377,0.5584416,0.4935065,0.4675325,0.3766234,0.3636364,0.3376623,0.3116883,0.2467532,0.2207792,0.1558442,0
16,0.25,0.5,1,0.8311688,0.8051948,0.7662338,0.7532468,0.7012987,0.6493506,0.5714286,0.5324675,0.5064935,0.4935065,0.4675325,0.3116883,0.2207792,0.1818182,0
17,0.25,0.5,1,0.974026,0.9090909,0.7402597,0.6493506,0.5974026,0.5584416,0.5454545,0.4805195,0.4675325,0.2987013,0.2207792,0.1948052,0.1038961,0.02597403,0
18,0.25,0.5,1,0.974026,0.8961039,0.8441558,0.8051948,0.7922078,0.7142857,0.5454545,0.4155844,0.3506494,0.3376623,0.3116883,0.2857143,0.1948052,0.02597403,0
19,0.25,0.5,1,0.8311688,0.7792208,0.7012987,0.6623377,0.6493506,0.6233766,0.5584416,0.5194805,0.3896104,0.2987013,0.2467532,0.2207792,0.1948052,0.1038961,0
20,0.25,0.5,1,0.9350649,0.9090909,0.7402597,0.6753247,0.6623377,0.6103896,0.5714286,0.5324675,0.4675325,0.2857143,0.2727273,0.2467532,0.2207792,0.1818182,0
21,0.25,0.5,1,0.9480519,0.7792208,0.7012987,0.5714286,0.5454545,0.4935065,0.4675325,0.4285714,0.3246753,0.2727273,0.1818182,0.1558442,0.1428571,0.1038961,0
22,0.25,0.5,1,0.9220779,0.8701299,0.8441558,0.8051948,0.7922078,0.7272727,0.6623377,0.4935065,0.4545455,0.4415584,0.4155844,0.4025974,0.3766234,0.1428571,0
23,0.25,0.5,1,0.8311688,0.8051948,0.7532468,0.7402597,0.7272727,0.6753247,0.6103896,0.5714286,0.5584416,0.5454545,0.3766234,0.3116883,0.05194805,0.02597403,0
24,0.25,0.5,1,0.9350649,0.8831169,0.8181818,0.7532468,0.7402597,0.7142857,0.5454545,0.5064935,0.4935065,0.4415584,0.4155844,0.2597403,0.2337662,0.1818182,0
25,0.25,0.5,1,0.9350649,0.8571429,0.8311688,0.7922078,0.6233766,0.5324675,0.4805195,0.4675325,0.3766234,0.3506494,0.3246753,0.2987013,0.2597403,0.2337662,0
26,0.25,0.5,1,0.974026,0.9220779,0.9090909,0.7402597,0.7012987,0.6493506,0.6233766,0.5454545,0.5324675,0.5064935,0.4415584,0.4155844,0.2207792,0.1818182,0
27,0.25,0.5,1,0.8311688,0.8051948,0.7272727,0.6753247,0.6623377,0.5974026,0.5584416,0.5324675,0.5194805,0.3636364,0.3246753,0.1948052,0.05194805,0.02597403,0
28,0.25,0.5,1,0.9350649,0.7662338,0.7402597,0.7012987,0.6363636,0.6103896,0.5584416,0.5454545,0.5194805,0.5064935,0.4805195,0.3636364,0.1948052,0.1688312,0
29,0.25,0.5,1,0.9350649,0.7662338,0.7012987,0.6753247,0.6363636,0.5844156,0.5064935,0.4935065,0.4805195,0.4545455,0.4285714,0.4025974,0.3506494,0.02597403,0
30,0.25,0.5,1,0.9350649,0.8961039,0.8701299,0.7012987,0.6233766,0.5974026,0.5064935,0.4545455,0.4155844,0.2727273,0.2207792,0.1948052,0.1558442,0.1298701,0
31,0.25,0.5,1,0.9350649,0.9090909,0.8701299,0.7012987,0.6883117,0.6363636,0.5714286,0.4805195,0.4545455,0.4415584,0.3116883,0.2467532,0.1298701,0.02597403,0
32,0.25,0.5,1,0.8311688,0.7662338,0.7142857,0.6883117,0.6493506,0.5844156,0.5714286,0.5194805,0.5064935,0.4415584,0.4285714,0.4025974,0.2467532,0.02597403,0
33,0.25,0.5,1,0.974026,0.9350649,0.7662338,0.7012987,0.6753247,0.5844156,0.5324675,0.5194805,0.4935065,0.4805195,0.3896104,0.1948052,0.1688312,0.1428571,0
34,0.25,0.5,1,0.9350649,0.9090909,0.7922078,0.7012987,0.6623377,0.6363636,0.4675325,0.4155844,0.4025974,0.3506494,0.2597403,0.2207792,0.05194805,0.02597403,0
35,0.25,0.5,1,0.974026,0.8051948,0.7532468,0.6883117,0.6233766,0.5064935,0.4675325,0.4545455,0.4415584,0.4285714,0.4025974,0.3766234,0.3506494,0.1688312,0
36,0.25,0.5,1,0.974026,0.9220779,0.8831169,0.8311688,0.7662338,0.5974026,0.5064935,0.4935065,0.4675325,0.4545455,0.4285714,0.4025974,0.3766234,0.1038961,0
37,0.25,0.5,1,0.9480519,0.7792208,0.7532468,0.6883117,0.6493506,0.6233766,0.6103896,0.5974026,0.5454545,0.5064935,0.3766234,0.2077922,0.1038961,0.07792208,0
38,0.25,0.5,1,0.974026,0.9220779,0.7532468,0.6753247,0.6363636,0.5714286,0.5454545,0.5324675,0.5194805,0.4935065,0.4805195,0.4285714,0.3896104,0.02597403,0
39,0.25,0.5,1,0.8311688,0.8051948,0.7402597,0.6883117,0.6103896,0.5844156,0.5714286,0.5324675,0.4935065,0.4155844,0.3896104,0.1948052,0.1818182,0.1558442,0
40,0.25,0.5,1,0.974026,0.9090909,0.8571429,0.6883117,0.6623377,0.5974026,0.4935065,0.4545455,0.4415584,0.4155844,0.3896104,0.3766234,0.3636364,0.02597403,0
41,0.25,0.5,1,0.974026,0.8051948,0.7402597,0.6883117,0.6753247,0.6363636,0.5714286,0.5454545,0.4545455,0.4285714,0.4155844,0.2337662,0.2077922,0.1428571,0
42,0.25,0.5,1,0.974026,0.9090909,0.7402597,0.6493506,0.5974026,0.5064935,0.4675325,0.4415584,0.3506494,0.3246753,0.2987013,0.1948052,0.1818182,0.1558442,0
43,0.25,0.5,1,0.974026,0.9090909,0.7402597,0.7272727,0.7142857,0.6493506,0.6103896,0.5584416,0.4935065,0.4675325,0.4415584,0.4285714,0.4025974,0.3896104,0
44,0.25,0.5,1,0.961039,0.8961039,0.7272727,0.7012987,0.6363636,0.5844156,0.5324675,0.5194805,0.4935065,0.4805195,0.4155844,0.2727273,0.2467532,0.1948052,0
45,0.25,0.5,1,0.9350649,0.7662338,0.7012987,0.6753247,0.5324675,0.5194805,0.4935065,0.4545455,0.3636364,0.3376623,0.2727273,0.2207792,0.1948052,0.02597403,0
46,0.25,0.5,1,0.974026,0.8051948,0.7532468,0.6753247,0.6103896,0.5714286,0.5454545,0.5324675,0.4805195,0.4675325,0.4545455,0.2597403,0.2337662,0.2077922,0
47,0.25,0.5,1,0.974026,0.8831169,0.8441558,0.7922078,0.6233766,0.5584416,0.5454545,0.5324675,0.5194805,0.5064935,0.4285714,0.2077922,0.05194805,0.02597403,0
48,0.25,0.5,1,0.9480519,0.9220779,0.9090909,0.8181818,0.6493506,0.5974026,0.5584416,0.5454545,0.4415584,0.4285714,0.2207792,0.1818182,0.1558442,0.1298701,0
49,0.25,0.5,1,0.9220779,0.7532468,0.7402597,0.6753247,0.6363636,0.6103896,0.5584416,0.4675325,0.4545455,0.4285714,0.3896104,0.3636364,0.3506494,0.02597403,0
50,0.25,0.5,1,0.961039,0.7922078,0.7272727,0.6753247,0.6493506,0.6363636,0.6103896,0.5454545,0.5324675,0.3766234,0.3376623,0.3116883,0.2337662,0.1428571,0
51,0.25,0.5,1,0.9350649,0.7662338,0.7142857,0.6883117,0.6233766,0.5454545,0.5194805,0.4805195,0.3506494,0.3376623,0.3116883,0.2987013,0.2337662,0.1688312,0
52,0.25,0.5,1,0.8311688,0.7662338,0.7532468,0.7012987,0.6883117,0.6493506,0.5844156,0.5584416,0.5454545,0.4675325,0.4415584,0.4155844,0.1948052,0.1688312,0
53,0.25,0.5,1,0.974026,0.9090909,0.8961039,0.8441558,0.8051948,0.7402597,0.5714286,0.5454545,0.4155844,0.2597403,0.2207792,0.1818182,0.1558442,0.02597403,0
54,0.25,0.5,1,0.8311688,0.7662338,0.7402597,0.7012987,0.6233766,0.5714286,0.5454545,0.4805195,0.4675325,0.4545455,0.2597403,0.2337662,0.1688312,0.02597403,0
55,0.25,0.5,1,0.974026,0.8051948,0.7662338,0.7012987,0.6493506,0.5974026,0.5194805,0.5064935,0.4935065,0.4285714,0.2857143,0.2337662,0.2077922,0.02597403,0
56,0.25,0.5,1,0.9350649,0.9090909,0.8701299,0.8181818,0.8051948,0.7532468,0.5844156,0.4935065,0.4805195,0.4415584,0.4155844,0.2077922,0.1818182,0.02597403,0
57,0.25,0.5,1,0.8311688,0.7662338,0.7402597,0.6883117,0.6363636,0.6103896,0.4935065,0.4545455,0.4025974,0.3766234,0.2727273,0.2597403,0.2337662,0.1298701,0
58,0.25,0.5,1,0.9480519,0.9220779,0.8701299,0.7922078,0.7792208,0.6103896,0.5974026,0.5844156,0.5454545,0.5194805,0.4155844,0.2597403,0.1948052,0.1688312,0
59,0.25,0.5,1,0.974026,0.8051948,0.7922078,0.7272727,0.7142857,0.7012987,0.6233766,0.5714286,0.5324675,0.3766234,0.3376623,0.3116883,0.2987013,0.02597403,0
60,0.25,0.5,1,0.9350649,0.9090909,0.7402597,0.6753247,0.6363636,0.6233766,0.5714286,0.4025974,0.3636364,0.3376623,0.2337662,0.07792208,0.05194805,0.02597403,0
61,0.25,0.5,1,0.974026,0.9090909,0.8571429,0.8441558,0.8311688,0.8051948,0.7922078,0.6233766,0.5844156,0.4805195,0.3896104,0.3506494,0.3246753,0.02597403,0
62,0.25,0.5,1,0.974026,0.9350649,0.8701299,0.7012987,0.6493506,0.6233766,0.5584416,0.5454545,0.5194805,0.5064935,0.3766234,0.3506494,0.3376623,0.2077922,0
63,0.25,0.5,1,0.9350649,0.8571429,0.6883117,0.6623377,0.6363636,0.5974026,0.5454545,0.5324675,0.4675325,0.4415584,0.4025974,0.3896104,0.3766234,0.1558442,0
64,0.25,0.5,1,0.974026,0.9090909,0.8311688,0.6623377,0.6103896,0.5194805,0.4155844,0.3896104,0.3506494,0.2987013,0.2467532,0.2207792,0.1298701,0.1038961,0
65,0.25,0.5,1,0.961039,0.7922078,0.7402597,0.7142857,0.6623377,0.5974026,0.4805195,0.4545455,0.4285714,0.4155844,0.3116883,0.2857143,0.2467532,0.1948052,0
66,0.25,0.5,1,0.8311688,0.8051948,0.7402597,0.7012987,0.6233766,0.5714286,0.5584416,0.5454545,0.5194805,0.4935065,0.4285714,0.2597403,0.1818182,0.1558442,0
67,0.25,0.5,1,0.974026,0.9220779,0.7532468,0.6883117,0.6103896,0.5194805,0.4805195,0.4545455,0.4415584,0.4025974,0.3766234,0.2337662,0.2077922,0.05194805,0
68,0.25,0.5,1,0.9350649,0.8701299,0.7012987,0.6493506,0.6233766,0.5974026,0.5584416,0.4805195,0.4545455,0.4415584,0.4155844,0.3896104,0.3636364,0.1428571,0
69,0.25,0.5,1,0.9480519,0.8831169,0.8571429,0.8181818,0.6493506,0.6363636,0.6233766,0.5584416,0.5454545,0.5064935,0.4675325,0.2337662,0.2077922,0.02597403,0
70,0.25,0.5,1,0.974026,0.9090909,0.8571429,0.7532468,0.7142857,0.7012987,0.6493506,0.4805195,0.4545455,0.3506494,0.3116883,0.2467532,0.2207792,0.1298701,0
71,0.25,0.5,1,0.9350649,0.8701299,0.8311688,0.8181818,0.6493506,0.6233766,0.5064935,0.4935065,0.4675325,0.4155844,0.2597403,0.1428571,0.1168831,0.09090909,0
72,0.25,0.5,1,0.974026,0.8961039,0.8831169,0.8701299,0.8051948,0.7662338,0.7142857,0.5454545,0.5324675,0.5194805,0.4415584,0.2857143,0.05194805,0.02597403,0
73,0.25,0.5,1,0.974026,0.8961039,0.8441558,0.6753247,0.6363636,0.5714286,0.5584416,0.5324675,0.5194805,0.4675325,0.3506494,0.3246753,0.2597403,0.02597403,0
74,0.25,0.5,1,0.974026,0.961039,0.9220779,0.7532468,0.6753247,0.5974026,0.5064935,0.4805195,0.4285714,0.4025974,0.3636364,0.3506494,0.3116883,0.2857143,0
75,0.25,0.5,1,0.974026,0.9090909,0.8961039,0.8311688,0.6623377,0.6233766,0.6103896,0.5584416,0.5454545,0.4545455,0.4285714,0.3766234,0.1688312,0.1428571,0
76,0.25,0.5,1,0.974026,0.9350649,0.7662338,0.6883117,0.6363636,0.6233766,0.5714286,0.5324675,0.3636364,0.3116883,0.2857143,0.2207792,0.1688312,0.02597403,0
77,0.25,0.5,1,0.8311688,0.8181818,0.7532468,0.6623377,0.6103896,0.5844156,0.5454545,0.5324675,0.4155844,0.3896104,0.2727273,0.1948052,0.1428571,0.1168831,0
78,0.25,0.5,1,0.9350649,0.9090909,0.8701299,0.7012987,0.6493506,0.5844156,0.4415584,0.3896104,0.2727273,0.2467532,0.2207792,0.1948052,0.1168831,0.07792208,0
79,0.25,0.5,1,0.987013,0.9350649,0.7662338,0.7402597,0.7272727,0.6753247,0.6363636,0.5714286,0.5584416,0.4935065,0.4675325,0.1818182,0.1558442,0.02597403,0
80,0.25,0.5,1,0.961039,0.9350649,0.8831169,0.8051948,0.6363636,0.6233766,0.5974026,0.5844156,0.5064935,0.4805195,0.3376623,0.3116883,0.2857143,0.1688312,0
81,0.25,0.5,1,0.8311688,0.8051948,0.7402597,0.7012987,0.5714286,0.4675325,0.4415584,0.3896104,0.3636364,0.3376623,0.2207792,0.1428571,0.05194805,0.02597403,0
82,0.25,0.5,1,0.974026,0.9350649,0.8701299,0.7012987,0.6363636,0.5844156,0.5194805,0.4935065,0.4805195,0.3636364,0.3376623,0.3246753,0.2207792,0.1948052,0
83,0.25,0.5,1,0.9480519,0.7792208,0.7532468,0.7012987,0.6623377,0.5844156,0.4675325,0.4545455,0.4285714,0.4025974,0.3766234,0.3246753,0.2597403,0.1428571,0
84,0.25,0.5,1,0.987013,0.961039,0.8831169,0.8311688,0.7532468,0.5844156,0.4805195,0.4415584,0.3766234,0.3636364,0.2597403,0.2207792,0.05194805,0.02597403,0
85,0.25,0.5,1,0.9480519,0.7792208,0.7012987,0.6103896,0.5714286,0.5454545,0.5324675,0.4415584,0.4155844,0.4025974,0.3896104,0.3636364,0.2337662,0.1948052,0
86,0.25,0.5,1,0.9090909,0.8441558,0.6753247,0.6493506,0.6363636,0.5194805,0.4285714,0.3896104,0.3116883,0.2857143,0.2597403,0.2077922,0.1818182,0.1298701,0
87,0.25,0.5,1,0.9480519,0.9350649,0.7662338,0.7402597,0.6363636,0.5714286,0.4545455,0.3506494,0.3116883,0.2727273,0.1948052,0.1688312,0.1298701,0.1038961,0
88,0.25,0.5,1,0.8311688,0.7662338,0.7402597,0.6753247,0.6233766,0.5064935,0.4675325,0.4285714,0.3896104,0.3636364,0.3116883,0.2857143,0.2597403,0.1818182,0
89,0.25,0.5,1,0.8311688,0.8051948,0.7532468,0.6883117,0.6753247,0.6363636,0.5844156,0.5714286,0.4415584,0.4025974,0.3896104,0.3766234,0.05194805,0.02597403,0
90,0.25,0.5,1,0.974026,0.8051948,0.7402597,0.7012987,0.6883117,0.6363636,0.6233766,0.5974026,0.5324675,0.4155844,0.3766234,0.3506494,0.3246753,0.2857143,0
91,0.25,0.5,1,0.9220779,0.7532468,0.7272727,0.6883117,0.6363636,0.5714286,0.5584416,0.5454545,0.4805195,0.4545455,0.4285714,0.3896104,0.2077922,0.1818182,0
92,0.25,0.5,1,0.8311688,0.7532468,0.7272727,0.6883117,0.6753247,0.6103896,0.5974026,0.5454545,0.5194805,0.4545455,0.4025974,0.3766234,0.3636364,0.1428571,0
93,0.25,0.5,1,0.974026,0.9220779,0.8831169,0.7142857,0.7012987,0.6493506,0.5584416,0.5324675,0.5194805,0.5064935,0.4155844,0.2337662,0.1818182,0.02597403,0
94,0.25,0.5,1,0.974026,0.9480519,0.7792208,0.7012987,0.6883117,0.6233766,0.5714286,0.4285714,0.4025974,0.3636364,0.3506494,0.3246753,0.2987013,0.1688312,0
95,0.25,0.5,1,0.9350649,0.7662338,0.7402597,0.6883117,0.5454545,0.5064935,0.4935065,0.4155844,0.3766234,0.2597403,0.2077922,0.1818182,0.1298701,0.02597403,0
96,0.25,0.5,1,0.9350649,0.7662338,0.7012987,0.6363636,0.6103896,0.5714286,0.5194805,0.4935065,0.4805195,0.4675325,0.3246753,0.2987013,0.2727273,0.1948052,0
97,0.25,0.5,1,0.9350649,0.8831169,0.8571429,0.8181818,0.7922078,0.7142857,0.5454545,0.5324675,0.5194805,0.5064935,0.4155844,0.3636364,0.3376623,0.02597403,0
98,0.25,0.5,1,0.974026,0.8961039,0.8831169,0.8181818,0.7792208,0.7272727,0.7142857,0.5454545,0.4025974,0.3896104,0.3636364,0.3376623,0.2467532,0.2207792,0
99,0.25,0.5,1,0.987013,0.8181818,0.7792208,0.7012987,0.6363636,0.5584416,0.5324675,0.4415584,0.3896104,0.3766234,0.3506494,0.3116883,0.1818182,0.1558442,0
100,0.25,0.5,1,0.961039,0.8961039,0.7272727,0.6233766,0.5714286,0.4805195,0.4545455,0.3506494,0.2857143,0.2077922,0.1688312,0.1558442,0.1298701,0.02597403,0
101,0.25,0.5,1,0.974026,0.9220779,0.8961039,0.8441558,0.7662338,0.5974026,0.5714286,0.4805195,0.4545455,0.4155844,0.3896104,0.1818182,0.1168831,0.06493506,0
102,0.25,0.5,1,0.974026,0.9090909,0.8831169,0.7142857,0.7012987,0.6623377,0.5844156,0.5584416,0.4285714,0.3766234,0.3636364,0.2987013,0.2857143,0.1818182,0
103,0.25,0.5,1,0.9350649,0.8961039,0.8831169,0.8571429,0.8051948,0.6363636,0.5714286,0.4155844,0.3636364,0.3376623,0.2727273,0.2337662,0.1688312,0.1428571,0
104,0.25,0.5,1,0.8311688,0.7792208,0.7012987,0.6753247,0.6363636,0.6233766,0.5454545,0.5324675,0.4415584,0.4285714,0.4025974,0.2727273,0.1948052,0.1688312,0
105,0.25,0.5,1,0.9220779,0.7532468,0.7402597,0.7142857,0.6493506,0.5974026,0.5584416,0.5324675,0.5194805,0.3896104,0.3506494,0.1948052,0.05194805,0.02597403,0
106,0.25,0.5,1,0.8311688,0.7532468,0.7012987,0.6883117,0.6623377,0.6233766,0.5974026,0.5844156,0.5714286,0.5454545,0.4805195,0.4025974,0.3766234,0.1948052,0
107,0.25,0.5,1,0.9350649,0.8831169,0.8181818,0.6493506,0.6233766,0.5454545,0.3896104,0.3636364,0.3246753,0.2727273,0.2597403,0.2207792,0.1428571,0.02597403,0
108,0.25,0.5,1,0.987013,0.9220779,0.7532468,0.7012987,0.6493506,0.6103896,0.5974026,0.5714286,0.5454545,0.4675325,0.2467532,0.2207792,0.1948052,0.1428571,0
109,0.25,0.5,1,0.8311688,0.7532468,0.7272727,0.6623377,0.6363636,0.5844156,0.5454545,0.5324675,0.4675325,0.4545455,0.2727273,0.2467532,0.05194805,0.02597403,0
110,0.25,0.5,1,0.961039,0.9350649,0.7662338,0.6883117,0.6103896,0.5064935,0.4545455,0.3376623,0.2987013,0.2467532,0.1948052,0.1688312,0.09090909,0.02597403,0
111,0.25,0.5,1,0.9350649,0.8831169,0.8571429,0.6883117,0.6233766,0.5844156,0.5064935,0.4805195,0.4545455,0.4025974,0.3896104,0.2077922,0.05194805,0.02597403,0
112,0.25,0.5,1,0.9480519,0.9220779,0.7532468,0.6753247,0.6623377,0.6363636,0.5974026,0.5454545,0.5324675,0.4805195,0.3116883,0.2727273,0.1818182,0.02597403,0
113,0.25,0.5,1,0.974026,0.9090909,0.8571429,0.6883117,0.6493506,0.5974026,0.5584416,0.5324675,0.4805195,0.4675325,0.4415584,0.2987013,0.2597403,0.1558442,0
114,0.25,0.5,1,0.8311688,0.7922078,0.7272727,0.6623377,0.6363636,0.6233766,0.5714286,0.5584416,0.5454545,0.4415584,0.4155844,0.3896104,0.3636364,0.1948052,0
115,0.25,0.5,1,0.9220779,0.8831169,0.7142857,0.6883117,0.6233766,0.6103896,0.5584416,0.5194805,0.5064935,0.4415584,0.4155844,0.2467532,0.1948052,0.02597403,0
116,0.25,0.5,1,0.961039,0.8961039,0.7272727,0.7012987,0.6493506,0.5844156,0.5714286,0.5454545,0.4805195,0.3766234,0.3506494,0.3246753,0.1818182,0.1168831,0
117,0.25,0.5,1,0.974026,0.9220779,0.8571429,0.7922078,0.7532468,0.7142857,0.6883117,0.5194805,0.4545455,0.4285714,0.3636364,0.3506494,0.3246753,0.1428571,0
118,0.25,0.5,1,0.974026,0.9090909,0.7402597,0.7272727,0.6363636,0.5974026,0.5454545,0.5324675,0.5194805,0.4285714,0.4025974,0.3766234,0.3636364,0.3506494,0
119,0.25,0.5,1,0.8311688,0.7532468,0.7272727,0.6623377,0.6103896,0.5454545,0.4935065,0.4545455,0.2987013,0.2597403,0.2207792,0.1558442,0.1298701,0.1038961,0
120,0.25,0.5,1,0.9350649,0.9090909,0.7402597,0.6623377,0.6233766,0.6103896,0.5584416,0.4805195,0.4545455,0.4285714,0.4025974,0.2337662,0.2077922,0.02597403,0
121,0.25,0.5,1,0.974026,0.9480519,0.7792208,0.7402597,0.6883117,0.6233766,0.5584416,0.4415584,0.4155844,0.3896104,0.2467532,0.2207792,0.1558442,0.02597403,0
122,0.25,0.5,1,0.961039,0.9480519,0.8701299,0.7012987,0.6753247,0.5714286,0.5194805,0.4415584,0.4285714,0.4155844,0.4025974,0.3766234,0.3376623,0.02597403,0
123,0.25,0.5,1,0.9350649,0.9220779,0.7532468,0.7012987,0.6363636,0.6103896,0.5714286,0.5584416,0.5324675,0.4805195,0.4545455,0.2987013,0.2727273,0.1298701,0
124,0.25,0.5,1,0.9350649,0.8571429,0.8311688,0.8051948,0.7922078,0.6233766,0.6103896,0.5714286,0.5454545,0.5324675,0.4805195,0.3636364,0.3376623,0.1688312,0
125,0.25,0.5,1,0.9480519,0.9220779,0.8961039,0.8311688,0.7532468,0.5844156,0.5454545,0.4415584,0.4155844,0.4025974,0.3896104,0.3766234,0.3376623,0.02597403,0
126,0.25,0.5,1,0.961039,0.9350649,0.8701299,0.7922078,0.7402597,0.5714286,0.4935065,0.4805195,0.4675325,0.4285714,0.2987013,0.1948052,0.05194805,0.02597403,0
127,0.25,0.5,1,0.9350649,0.7662338,0.7402597,0.7012987,0.6233766,0.5714286,0.4935065,0.4805195,0.4675325,0.2987013,0.2727273,0.2467532,0.1688312,0.02597403,0
128,0.25,0.5,1,0.961039,0.9090909,0.8441558,0.7792208,0.7532468,0.5844156,0.5714286,0.5454545,0.5324675,0.5194805,0.3506494,0.2337662,0.05194805,0.02597403,0
129,0.25,0.5,1,0.9480519,0.9220779,0.8571429,0.8441558,0.6753247,0.6623377,0.5844156,0.5454545,0.4935065,0.4415584,0.4155844,0.3766234,0.3506494,0.02597403,0
130,0.25,0.5,1,0.987013,0.9220779,0.8961039,0.7272727,0.6753247,0.5974026,0.5714286,0.5454545,0.5194805,0.5064935,0.4675325,0.3246753,0.1948052,0.1168831,0
131,0.25,0.5,1,0.974026,0.9350649,0.8701299,0.7012987,0.6883117,0.5974026,0.4935065,0.4675325,0.4155844,0.3376623,0.3116883,0.2597403,0.2337662,0.2077922,0
132,0.25,0.5,1,0.974026,0.8051948,0.7922078,0.7792208,0.7142857,0.6493506,0.5064935,0.4545455,0.4155844,0.3896104,0.3636364,0.2467532,0.2207792,0.1948052,0
133,0.25,0.5,1,0.961039,0.9350649,0.7662338,0.6883117,0.6623377,0.6103896,0.5974026,0.5324675,0.4285714,0.3766234,0.3636364,0.3376623,0.1818182,0.02597403,0
134,0.25,0.5,1,0.9090909,0.7402597,0.7012987,0.6753247,0.6233766,0.6103896,0.5324675,0.4545455,0.3246753,0.2727273,0.1948052,0.07792208,0.05194805,0.02597403,0
135,0.25,0.5,1,0.9480519,0.7792208,0.7532468,0.7272727,0.7142857,0.7012987,0.6623377,0.5454545,0.4545455,0.4415584,0.4155844,0.3636364,0.3246753,0.2857143,0
136,0.25,0.5,1,0.8311688,0.7662338,0.7402597,0.6623377,0.6233766,0.5974026,0.5454545,0.5324675,0.5064935,0.4935065,0.4805195,0.4545455,0.4415584,0.3246753,0
137,0.25,0.5,1,0.974026,0.9090909,0.8701299,0.7012987,0.6883117,0.6363636,0.5974026,0.5714286,0.4415584,0.4025974,0.3896104,0.3636364,0.1818182,0.1558442,0
138,0.25,0.5,1,0.974026,0.9220779,0.8571429,0.7662338,0.5974026,0.5454545,0.4805195,0.4675325,0.4285714,0.3896104,0.2077922,0.1818182,0.05194805,0.02597403,0
139,0.25,0.5,1,0.9480519,0.9220779,0.8181818,0.7142857,0.5454545,0.5324675,0.4935065,0.4025974,0.3896104,0.3636364,0.3116883,0.2857143,0.1948052,0.1688312,0
140,0.25,0.5,1,0.974026,0.9220779,0.8571429,0.6883117,0.6623377,0.6233766,0.5714286,0.5064935,0.4545455,0.4155844,0.3896104,0.3766234,0.2077922,0.02597403,0
141,0.25,0.5,1,0.974026,0.8051948,0.7402597,0.7142857,0.7012987,0.6493506,0.6103896,0.5714286,0.4935065,0.4675325,0.4155844,0.4025974,0.2337662,0.02597403,0
