SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10
263,0.25,1,1,0.9636364,0.9090909,0.8909091,0.8727273,0.8545455,0.8181818,0.8,0.7454545,0.7090909,0
264,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8363636,0.8181818,0.7636364,0.7090909,0.6909091,0.6181818,0
265,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8727273,0.8181818,0.7636364,0.6727273,0.6363636,0.6,0
266,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8363636,0.7818182,0.7636364,0.7454545,0.6909091,0.6,0
267,0.25,1,1,0.9818182,0.9272727,0.8545455,0.8363636,0.8,0.7454545,0.7090909,0.6727273,0.6181818,0
268,0.25,1,1,0.9818182,0.9272727,0.9090909,0.8727273,0.8545455,0.8181818,0.7090909,0.6363636,0.03636364,0
269,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8545455,0.8,0.7818182,0.7272727,0.6545455,0.6181818,0
270,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8909091,0.8545455,0.8363636,0.8181818,0.7636364,0.05454545,0
271,0.25,1,1,0.9454545,0.9090909,0.8909091,0.8545455,0.8363636,0.8,0.7272727,0.6909091,0.6545455,0
272,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8727273,0.8,0.7272727,0.1272727,0.09090909,0.03636364,0
273,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8909091,0.8363636,0.7818182,0.7636364,0.7454545,0.7090909,0
274,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8909091,0.8545455,0.8,0.7272727,0.6909091,0.6545455,0
275,0.25,1,1,0.9818182,0.9636364,0.9272727,0.9090909,0.8727273,0.8181818,0.7272727,0.6545455,0.6181818,0
276,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8363636,0.8181818,0.7636364,0.6727273,0.6363636,0.03636364,0
277,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8727273,0.8545455,0.7818182,0.7454545,0.6909091,0.07272727,0
278,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8909091,0.8363636,0.8181818,0.7818182,0.7272727,0.6,0
279,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8909091,0.8545455,0.8363636,0.8,0.7636364,0.6363636,0
280,0.25,1,1,0.9818182,0.9090909,0.8909091,0.8727273,0.8363636,0.8,0.7454545,0.09090909,0.03636364,0
281,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8909091,0.8363636,0.7818182,0.7454545,0.7272727,0.7090909,0
282,0.25,1,1,0.9818182,0.9272727,0.9090909,0.8909091,0.8545455,0.8363636,0.8,0.6727273,0.05454545,0
283,0.25,1,1,0.9636364,0.9090909,0.8909091,0.8545455,0.8363636,0.7636364,0.7090909,0.6727273,0.07272727,0
284,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8727273,0.8181818,0.8,0.7818182,0.7272727,0.6,0
285,0.25,1,1,0.9818182,0.9636364,0.8909091,0.8181818,0.7818182,0.7636364,0.7090909,0.6727273,0.05454545,0
286,0.25,1,1,0.9454545,0.9272727,0.8909091,0.8363636,0.7818182,0.7454545,0.7090909,0.6727273,0.6,0
287,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8909091,0.8,0.7818182,0.7090909,0.6545455,0.05454545,0
288,0.25,1,1,0.9454545,0.9272727,0.8909091,0.8727273,0.8545455,0.8181818,0.7454545,0.6727273,0.07272727,0
289,0.25,1,1,0.9818182,0.9454545,0.9272727,0.8909091,0.8181818,0.7818182,0.7454545,0.6909091,0.6363636,0
290,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8909091,0.8545455,0.8,0.7636364,0.7090909,0.6363636,0
291,0.25,1,1,0.9636364,0.9272727,0.8909091,0.8363636,0.8181818,0.7636364,0.7454545,0.6727273,0.6,0
292,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8909091,0.8545455,0.8181818,0.7636364,0.7454545,0.03636364,0
293,0.25,1,1,0.9818182,0.9272727,0.8727273,0.8363636,0.8181818,0.7090909,0.6727273,0.6363636,0.6,0
294,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8727273,0.8363636,0.8181818,0.7818182,0.7636364,0.7090909,0
295,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8727273,0.8363636,0.8181818,0.7818182,0.6545455,0.05454545,0
296,0.25,1,1,0.9636364,0.9090909,0.8545455,0.8363636,0.8,0.7636364,0.7090909,0.6363636,0.6181818,0
297,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8727273,0.8545455,0.8,0.7818182,0.7272727,0.6,0
298,0.25,1,1,0.9454545,0.9090909,0.8909091,0.8727273,0.8545455,0.8,0.6909091,0.6545455,0.6,0
299,0.25,1,1,0.9636364,0.9454545,0.9272727,0.9090909,0.8727273,0.8181818,0.7818182,0.7090909,0.6363636,0
300,0.25,1,1,0.9636364,0.9454545,0.9272727,0.9090909,0.8181818,0.7636364,0.7272727,0.6363636,0.6,0
301,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8727273,0.8181818,0.8,0.7454545,0.6363636,0.6,0
302,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8909091,0.8545455,0.8363636,0.7272727,0.6727273,0.6,0
303,0.25,1,1,0.9818182,0.9454545,0.9272727,0.9090909,0.8545455,0.8181818,0.7636364,0.7272727,0.7090909,0
304,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8727273,0.8363636,0.8,0.1454545,0.1090909,0.07272727,0
305,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8545455,0.8181818,0.8,0.7272727,0.6545455,0.6,0
306,0.25,1,1,0.9818182,0.9636364,0.9454545,0.8909091,0.8181818,0.7454545,0.7090909,0.6545455,0.03636364,0
307,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8727273,0.8545455,0.8181818,0.7818182,0.7272727,0.7090909,0
308,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8363636,0.8181818,0.7818182,0.7454545,0.7090909,0.05454545,0
309,0.25,1,1,0.9636364,0.9090909,0.8545455,0.8363636,0.8181818,0.8,0.6909091,0.6363636,0.03636364,0
310,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8727273,0.8545455,0.8363636,0.7636364,0.7090909,0.07272727,0
311,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8545455,0.8363636,0.7818182,0.7454545,0.09090909,0.03636364,0
312,0.25,1,1,0.9818182,0.9636364,0.9454545,0.8727273,0.7818182,0.7454545,0.6909091,0.6363636,0.6,0
313,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8909091,0.8181818,0.7818182,0.7454545,0.6909091,0.6545455,0
314,0.25,1,1,0.9818182,0.9090909,0.8545455,0.8363636,0.7818182,0.7090909,0.6909091,0.6545455,0.03636364,0
315,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8727273,0.8545455,0.8363636,0.8181818,0.6909091,0.6363636,0
316,0.25,1,1,0.9454545,0.8909091,0.8727273,0.8363636,0.8,0.7636364,0.7454545,0.7272727,0.6,0
317,0.25,1,1,0.9818182,0.9636364,0.9454545,0.8909091,0.8363636,0.8181818,0.7818182,0.7454545,0.03636364,0
318,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8727273,0.8181818,0.8,0.7636364,0.7272727,0.7090909,0
319,0.25,1,1,0.9636364,0.9454545,0.8909091,0.8727273,0.8545455,0.8363636,0.8,0.7636364,0.7090909,0
320,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8909091,0.8727273,0.8181818,0.6909091,0.6363636,0.6,0
321,0.25,1,1,0.9636364,0.9090909,0.8545455,0.8363636,0.8,0.7454545,0.6727273,0.6363636,0.6,0
322,0.25,1,1,0.9818182,0.9272727,0.9090909,0.8909091,0.8545455,0.8181818,0.7454545,0.6727273,0.6181818,0
323,0.25,1,1,0.9818182,0.9272727,0.8909091,0.8727273,0.8181818,0.7818182,0.7454545,0.1090909,0.07272727,0
324,0.25,1,1,0.9818182,0.9454545,0.9272727,0.8909091,0.8181818,0.7636364,0.7454545,0.7090909,0.6363636,0
325,0.25,1,1,0.9818182,0.9454545,0.9272727,0.8727273,0.8,0.7636364,0.7272727,0.1272727,0.07272727,0
326,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8727273,0.8363636,0.8181818,0.7454545,0.6909091,0.6727273,0
327,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8727273,0.8363636,0.7818182,0.7272727,0.6545455,0.6,0
328,0.25,1,1,0.9818182,0.9090909,0.8909091,0.8727273,0.8181818,0.7636364,0.6909091,0.6545455,0.6181818,0
329,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8545455,0.8181818,0.8,0.6727273,0.6545455,0.6181818,0
330,0.25,1,1,0.9454545,0.9090909,0.8909091,0.8727273,0.8363636,0.8181818,0.7454545,0.6909091,0.6363636,0
331,0.25,1,1,0.9636364,0.9454545,0.8909091,0.8181818,0.7818182,0.7636364,0.6909091,0.6363636,0.6,0
332,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8727273,0.8545455,0.8181818,0.8,0.6727273,0.03636364,0
333,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8727273,0.8363636,0.7818182,0.7090909,0.6727273,0.6,0
334,0.25,1,1,0.9818182,0.9636364,0.9454545,0.9090909,0.8363636,0.8,0.7454545,0.7090909,0.6545455,0
335,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8545455,0.8363636,0.7818182,0.7636364,0.7272727,0.7090909,0
336,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8909091,0.8363636,0.7818182,0.7636364,0.7272727,0.7090909,0
337,0.25,1,1,0.9454545,0.9090909,0.8909091,0.8363636,0.8181818,0.8,0.7636364,0.6545455,0.6181818,0
338,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8727273,0.8363636,0.7818182,0.7454545,0.7272727,0.7090909,0
339,0.25,1,1,0.9636364,0.9090909,0.8727273,0.8545455,0.8181818,0.8,0.7818182,0.7272727,0.07272727,0
340,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8727273,0.8545455,0.8181818,0.8,0.7636364,0.7090909,0
341,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8727273,0.8545455,0.8181818,0.7818182,0.1272727,0.07272727,0
342,0.25,1,1,0.9636364,0.9454545,0.9272727,0.9090909,0.8545455,0.8,0.7818182,0.6545455,0.6181818,0
343,0.25,1,1,0.9454545,0.9090909,0.8909091,0.8545455,0.8181818,0.7454545,0.6727273,0.6363636,0.6,0
344,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8909091,0.8727273,0.8545455,0.8181818,0.7636364,0.6363636,0
345,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8909091,0.8727273,0.7818182,0.7454545,0.6545455,0.6,0
346,0.25,1,1,0.9818182,0.9454545,0.8909091,0.8727273,0.8363636,0.7454545,0.6727273,0.6363636,0.03636364,0
347,0.25,1,1,0.9636364,0.9454545,0.8909091,0.8545455,0.7818182,0.7454545,0.6909091,0.6363636,0.6181818,0
348,0.25,1,1,0.9818182,0.9272727,0.8909091,0.8545455,0.8363636,0.7818182,0.7454545,0.7272727,0.6,0
349,0.25,1,1,0.9818182,0.9636364,0.8909091,0.8545455,0.7818182,0.7272727,0.6909091,0.6545455,0.6,0
350,0.25,1,1,0.9454545,0.9090909,0.8909091,0.8363636,0.8181818,0.7818182,0.7636364,0.7454545,0.6181818,0
351,0.25,1,1,0.9636364,0.9454545,0.8727273,0.8545455,0.8363636,0.8,0.7454545,0.6727273,0.6,0
352,0.25,1,1,0.9454545,0.9090909,0.8909091,0.8727273,0.8545455,0.8181818,0.1636364,0.1090909,0.03636364,0
353,0.25,1,1,0.9818182,0.9454545,0.9272727,0.9090909,0.8909091,0.8363636,0.8,0.7454545,0.7090909,0
354,0.25,1,1,0.9636364,0.9272727,0.8909091,0.8727273,0.8545455,0.8363636,0.7818182,0.7272727,0.6,0
355,0.25,1,1,0.9818182,0.9636364,0.9454545,0.8727273,0.8181818,0.7818182,0.7090909,0.6545455,0.6181818,0
356,0.25,1,1,0.9818182,0.9454545,0.8909091,0.8727273,0.8363636,0.8181818,0.7818182,0.7272727,0.07272727,0
357,0.25,1,1,0.9818182,0.9272727,0.8909091,0.8181818,0.8,0.7818182,0.7272727,0.6909091,0.6181818,0
358,0.25,1,1,0.9818182,0.9636364,0.9090909,0.8545455,0.8363636,0.8,0.7636364,0.7454545,0.03636364,0
359,0.25,1,1,0.9818182,0.9636364,0.9272727,0.9090909,0.8909091,0.8545455,0.7272727,0.6909091,0.6363636,0
360,0.25,1,1,0.9636364,0.9090909,0.8727273,0.8545455,0.8363636,0.8181818,0.7272727,0.6909091,0.6,0
361,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8727273,0.8545455,0.8181818,0.7636364,0.7272727,0.07272727,0
362,0.25,1,1,0.9636364,0.9090909,0.8727273,0.8545455,0.7818182,0.7272727,0.7090909,0.6727273,0.6181818,0
363,0.25,1,1,0.9818182,0.9272727,0.8727273,0.8545455,0.8363636,0.8,0.7272727,0.6909091,0.6181818,0
364,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8909091,0.8545455,0.7818182,0.7090909,0.6727273,0.6363636,0
365,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8727273,0.8363636,0.7818182,0.7090909,0.6727273,0.6,0
366,0.25,1,1,0.9818182,0.9636364,0.9454545,0.8909091,0.8363636,0.7636364,0.7272727,0.6909091,0.6545455,0
367,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8909091,0.8363636,0.7636364,0.1636364,0.09090909,0.03636364,0
368,0.25,1,1,0.9818182,0.9454545,0.8909091,0.8181818,0.7818182,0.7272727,0.7090909,0.6727273,0.6363636,0
369,0.25,1,1,0.9454545,0.9272727,0.8727273,0.8363636,0.8181818,0.7818182,0.7636364,0.7272727,0.6,0
370,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8545455,0.7818182,0.7454545,0.6909091,0.6363636,0.6,0
371,0.25,1,1,0.9818182,0.9636364,0.9090909,0.8363636,0.7818182,0.7454545,0.7090909,0.6545455,0.6,0
372,0.25,1,1,0.9818182,0.9636364,0.9090909,0.8363636,0.7818182,0.7454545,0.6909091,0.6545455,0.03636364,0
373,0.25,1,1,0.9454545,0.9090909,0.8545455,0.8363636,0.7818182,0.7454545,0.7090909,0.6727273,0.6,0
374,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8545455,0.8181818,0.8,0.7818182,0.6545455,0.05454545,0
375,0.25,1,1,0.9818182,0.9454545,0.8909091,0.8545455,0.8181818,0.7454545,0.7090909,0.6545455,0.03636364,0
376,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8545455,0.8,0.7636364,0.7272727,0.6909091,0.6363636,0
377,0.25,1,1,0.9818182,0.9272727,0.9090909,0.8727273,0.8363636,0.8,0.7272727,0.6363636,0.6181818,0
378,0.25,1,1,0.9818182,0.9636364,0.8909091,0.8363636,0.7818182,0.7636364,0.7272727,0.6363636,0.03636364,0
379,0.25,1,1,0.9454545,0.9272727,0.8727273,0.8363636,0.8181818,0.7818182,0.7454545,0.7272727,0.7090909,0
380,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8545455,0.8363636,0.7818182,0.7454545,0.1272727,0.07272727,0
381,0.25,1,1,0.9454545,0.9272727,0.8545455,0.8181818,0.7818182,0.7272727,0.6909091,0.6363636,0.6,0
382,0.25,1,1,0.9636364,0.9454545,0.8909091,0.8727273,0.8545455,0.7818182,0.7454545,0.6727273,0.6181818,0
383,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8909091,0.8363636,0.8181818,0.7272727,0.7090909,0.6181818,0
384,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8727273,0.8363636,0.8181818,0.7272727,0.7090909,0.6545455,0
385,0.25,1,1,0.9818182,0.9636364,0.9454545,0.9090909,0.8727273,0.8363636,0.7818182,0.7272727,0.7090909,0
386,0.25,1,1,0.9818182,0.9272727,0.9090909,0.8727273,0.7818182,0.7454545,0.7090909,0.6909091,0.6181818,0
387,0.25,1,1,0.9818182,0.9454545,0.8909091,0.8727273,0.8363636,0.8,0.7272727,0.1272727,0.07272727,0
388,0.25,1,1,0.9818182,0.9090909,0.8909091,0.8363636,0.8,0.7636364,0.7272727,0.6727273,0.03636364,0
389,0.25,1,1,0.9818182,0.9636364,0.9090909,0.8909091,0.8545455,0.8181818,0.7090909,0.6363636,0.03636364,0
390,0.25,1,1,0.9636364,0.9090909,0.8909091,0.8727273,0.8363636,0.8,0.7454545,0.6727273,0.6181818,0
391,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8545455,0.8363636,0.8,0.7818182,0.7272727,0.7090909,0
392,0.25,1,1,0.9454545,0.9090909,0.8545455,0.8181818,0.8,0.7818182,0.7090909,0.6727273,0.6,0
393,0.25,1,1,0.9636364,0.9090909,0.8909091,0.8363636,0.8181818,0.6909091,0.6545455,0.6363636,0.03636364,0
394,0.25,1,1,0.9636364,0.9454545,0.9272727,0.9090909,0.8727273,0.8363636,0.7818182,0.7272727,0.07272727,0
395,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8909091,0.8363636,0.8,0.7636364,0.1272727,0.05454545,0
396,0.25,1,1,0.9454545,0.9090909,0.8545455,0.8363636,0.8,0.7818182,0.7636364,0.7454545,0.7090909,0
397,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8545455,0.8363636,0.7818182,0.7090909,0.6363636,0.6,0
398,0.25,1,1,0.9454545,0.9090909,0.8909091,0.8727273,0.8,0.7636364,0.7454545,0.7090909,0.6181818,0
399,0.25,1,1,0.9454545,0.9090909,0.8727273,0.8363636,0.8181818,0.8,0.6727273,0.6181818,0.6,0
400,0.25,1,1,0.9454545,0.9272727,0.8727273,0.8545455,0.8181818,0.8,0.7636364,0.6909091,0.07272727,0
401,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8727273,0.8545455,0.7454545,0.6909091,0.6363636,0.6,0
402,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8909091,0.8181818,0.7636364,0.7454545,0.1090909,0.03636364,0
403,0.25,1,1,0.9454545,0.9272727,0.8727273,0.8545455,0.8181818,0.7818182,0.7090909,0.1090909,0.03636364,0
404,0.25,1,1,0.9818182,0.9454545,0.8909091,0.8545455,0.8363636,0.7636364,0.7272727,0.6909091,0.6545455,0
405,0.25,1,1,0.9818182,0.9454545,0.8727273,0.8181818,0.7818182,0.7636364,0.6727273,0.6363636,0.03636364,0
406,0.25,1,1,0.9818182,0.9636364,0.9090909,0.8727273,0.8181818,0.7818182,0.7454545,0.7272727,0.6,0
407,0.25,1,1,0.9818182,0.9636364,0.9454545,0.8909091,0.8363636,0.8181818,0.7818182,0.7454545,0.6181818,0
408,0.25,1,1,0.9818182,0.9454545,0.9272727,0.9090909,0.8181818,0.7818182,0.6909091,0.09090909,0.03636364,0
409,0.25,1,1,0.9636364,0.9454545,0.8909091,0.8181818,0.7818182,0.7636364,0.7090909,0.6545455,0.6181818,0
410,0.25,1,1,0.9818182,0.9636364,0.8909091,0.8545455,0.8363636,0.7818182,0.7454545,0.6727273,0.6363636,0
411,0.25,1,1,0.9818182,0.9636364,0.9090909,0.8727273,0.8181818,0.7818182,0.7636364,0.1090909,0.07272727,0
412,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8909091,0.8545455,0.8,0.7818182,0.7636364,0.7090909,0
413,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8909091,0.8545455,0.8,0.7818182,0.7636364,0.05454545,0
414,0.25,1,1,0.9818182,0.9636364,0.9272727,0.9090909,0.8363636,0.8,0.7090909,0.09090909,0.03636364,0
415,0.25,1,1,0.9454545,0.9090909,0.8727273,0.8363636,0.7636364,0.7272727,0.6909091,0.6545455,0.05454545,0
416,0.25,1,1,0.9818182,0.9636364,0.8909091,0.8363636,0.8,0.7636364,0.7454545,0.6545455,0.03636364,0
417,0.25,1,1,0.9818182,0.9090909,0.8909091,0.8363636,0.7818182,0.7454545,0.6909091,0.6545455,0.6181818,0
418,0.25,1,1,0.9818182,0.9636364,0.8909091,0.8727273,0.8363636,0.7818182,0.7454545,0.09090909,0.03636364,0
419,0.25,1,1,0.9818182,0.9454545,0.9272727,0.9090909,0.8545455,0.8181818,0.7818182,0.6545455,0.05454545,0
420,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8727273,0.8545455,0.7818182,0.7272727,0.1090909,0.03636364,0
421,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8545455,0.8,0.7272727,0.7090909,0.6363636,0.6,0
422,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8909091,0.8727273,0.8363636,0.7454545,0.6909091,0.6545455,0
423,0.25,1,1,0.9818182,0.9454545,0.9272727,0.9090909,0.8545455,0.7454545,0.7090909,0.6727273,0.6181818,0
424,0.25,1,1,0.9818182,0.9636364,0.8909091,0.8545455,0.7636364,0.7272727,0.6909091,0.6545455,0.05454545,0
425,0.25,1,1,0.9818182,0.9636364,0.9090909,0.8363636,0.8,0.7818182,0.7090909,0.6363636,0.6,0
426,0.25,1,1,0.9636364,0.9090909,0.8909091,0.8545455,0.8,0.7636364,0.7454545,0.6181818,0.6,0
427,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8909091,0.8545455,0.8181818,0.7636364,0.6363636,0.03636364,0
428,0.25,1,1,0.9818182,0.9454545,0.9272727,0.8727273,0.8,0.7636364,0.6909091,0.09090909,0.05454545,0
429,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8545455,0.8,0.7818182,0.7636364,0.7272727,0.7090909,0
430,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8727273,0.8545455,0.8,0.7636364,0.7454545,0.6181818,0
431,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8909091,0.8727273,0.8363636,0.7454545,0.6545455,0.05454545,0
432,0.25,1,1,0.9818182,0.9090909,0.8727273,0.8545455,0.8181818,0.8,0.7636364,0.6909091,0.05454545,0
433,0.25,1,1,0.9636364,0.9090909,0.8909091,0.8545455,0.8181818,0.7636364,0.6909091,0.6545455,0.6181818,0
434,0.25,1,1,0.9818182,0.9636364,0.9454545,0.9090909,0.8727273,0.8363636,0.7818182,0.7636364,0.05454545,0
435,0.25,1,1,0.9454545,0.9090909,0.8727273,0.8545455,0.8363636,0.7454545,0.7090909,0.6545455,0.6,0
436,0.25,1,1,0.9818182,0.9454545,0.9272727,0.8727273,0.8363636,0.7636364,0.7090909,0.6363636,0.6,0
437,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8727273,0.8181818,0.7818182,0.7272727,0.6545455,0.6,0
438,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8727273,0.8181818,0.8,0.7272727,0.6909091,0.6727273,0
439,0.25,1,1,0.9818182,0.9272727,0.9090909,0.8727273,0.7636364,0.7272727,0.6909091,0.6363636,0.6,0
440,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8909091,0.8545455,0.7636364,0.6909091,0.6727273,0.6181818,0
441,0.25,1,1,0.9636364,0.9454545,0.8727273,0.8545455,0.8,0.7636364,0.7090909,0.6545455,0.6,0
442,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8909091,0.8545455,0.7636364,0.1636364,0.09090909,0.03636364,0
443,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8727273,0.8545455,0.8181818,0.8,0.7454545,0.7090909,0
444,0.25,1,1,0.9818182,0.9454545,0.9272727,0.8909091,0.8,0.7818182,0.7454545,0.6909091,0.6545455,0
445,0.25,1,1,0.9636364,0.9090909,0.8727273,0.8545455,0.8,0.7636364,0.7454545,0.7272727,0.7090909,0
446,0.25,1,1,0.9454545,0.9090909,0.8727273,0.8545455,0.8363636,0.7454545,0.7272727,0.6363636,0.6,0
447,0.25,1,1,0.9818182,0.9272727,0.8909091,0.8545455,0.8363636,0.8181818,0.1636364,0.1090909,0.03636364,0
448,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8727273,0.8545455,0.8,0.7818182,0.7272727,0.6,0
449,0.25,1,1,0.9818182,0.9636364,0.9090909,0.8545455,0.8,0.7272727,0.6909091,0.07272727,0.03636364,0
450,0.25,1,1,0.9636364,0.9272727,0.8727273,0.8545455,0.8363636,0.8181818,0.7636364,0.6363636,0.03636364,0
451,0.25,1,1,0.9454545,0.9272727,0.9090909,0.8545455,0.8,0.7454545,0.7090909,0.6727273,0.6,0
452,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8727273,0.8363636,0.8181818,0.7454545,0.6545455,0.05454545,0
453,0.25,1,1,0.9818182,0.9272727,0.9090909,0.8909091,0.8545455,0.8,0.7272727,0.6545455,0.03636364,0
454,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8727273,0.8,0.7636364,0.7272727,0.6545455,0.05454545,0
455,0.25,1,1,0.9818182,0.9636364,0.9454545,0.8909091,0.8363636,0.7454545,0.7090909,0.6363636,0.6,0
456,0.25,1,1,0.9454545,0.9090909,0.8545455,0.8181818,0.8,0.7636364,0.6909091,0.6545455,0.6181818,0
457,0.25,1,1,0.9818182,0.9090909,0.8545455,0.8363636,0.8,0.7636364,0.7272727,0.6909091,0.6,0
458,0.25,1,1,0.9636364,0.9272727,0.9090909,0.8727273,0.8545455,0.8,0.7454545,0.7272727,0.6,0
459,0.25,1,1,0.9818182,0.9454545,0.9272727,0.8545455,0.8181818,0.7818182,0.7272727,0.6363636,0.6,0
460,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8727273,0.8363636,0.8,0.7454545,0.7272727,0.7090909,0
461,0.25,1,1,0.9818182,0.9636364,0.9090909,0.8363636,0.8181818,0.7636364,0.7272727,0.07272727,0.03636364,0
462,0.25,1,1,0.9636364,0.9454545,0.8909091,0.8181818,0.8,0.7818182,0.7090909,0.6727273,0.05454545,0
463,0.25,1,1,0.9636364,0.9454545,0.8909091,0.8727273,0.8181818,0.7818182,0.7090909,0.6727273,0.07272727,0
464,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8727273,0.8181818,0.7636364,0.7454545,0.7272727,0.7090909,0
465,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8545455,0.8363636,0.7636364,0.7454545,0.6727273,0.6,0
466,0.25,1,1,0.9818182,0.9636364,0.9454545,0.9090909,0.8727273,0.8181818,0.7454545,0.6909091,0.6363636,0
467,0.25,1,1,0.9818182,0.9636364,0.9090909,0.8363636,0.7636364,0.7090909,0.6909091,0.6545455,0.03636364,0
468,0.25,1,1,0.9454545,0.9272727,0.8909091,0.8727273,0.8181818,0.8,0.7636364,0.6363636,0.03636364,0
469,0.25,1,1,0.9818182,0.9636364,0.9272727,0.8727273,0.8363636,0.7818182,0.7636364,0.6909091,0.07272727,0
470,0.25,1,1,0.9636364,0.9454545,0.9090909,0.8909091,0.8545455,0.7818182,0.7272727,0.6909091,0.6,0
471,0.25,1,1,0.9818182,0.9454545,0.9272727,0.8727273,0.8545455,0.7636364,0.7272727,0.6545455,0.05454545,0
472,0.25,1,1,0.9454545,0.9090909,0.8909091,0.8363636,0.7636364,0.7454545,0.6909091,0.6545455,0.6181818,0
473,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8727273,0.8,0.7272727,0.7090909,0.09090909,0.05454545,0
474,0.25,1,1,0.9818182,0.9454545,0.9090909,0.8363636,0.8181818,0.7818182,0.7454545,0.09090909,0.05454545,0
475,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8727273,0.8363636,0.7818182,0.7636364,0.6363636,0.6,0
476,0.25,1,1,0.9636364,0.9454545,0.9272727,0.8727273,0.8545455,0.8,0.7636364,0.7454545,0.07272727,0
477,0.25,1,1,0.9636364,0.9090909,0.8909091,0.8363636,0.7818182,0.7454545,0.7090909,0.6727273,0.07272727,0
