SimNo,ExtThrs,FlexThrs,Prop0,Prop1,Prop2,Prop3,Prop4,Prop5,Prop6,Prop7,Prop8,Prop9,Prop10,Prop11,Prop12,Prop13,Prop14,Prop15,Prop16,Prop17,Prop18,Prop19,Prop20,Prop21,Prop22,Prop23,Prop24,Prop25,Prop26,Prop27,Prop28
239,0.25,0.5,1,0.9929577,0.9788732,0.9647887,0.9014085,0.8591549,0.8450704,0.8380282,0.8309859,0.8239437,0.7112676,0.7042254,0.6971831,0.6830986,0.6690141,0.6619718,0.6478873,0.6126761,0.5985915,0.5633803,0.5492958,0.5352113,0.528169,0.5,0.471831,0.4577465,0.3521127,0.2676056,0
240,0.25,0.5,1,0.9859155,0.9507042,0.943662,0.9295775,0.915493,0.9084507,0.8943662,0.8802817,0.8661972,0.8591549,0.8521127,0.8450704,0.8380282,0.8309859,0.8169014,0.7816901,0.6690141,0.584507,0.5704225,0.556338,0.5140845,0.4859155,0.4366197,0.4295775,0.4014085,0.3873239,0.2183099,0
241,0.25,0.5,1,0.9859155,0.9788732,0.9366197,0.9295775,0.915493,0.9084507,0.9014085,0.8873239,0.8521127,0.8380282,0.8239437,0.7323944,0.7253521,0.7183099,0.7112676,0.6971831,0.6830986,0.6619718,0.6549296,0.6267606,0.5985915,0.584507,0.5704225,0.556338,0.5070423,0.3309859,0.2183099,0
242,0.25,0.5,1,0.915493,0.9014085,0.8873239,0.8732394,0.8450704,0.8309859,0.8169014,0.7816901,0.7746479,0.7605634,0.7183099,0.6901408,0.6830986,0.6760563,0.6619718,0.6478873,0.5352113,0.528169,0.5211268,0.5140845,0.5,0.4577465,0.443662,0.4295775,0.4084507,0.3098592,0.3028169,0
243,0.25,0.5,1,0.9929577,0.9859155,0.9788732,0.971831,0.9647887,0.9507042,0.9084507,0.8873239,0.8732394,0.8661972,0.8028169,0.7957746,0.7394366,0.7253521,0.7183099,0.7042254,0.6901408,0.6619718,0.6478873,0.6197183,0.5070423,0.5,0.3732394,0.2746479,0.1619718,0.1549296,0.1408451,0
244,0.25,0.5,1,0.9295775,0.915493,0.9084507,0.9014085,0.8873239,0.8802817,0.8591549,0.8450704,0.8380282,0.8309859,0.8169014,0.7042254,0.6901408,0.6549296,0.6408451,0.6338028,0.584507,0.5704225,0.5352113,0.528169,0.5211268,0.4859155,0.471831,0.4577465,0.3521127,0.3239437,0.2394366,0
245,0.25,0.5,1,0.9929577,0.9859155,0.9788732,0.943662,0.9295775,0.915493,0.9014085,0.8943662,0.8802817,0.8661972,0.7746479,0.7394366,0.6267606,0.6197183,0.6126761,0.5985915,0.584507,0.5704225,0.5633803,0.5492958,0.5211268,0.5070423,0.4929577,0.4788732,0.4507042,0.4225352,0.2605634,0
246,0.25,0.5,1,0.9929577,0.9788732,0.9014085,0.8943662,0.8802817,0.8661972,0.8521127,0.8380282,0.8239437,0.8169014,0.8028169,0.7957746,0.7816901,0.7746479,0.7323944,0.7183099,0.6056338,0.5915493,0.5422535,0.5352113,0.5070423,0.4788732,0.4577465,0.443662,0.4295775,0.3169014,0.2112676,0
247,0.25,0.5,1,0.9859155,0.971831,0.9577465,0.943662,0.9295775,0.9225352,0.915493,0.9014085,0.8732394,0.8661972,0.8591549,0.8239437,0.8169014,0.8028169,0.7887324,0.7746479,0.7605634,0.7323944,0.7183099,0.6267606,0.6126761,0.584507,0.5633803,0.556338,0.443662,0.4084507,0.3169014,0
248,0.25,0.5,1,0.9225352,0.8943662,0.8873239,0.8732394,0.8661972,0.8521127,0.8450704,0.8309859,0.8239437,0.8098592,0.8028169,0.7887324,0.7535211,0.7394366,0.7253521,0.7112676,0.7042254,0.6830986,0.6760563,0.6619718,0.6408451,0.528169,0.4929577,0.4859155,0.3802817,0.1760563,0.02816901,0
249,0.25,0.5,1,0.9929577,0.9788732,0.971831,0.9647887,0.9507042,0.9366197,0.9014085,0.8943662,0.8591549,0.7816901,0.7535211,0.7464789,0.7323944,0.6901408,0.6830986,0.6690141,0.6549296,0.6478873,0.6408451,0.6267606,0.5352113,0.4225352,0.4014085,0.3521127,0.3380282,0.3309859,0.2957746,0
250,0.25,0.5,1,0.9859155,0.9788732,0.9647887,0.9577465,0.9507042,0.9366197,0.9295775,0.9014085,0.8943662,0.8802817,0.8661972,0.8591549,0.7746479,0.7676056,0.7535211,0.7464789,0.7323944,0.7253521,0.6971831,0.6830986,0.5704225,0.4647887,0.443662,0.3943662,0.3661972,0.1830986,0.08450704,0
251,0.25,0.5,1,0.9859155,0.9788732,0.915493,0.9084507,0.8661972,0.8521127,0.8380282,0.8309859,0.8239437,0.8098592,0.7816901,0.7746479,0.7605634,0.7464789,0.6338028,0.6197183,0.6056338,0.5985915,0.5915493,0.584507,0.5774648,0.556338,0.5070423,0.4225352,0.2464789,0.1760563,0.01408451,0
252,0.25,0.5,1,0.971831,0.9647887,0.9507042,0.9366197,0.9295775,0.9225352,0.9084507,0.8943662,0.8802817,0.8450704,0.8309859,0.7183099,0.6760563,0.6690141,0.6619718,0.6478873,0.6338028,0.5492958,0.5,0.4014085,0.3873239,0.3591549,0.3239437,0.3169014,0.2535211,0.04225352,0.01408451,0
253,0.25,0.5,1,0.9859155,0.971831,0.9577465,0.9507042,0.915493,0.9084507,0.8943662,0.8802817,0.8661972,0.8591549,0.8450704,0.7535211,0.7464789,0.7394366,0.6408451,0.5704225,0.4577465,0.443662,0.4225352,0.4084507,0.2887324,0.2816901,0.2676056,0.2323944,0.2183099,0.2042254,0.02816901,0
254,0.25,0.5,1,0.9929577,0.9788732,0.971831,0.9577465,0.9295775,0.9225352,0.915493,0.9014085,0.8943662,0.8802817,0.8732394,0.8028169,0.7887324,0.7746479,0.7605634,0.7253521,0.7183099,0.6760563,0.6690141,0.6619718,0.6478873,0.6126761,0.5,0.471831,0.3309859,0.3169014,0.1619718,0
255,0.25,0.5,1,0.9929577,0.9647887,0.9577465,0.9507042,0.915493,0.9014085,0.8943662,0.8802817,0.7676056,0.6760563,0.6619718,0.6549296,0.6408451,0.6267606,0.6197183,0.5915493,0.5774648,0.5633803,0.556338,0.5422535,0.528169,0.5211268,0.5140845,0.4788732,0.4225352,0.3873239,0.1971831,0
256,0.25,0.5,1,0.971831,0.9647887,0.9507042,0.943662,0.9295775,0.915493,0.8943662,0.8873239,0.8802817,0.7887324,0.7394366,0.7253521,0.7112676,0.7042254,0.6901408,0.6760563,0.6619718,0.6549296,0.6267606,0.6197183,0.6126761,0.5915493,0.5492958,0.5211268,0.5070423,0.3943662,0.2746479,0
257,0.25,0.5,1,0.9929577,0.8802817,0.8661972,0.8521127,0.8380282,0.8239437,0.8098592,0.7816901,0.7676056,0.6830986,0.6760563,0.6690141,0.6619718,0.6549296,0.6478873,0.6338028,0.6197183,0.6056338,0.5985915,0.584507,0.5774648,0.556338,0.5140845,0.4859155,0.4366197,0.4225352,0.2535211,0
258,0.25,0.5,1,0.9859155,0.9788732,0.9084507,0.8943662,0.8802817,0.8661972,0.8521127,0.8450704,0.8380282,0.7957746,0.7816901,0.7676056,0.7605634,0.7464789,0.7394366,0.7112676,0.7042254,0.6971831,0.6901408,0.6549296,0.6408451,0.528169,0.5140845,0.5,0.4577465,0.3450704,0.02816901,0
259,0.25,0.5,1,0.9859155,0.971831,0.9647887,0.9295775,0.9225352,0.9084507,0.8943662,0.8802817,0.8732394,0.8591549,0.8521127,0.7394366,0.7253521,0.6478873,0.6338028,0.6056338,0.5915493,0.5774648,0.5704225,0.5492958,0.5422535,0.5,0.4507042,0.4295775,0.4084507,0.3943662,0.2535211,0
260,0.25,0.5,1,0.9859155,0.9788732,0.971831,0.9647887,0.8521127,0.7746479,0.7605634,0.7464789,0.7323944,0.7253521,0.7183099,0.6901408,0.6760563,0.6690141,0.6267606,0.584507,0.5633803,0.5492958,0.5422535,0.4929577,0.4788732,0.4507042,0.4366197,0.4295775,0.3450704,0.3169014,0.2605634,0
261,0.25,0.5,1,0.9859155,0.971831,0.9084507,0.7957746,0.7464789,0.7323944,0.7253521,0.7183099,0.7112676,0.7042254,0.6971831,0.6901408,0.6760563,0.6478873,0.6338028,0.6126761,0.5985915,0.584507,0.5774648,0.5704225,0.5633803,0.528169,0.3661972,0.3309859,0.2535211,0.04225352,0.02816901,0
262,0.25,0.5,1,0.9647887,0.9577465,0.943662,0.8591549,0.8521127,0.8380282,0.8239437,0.8098592,0.7957746,0.7887324,0.7816901,0.7676056,0.7605634,0.6478873,0.6197183,0.6126761,0.6056338,0.5915493,0.5633803,0.4647887,0.443662,0.3802817,0.3732394,0.3309859,0.3169014,0.3028169,0.1338028,0
263,0.25,0.5,1,0.9929577,0.9647887,0.9577465,0.8873239,0.8732394,0.8591549,0.8521127,0.8380282,0.8309859,0.7887324,0.7816901,0.7535211,0.7394366,0.7253521,0.7183099,0.7042254,0.6901408,0.6760563,0.6690141,0.6338028,0.6267606,0.528169,0.4859155,0.471831,0.3591549,0.3309859,0.2957746,0
264,0.25,0.5,1,0.9929577,0.9788732,0.971831,0.943662,0.9225352,0.9084507,0.8943662,0.8802817,0.8732394,0.8591549,0.8521127,0.8380282,0.8239437,0.7887324,0.6971831,0.6901408,0.6690141,0.6619718,0.6549296,0.6478873,0.6338028,0.584507,0.5704225,0.4577465,0.4507042,0.3239437,0.2887324,0
265,0.25,0.5,1,0.9859155,0.915493,0.9084507,0.8943662,0.8661972,0.8521127,0.8098592,0.8028169,0.6901408,0.6830986,0.6690141,0.6549296,0.6267606,0.6126761,0.6056338,0.5985915,0.5915493,0.5774648,0.5704225,0.5633803,0.5211268,0.5070423,0.4788732,0.4577465,0.443662,0.4014085,0.3028169,0
266,0.25,0.5,1,0.9929577,0.9788732,0.971831,0.9366197,0.9225352,0.9014085,0.8943662,0.8802817,0.8732394,0.8591549,0.8309859,0.8169014,0.8098592,0.7957746,0.7816901,0.7746479,0.7676056,0.7535211,0.7394366,0.6619718,0.5492958,0.5211268,0.4788732,0.4507042,0.443662,0.4225352,0.3239437,0
267,0.25,0.5,1,0.9859155,0.9014085,0.8873239,0.8521127,0.8380282,0.8309859,0.8239437,0.7112676,0.6971831,0.6830986,0.6690141,0.6619718,0.6338028,0.6267606,0.6126761,0.5774648,0.5422535,0.528169,0.443662,0.4295775,0.4225352,0.3380282,0.3239437,0.3098592,0.2676056,0.1690141,0.01408451,0
268,0.25,0.5,1,0.9859155,0.9577465,0.9295775,0.915493,0.9084507,0.9014085,0.8873239,0.8732394,0.8661972,0.8591549,0.8521127,0.8450704,0.8309859,0.8169014,0.7816901,0.6830986,0.6478873,0.6338028,0.6197183,0.5070423,0.4929577,0.4859155,0.471831,0.4577465,0.2746479,0.2605634,0.2323944,0
269,0.25,0.5,1,0.9929577,0.9859155,0.9788732,0.971831,0.9577465,0.9295775,0.915493,0.8802817,0.8732394,0.8661972,0.8450704,0.8380282,0.8239437,0.8098592,0.7323944,0.7183099,0.7042254,0.6901408,0.6830986,0.6760563,0.6690141,0.6478873,0.5774648,0.4647887,0.4295775,0.2676056,0.2394366,0
270,0.25,0.5,1,0.9859155,0.971831,0.943662,0.9366197,0.9295775,0.915493,0.9084507,0.9014085,0.8802817,0.8732394,0.8380282,0.8239437,0.7394366,0.7253521,0.7183099,0.7042254,0.6830986,0.5704225,0.5633803,0.5492958,0.5422535,0.5352113,0.4859155,0.4788732,0.4507042,0.3239437,0.2183099,0
271,0.25,0.5,1,0.9929577,0.9859155,0.971831,0.9647887,0.9577465,0.8450704,0.8309859,0.8239437,0.8098592,0.8028169,0.7746479,0.7605634,0.6549296,0.6126761,0.5774648,0.5633803,0.5422535,0.528169,0.5140845,0.4225352,0.4084507,0.3943662,0.3873239,0.3802817,0.3450704,0.1690141,0.02816901,0
272,0.25,0.5,1,0.9859155,0.9788732,0.9647887,0.9507042,0.9366197,0.8591549,0.8521127,0.8239437,0.8098592,0.8028169,0.7957746,0.7676056,0.7535211,0.7394366,0.7323944,0.7183099,0.6056338,0.5985915,0.584507,0.5704225,0.5352113,0.5211268,0.471831,0.4647887,0.3661972,0.3380282,0.3028169,0
273,0.25,0.5,1,0.9859155,0.9788732,0.9647887,0.9577465,0.9295775,0.915493,0.9084507,0.9014085,0.8943662,0.8873239,0.8802817,0.8661972,0.7887324,0.7746479,0.7676056,0.7323944,0.7183099,0.6338028,0.6197183,0.5985915,0.4859155,0.4788732,0.4647887,0.4366197,0.3098592,0.2535211,0.1901408,0
274,0.25,0.5,1,0.971831,0.9366197,0.9225352,0.9084507,0.8943662,0.8521127,0.7676056,0.7464789,0.7394366,0.7253521,0.7112676,0.7042254,0.6971831,0.6901408,0.6830986,0.6760563,0.6690141,0.6549296,0.5422535,0.4366197,0.4295775,0.3873239,0.3802817,0.3661972,0.3309859,0.3169014,0.2676056,0
275,0.25,0.5,1,0.9225352,0.9084507,0.9014085,0.8873239,0.8450704,0.8380282,0.8309859,0.8169014,0.8028169,0.7253521,0.7183099,0.7112676,0.6830986,0.6690141,0.6549296,0.5422535,0.5352113,0.5211268,0.4788732,0.4647887,0.3873239,0.3591549,0.3098592,0.2816901,0.2746479,0.2605634,0.2183099,0
276,0.25,0.5,1,0.9859155,0.9577465,0.9507042,0.9225352,0.8098592,0.8028169,0.7887324,0.7816901,0.7676056,0.7535211,0.7464789,0.7394366,0.7253521,0.7112676,0.6267606,0.5915493,0.584507,0.5774648,0.5633803,0.5492958,0.5211268,0.4929577,0.4788732,0.4507042,0.4014085,0.3802817,0.2816901,0
277,0.25,0.5,1,0.9859155,0.9507042,0.943662,0.9366197,0.8521127,0.8380282,0.8239437,0.8098592,0.7746479,0.7676056,0.7535211,0.7394366,0.7323944,0.7183099,0.7112676,0.7042254,0.5915493,0.5633803,0.556338,0.5422535,0.5352113,0.5070423,0.5,0.4859155,0.4577465,0.4084507,0.2323944,0
278,0.25,0.5,1,0.971831,0.9647887,0.9507042,0.9366197,0.9295775,0.8169014,0.8098592,0.7957746,0.7887324,0.7746479,0.7676056,0.7394366,0.7253521,0.7183099,0.6901408,0.6619718,0.6478873,0.556338,0.5492958,0.528169,0.4859155,0.4788732,0.3661972,0.3591549,0.3450704,0.3309859,0.2464789,0
279,0.25,0.5,1,0.9859155,0.9788732,0.9647887,0.9507042,0.9295775,0.915493,0.8802817,0.8661972,0.8591549,0.8450704,0.8380282,0.8239437,0.8169014,0.8028169,0.7957746,0.7676056,0.7605634,0.7535211,0.6408451,0.6338028,0.5422535,0.471831,0.4647887,0.4507042,0.3309859,0.3239437,0.2957746,0
280,0.25,0.5,1,0.9929577,0.9788732,0.971831,0.8943662,0.8802817,0.8732394,0.8661972,0.8521127,0.8169014,0.7746479,0.7676056,0.7535211,0.7394366,0.7183099,0.7112676,0.6971831,0.6901408,0.6549296,0.6408451,0.5985915,0.584507,0.471831,0.4577465,0.443662,0.4225352,0.3169014,0.02816901,0
281,0.25,0.5,1,0.9929577,0.9577465,0.9507042,0.9366197,0.9225352,0.915493,0.9014085,0.8873239,0.8802817,0.8732394,0.8450704,0.8309859,0.8239437,0.8169014,0.8028169,0.7253521,0.7183099,0.6901408,0.6830986,0.6408451,0.6197183,0.5070423,0.5,0.4788732,0.443662,0.3380282,0.3239437,0
282,0.25,0.5,1,0.9929577,0.9788732,0.9647887,0.9507042,0.943662,0.9295775,0.9225352,0.915493,0.9014085,0.8661972,0.8521127,0.8450704,0.8309859,0.7535211,0.7394366,0.7112676,0.6971831,0.6901408,0.6760563,0.6478873,0.6408451,0.6126761,0.6056338,0.4929577,0.4647887,0.3521127,0.3028169,0
283,0.25,0.5,1,0.9859155,0.971831,0.9647887,0.9577465,0.9225352,0.8943662,0.8802817,0.8028169,0.7887324,0.7816901,0.7746479,0.7605634,0.7535211,0.7253521,0.7042254,0.6971831,0.6830986,0.6760563,0.6619718,0.5492958,0.5211268,0.5140845,0.5,0.4577465,0.4225352,0.4084507,0.2957746,0
284,0.25,0.5,1,0.9295775,0.8943662,0.8873239,0.8521127,0.8239437,0.8098592,0.8028169,0.7887324,0.7746479,0.7605634,0.7464789,0.7394366,0.7323944,0.7183099,0.7042254,0.6901408,0.6760563,0.6619718,0.5492958,0.5211268,0.4859155,0.4788732,0.471831,0.3661972,0.3169014,0.1478873,0.01408451,0
285,0.25,0.5,1,0.9225352,0.915493,0.9014085,0.8943662,0.8802817,0.8661972,0.8521127,0.8450704,0.8380282,0.8309859,0.8169014,0.7887324,0.7816901,0.7676056,0.6549296,0.6478873,0.6126761,0.6056338,0.5774648,0.5633803,0.556338,0.4507042,0.4014085,0.3873239,0.3732394,0.3169014,0.1690141,0
286,0.25,0.5,1,0.9859155,0.971831,0.9366197,0.9225352,0.9084507,0.9014085,0.7887324,0.7816901,0.7746479,0.7676056,0.7605634,0.7535211,0.7394366,0.6549296,0.6478873,0.6267606,0.6126761,0.6056338,0.5704225,0.556338,0.5211268,0.4788732,0.471831,0.4507042,0.4295775,0.3098592,0.2816901,0
287,0.25,0.5,1,0.9859155,0.9788732,0.971831,0.9577465,0.9507042,0.9366197,0.9014085,0.8873239,0.8802817,0.8732394,0.8450704,0.8239437,0.8098592,0.7323944,0.7253521,0.7112676,0.7042254,0.6971831,0.6619718,0.6549296,0.6126761,0.5985915,0.584507,0.471831,0.443662,0.415493,0.2253521,0
288,0.25,0.5,1,0.9295775,0.915493,0.9084507,0.8943662,0.8802817,0.8591549,0.8450704,0.8028169,0.7957746,0.7816901,0.7676056,0.7605634,0.7535211,0.7394366,0.7323944,0.7253521,0.7112676,0.6760563,0.6690141,0.556338,0.5352113,0.471831,0.443662,0.4366197,0.4225352,0.3802817,0.2394366,0
289,0.25,0.5,1,0.9507042,0.8380282,0.8239437,0.8098592,0.8028169,0.7957746,0.7816901,0.7676056,0.7535211,0.6971831,0.6901408,0.6760563,0.5774648,0.5704225,0.5422535,0.528169,0.5211268,0.5140845,0.4929577,0.4859155,0.4788732,0.4577465,0.4366197,0.3873239,0.3591549,0.3309859,0.3169014,0
290,0.25,0.5,1,0.971831,0.9577465,0.9507042,0.915493,0.9014085,0.8943662,0.8873239,0.8732394,0.8591549,0.8309859,0.7464789,0.7394366,0.6267606,0.6126761,0.5985915,0.5704225,0.471831,0.4577465,0.443662,0.415493,0.3943662,0.3873239,0.3802817,0.3521127,0.3309859,0.3169014,0.01408451,0
291,0.25,0.5,1,0.971831,0.9647887,0.9577465,0.9295775,0.915493,0.8873239,0.8732394,0.8591549,0.8450704,0.8380282,0.8309859,0.7887324,0.7816901,0.6971831,0.6830986,0.6690141,0.6549296,0.6408451,0.6338028,0.6197183,0.6126761,0.6056338,0.4929577,0.4859155,0.471831,0.3591549,0.1338028,0
292,0.25,0.5,1,0.9859155,0.971831,0.9647887,0.9507042,0.943662,0.915493,0.9014085,0.8873239,0.8591549,0.8521127,0.8450704,0.8309859,0.8169014,0.7323944,0.7042254,0.6971831,0.6549296,0.6267606,0.528169,0.5070423,0.4929577,0.4788732,0.4647887,0.4577465,0.3591549,0.2464789,0.2323944,0
293,0.25,0.5,1,0.9859155,0.9577465,0.943662,0.9366197,0.915493,0.9084507,0.9014085,0.8943662,0.8098592,0.7957746,0.7816901,0.6690141,0.6549296,0.6478873,0.6408451,0.6126761,0.5985915,0.5915493,0.5633803,0.5492958,0.5352113,0.5070423,0.5,0.4929577,0.443662,0.4084507,0.2676056,0
294,0.25,0.5,1,0.9929577,0.9647887,0.9507042,0.9366197,0.8450704,0.8380282,0.8239437,0.8098592,0.7957746,0.7887324,0.7816901,0.7746479,0.7605634,0.7323944,0.7183099,0.7042254,0.6901408,0.6760563,0.6478873,0.6408451,0.6338028,0.5211268,0.4929577,0.3873239,0.3732394,0.2394366,0.1619718,0
295,0.25,0.5,1,0.971831,0.8943662,0.8802817,0.8661972,0.8521127,0.8380282,0.8239437,0.8169014,0.8028169,0.7957746,0.7605634,0.7535211,0.7464789,0.7394366,0.7323944,0.7183099,0.6760563,0.584507,0.5422535,0.5352113,0.5211268,0.4929577,0.4507042,0.3380282,0.3239437,0.1619718,0.01408451,0
296,0.25,0.5,1,0.9929577,0.9647887,0.9507042,0.9366197,0.915493,0.9084507,0.8943662,0.8873239,0.8521127,0.8380282,0.8239437,0.8169014,0.8098592,0.7605634,0.7535211,0.7464789,0.7323944,0.7183099,0.7042254,0.5915493,0.5633803,0.4788732,0.3521127,0.3380282,0.3239437,0.2676056,0.1901408,0
297,0.25,0.5,1,0.9859155,0.971831,0.9647887,0.9577465,0.9295775,0.8591549,0.8521127,0.8450704,0.8309859,0.8169014,0.8098592,0.7957746,0.7676056,0.7605634,0.7464789,0.7394366,0.7253521,0.7183099,0.7112676,0.5985915,0.5774648,0.5492958,0.4507042,0.4084507,0.3943662,0.3450704,0.3098592,0
298,0.25,0.5,1,0.971831,0.9647887,0.9295775,0.8450704,0.8309859,0.8028169,0.7957746,0.7887324,0.7746479,0.7676056,0.7535211,0.7323944,0.7253521,0.7112676,0.6971831,0.6830986,0.6690141,0.6619718,0.6478873,0.6338028,0.6267606,0.5915493,0.5140845,0.4014085,0.3732394,0.3591549,0.3169014,0
299,0.25,0.5,1,0.9859155,0.9788732,0.9647887,0.9577465,0.9225352,0.8873239,0.8028169,0.7957746,0.7887324,0.7394366,0.7323944,0.7253521,0.7112676,0.7042254,0.6760563,0.6338028,0.6267606,0.6126761,0.584507,0.5774648,0.5633803,0.5492958,0.5352113,0.4225352,0.4084507,0.1901408,0.1619718,0
300,0.25,0.5,1,0.971831,0.9647887,0.9507042,0.9225352,0.915493,0.9014085,0.8943662,0.8802817,0.8732394,0.8591549,0.8521127,0.7746479,0.7605634,0.7464789,0.6971831,0.6901408,0.6760563,0.6690141,0.6619718,0.6549296,0.6408451,0.6338028,0.5211268,0.5070423,0.4788732,0.4225352,0.3169014,0
301,0.25,0.5,1,0.9859155,0.971831,0.943662,0.9295775,0.8521127,0.8450704,0.8309859,0.8169014,0.8098592,0.8028169,0.7887324,0.7746479,0.7605634,0.7535211,0.7464789,0.7394366,0.7253521,0.6901408,0.6549296,0.5422535,0.5140845,0.5,0.4859155,0.4788732,0.471831,0.4366197,0.2676056,0
302,0.25,0.5,1,0.971831,0.9647887,0.9366197,0.9295775,0.915493,0.9084507,0.8380282,0.8309859,0.8169014,0.8098592,0.7957746,0.7816901,0.7746479,0.7605634,0.7464789,0.7394366,0.7253521,0.7112676,0.5985915,0.5704225,0.5633803,0.5422535,0.528169,0.5070423,0.4788732,0.3661972,0.2605634,0
303,0.25,0.5,1,0.9859155,0.971831,0.9577465,0.9507042,0.9295775,0.9225352,0.8873239,0.8732394,0.8521127,0.8450704,0.8380282,0.8309859,0.8169014,0.7746479,0.7605634,0.7535211,0.6408451,0.6338028,0.6267606,0.4929577,0.4788732,0.4647887,0.4507042,0.3239437,0.2957746,0.1619718,0.1478873,0
304,0.25,0.5,1,0.9929577,0.9859155,0.9788732,0.971831,0.9577465,0.9366197,0.9225352,0.9084507,0.8943662,0.8732394,0.8450704,0.8309859,0.8169014,0.8098592,0.7957746,0.7112676,0.6971831,0.584507,0.5774648,0.556338,0.5492958,0.5352113,0.528169,0.4859155,0.443662,0.2535211,0.02816901,0
305,0.25,0.5,1,0.9859155,0.971831,0.9084507,0.8943662,0.8802817,0.8591549,0.8521127,0.8450704,0.8309859,0.8239437,0.8169014,0.7816901,0.7746479,0.7676056,0.7535211,0.7464789,0.6971831,0.6830986,0.6690141,0.6267606,0.6197183,0.6056338,0.5774648,0.5352113,0.5070423,0.3943662,0.2887324,0
306,0.25,0.5,1,0.9859155,0.9788732,0.971831,0.9577465,0.943662,0.9084507,0.9014085,0.8943662,0.8802817,0.8521127,0.8380282,0.8239437,0.8169014,0.7253521,0.7183099,0.7112676,0.7042254,0.6901408,0.5774648,0.556338,0.5492958,0.5140845,0.5070423,0.4929577,0.443662,0.415493,0.1971831,0
307,0.25,0.5,1,0.9295775,0.8873239,0.8802817,0.8661972,0.8521127,0.8450704,0.8380282,0.8309859,0.7957746,0.7816901,0.7676056,0.7605634,0.7394366,0.7253521,0.7183099,0.6971831,0.6830986,0.6760563,0.6408451,0.6267606,0.6197183,0.5070423,0.4929577,0.443662,0.415493,0.3239437,0.01408451,0
308,0.25,0.5,1,0.9929577,0.9788732,0.971831,0.9577465,0.9225352,0.9084507,0.8943662,0.8802817,0.8661972,0.8450704,0.8380282,0.8239437,0.8098592,0.7957746,0.7887324,0.7605634,0.7535211,0.7253521,0.6971831,0.5915493,0.5704225,0.556338,0.443662,0.4295775,0.415493,0.3873239,0.2323944,0
309,0.25,0.5,1,0.9084507,0.9014085,0.8943662,0.8802817,0.8732394,0.8591549,0.8450704,0.8309859,0.8098592,0.8028169,0.7887324,0.6760563,0.6478873,0.6408451,0.6267606,0.6197183,0.6126761,0.5633803,0.5492958,0.5352113,0.4577465,0.3873239,0.3591549,0.3450704,0.2957746,0.1760563,0.007042254,0
310,0.25,0.5,1,0.9929577,0.9577465,0.9507042,0.943662,0.9366197,0.9295775,0.915493,0.9014085,0.8943662,0.8802817,0.8239437,0.7957746,0.7887324,0.7816901,0.7535211,0.7464789,0.7394366,0.7253521,0.6901408,0.5704225,0.5352113,0.5211268,0.5070423,0.4929577,0.3802817,0.3661972,0.3521127,0
311,0.25,0.5,1,0.9929577,0.9788732,0.9647887,0.9577465,0.9507042,0.9366197,0.9295775,0.915493,0.9014085,0.8732394,0.8591549,0.8521127,0.8380282,0.8239437,0.8169014,0.7887324,0.7816901,0.6760563,0.6549296,0.6478873,0.6197183,0.6056338,0.5915493,0.5633803,0.4507042,0.3943662,0.2887324,0
312,0.25,0.5,1,0.9859155,0.9788732,0.9366197,0.8943662,0.8802817,0.8661972,0.8521127,0.8450704,0.8380282,0.8309859,0.8239437,0.8169014,0.8098592,0.7957746,0.7816901,0.6971831,0.6690141,0.6619718,0.6408451,0.5985915,0.584507,0.471831,0.4647887,0.4295775,0.4084507,0.3943662,0.3098592,0
313,0.25,0.5,1,0.971831,0.8802817,0.8661972,0.8591549,0.8450704,0.8098592,0.7957746,0.7816901,0.7746479,0.7605634,0.7253521,0.7112676,0.7042254,0.6971831,0.584507,0.5422535,0.5352113,0.5140845,0.5070423,0.4929577,0.4859155,0.471831,0.4647887,0.443662,0.4295775,0.3098592,0.2816901,0
314,0.25,0.5,1,0.9859155,0.9788732,0.971831,0.9647887,0.8873239,0.8732394,0.8380282,0.8309859,0.8169014,0.8028169,0.7676056,0.7605634,0.7535211,0.7183099,0.7042254,0.6901408,0.6478873,0.6338028,0.6267606,0.5985915,0.584507,0.4577465,0.4295775,0.4084507,0.2957746,0.2887324,0.2112676,0
315,0.25,0.5,1,0.9859155,0.971831,0.9577465,0.943662,0.915493,0.9014085,0.8239437,0.8028169,0.7957746,0.7042254,0.6549296,0.6478873,0.6408451,0.6267606,0.6197183,0.5070423,0.4929577,0.4507042,0.443662,0.4295775,0.4225352,0.4084507,0.4014085,0.3732394,0.3239437,0.2605634,0.2323944,0
316,0.25,0.5,1,0.9859155,0.971831,0.9647887,0.9577465,0.9225352,0.915493,0.9084507,0.8943662,0.8873239,0.8802817,0.8661972,0.8521127,0.8450704,0.7605634,0.7535211,0.7394366,0.7042254,0.6901408,0.6760563,0.6267606,0.6126761,0.5422535,0.5140845,0.4014085,0.3028169,0.2535211,0.2253521,0
317,0.25,0.5,1,0.9859155,0.9788732,0.971831,0.9647887,0.9507042,0.8802817,0.8661972,0.8521127,0.8450704,0.8380282,0.7464789,0.7323944,0.6971831,0.6760563,0.6408451,0.6267606,0.6126761,0.528169,0.5140845,0.5070423,0.5,0.4366197,0.4084507,0.3661972,0.3521127,0.2394366,0.1901408,0
