Web,Site,M_D_T,Habitat,Lower_Taxon,Upper_Taxon,Freq,Lower_Guild,Upper_Guild,TL_lower_taxon,TL_upper_taxon,LS_lower_taxon,LS_upper_taxon
PL_FV,Pewsey_Downs,monad,grassland,Scabiosa_columbaria,Eristalis_tenax,2,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Scabiosa_columbaria,Helophilus_hybridus,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Prunella_vulgaris,Bombus_pascuorum,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Senecio_jacobaea,Platycheirus_albimanus,1,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,sand_dune,Rubus_fruticosus_agg.,Eristalis_arbustorum,2,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,sand_dune,Rubus_fruticosus_agg.,Apis_mellifera,2,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,sand_dune,Rubus_fruticosus_agg.,Bombus_terrestris,2,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,sand_dune,Crepis_vesicaria,Rhinophora_lepida,1,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,sand_dune,Rubus_fruticosus_agg.,Bombus_lapidarius,2,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,sand_dune,Rubus_fruticosus_agg.,Ragonycha_fulva,1,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,grassland,Crepis_vesicaria,Thymelicus_sylvestris,1,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,grassland,Crepis_vesicaria,Drymeia_hamata,8,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,grassland,Crepis_vesicaria,Pegoplata_aestiva,2,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,grassland,Erica_cinerea,Zygaena_filipendulae,1,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,grassland,Erica_cinerea,Bombus_terrestris,1,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,grassland,Crepis_vesicaria,Meligethes_sp.,6,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,grassland,Senecio_jacobaea,Drymeia_hamata,2,PL,FV,1,2,NA,adult
PL_FV,Woolacombe,triad,scrub,Potentilla_erecta,Formica_fusca,1,PL,FV,1,2,NA,adult
PL_FV,Chagford_Common,dyad,grassland,Potentilla_erecta,Coenosia_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Chagford_Common,dyad,grassland,Potentilla_erecta,Coenosia_sp._2,1,PL,FV,1,2,NA,adult
PL_FV,Chagford_Common,dyad,grassland,Potentilla_erecta,Coenosia_sp._3,1,PL,FV,1,2,NA,adult
PL_FV,Chagford_Common,dyad,grassland,Erica_tetralix,Bombus_lucorum,3,PL,FV,1,2,NA,adult
PL_FV,Chagford_Common,dyad,grassland,Potentilla_erecta,Coenosia_sp._4,1,PL,FV,1,2,NA,adult
PL_FV,Chagford_Common,dyad,grassland,Erica_tetralix,Bombus_terrestris,1,PL,FV,1,2,NA,adult
PL_FV,Chagford_Common,dyad,grassland,Calluna_vulgaris,Scathophaga_stercoraria,1,PL,FV,1,2,NA,adult
PL_FV,Chagford_Common,dyad,heathland,Potentilla_erecta,Melanostoma_mellinum,1,PL,FV,1,2,NA,adult
PL_FV,Chagford_Common,dyad,heathland,Calluna_vulgaris,Dolichopus_rupestris,1,PL,FV,1,2,NA,adult
PL_FV,Chagford_Common,dyad,heathland,Erica_cinerea,Bombus_terrestris,1,PL,FV,1,2,NA,adult
PL_FV,Studland,dyad,sand_dune,Hypochaeris_radicata,Oscinella_frit,1,PL,FV,1,2,NA,adult
PL_FV,Studland,dyad,sand_dune,Hypochaeris_radicata,Coccinella_septempunctata,1,PL,FV,1,2,NA,adult
PL_FV,Studland,dyad,sand_dune,Calluna_vulgaris,Oscinella_frit,1,PL,FV,1,2,NA,adult
PL_FV,Studland,dyad,heathland,Calluna_vulgaris,Apis_mellifera,3,PL,FV,1,2,NA,adult
PL_FV,Studland,dyad,heathland,Calluna_vulgaris,Sphaerophoria_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Studland,dyad,heathland,Calluna_vulgaris,Bombus_lucorum,2,PL,FV,1,2,NA,adult
PL_FV,Studland,dyad,heathland,Calluna_vulgaris,Colletes_succinctus,1,PL,FV,1,2,NA,adult
PL_FV,Studland,dyad,heathland,Erica_cinerea,Apis_mellifera,2,PL,FV,1,2,NA,adult
PL_FV,Studland,dyad,heathland,Erica_cinerea,Tachina_grossa,1,PL,FV,1,2,NA,adult
PL_FV,Lytchett_Bay,triad,scrub,Ulex_minor,Episyrphus_balteatus,1,PL,FV,1,2,NA,adult
PL_FV,Lytchett_Bay,triad,scrub,Erica_tetralix,Maniola_jurtina,1,PL,FV,1,2,NA,adult
PL_FV,Lytchett_Bay,triad,scrub,Erica_tetralix,Pyronia_tithonus,2,PL,FV,1,2,NA,adult
PL_FV,Lytchett_Bay,triad,woodland,Rubus_fruticosus_agg.,Episyrphus_balteatus,4,PL,FV,1,2,NA,adult
PL_FV,Lytchett_Bay,triad,woodland,Rubus_fruticosus_agg.,Phaonia_incana,1,PL,FV,1,2,NA,adult
PL_FV,Lytchett_Bay,triad,salt_marsh,Limonium_vulgare,Eristalis_tenax,1,PL,FV,1,2,NA,adult
PL_FV,Forest_of_Dean,monad,woodland,Hieracium_agg.,Platycheirus_albimanus,1,PL,FV,1,2,NA,adult
PL_FV,Forest_of_Dean,monad,woodland,Hieracium_agg.,Melanostoma_scalare,1,PL,FV,1,2,NA,adult
PL_FV,Forest_of_Dean,monad,woodland,Ranunculus_flammula,Melanostoma_scalare,1,PL,FV,1,2,NA,adult
PL_FV,Forest_of_Dean,monad,woodland,Potentilla_erecta,Melanostoma_scalare,2,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_vesicaria,Sphaerophoria_sp.,2,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_vesicaria,Opomyza_florum,1,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Euphrasia_nemorosa,Sphaerophoria_sp.,6,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Euphrasia_nemorosa,Polyommatus_icarus,5,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Euphrasia_nemorosa,Sphaerophoria_interrupta,2,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_vesicaria,Melanostoma_mellinum,3,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Leontodon_hispidus,Melanostoma_mellinum,3,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Lotus_corniculatus,Polyommatus_icarus,7,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_vesicaria,Bombus_lapidarius,2,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_vesicaria,Lasioglossum_villosulum,1,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_vesicaria,Syritta_pipiens,1,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Centaurea_nigra,Bombus_pascuorum,3,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Leontodon_hispidus,Tenthredo_sp.,3,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Leontodon_hispidus,Pollenia_pediculata,2,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Leontodon_hispidus,Delia_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Leontodon_hispidus,Aglais_urticae,1,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Centaurea_nigra,Bombus_lapidarius,15,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Leontodon_hispidus,Siphona_urbana,2,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Leontodon_hispidus,Bombus_pascuorum,5,PL,FV,1,2,NA,adult
PL_FV,Seet_Bridge,dyad,salt_marsh,Atriplex_prostrata,Melanostoma_mellinum,1,PL,FV,1,2,NA,adult
PL_FV,Seet_Bridge,dyad,salt_marsh,Sonchus_palustris,Bombus_lucorum,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,scrub,Rubus_fruticosus_agg.,Episyrphus_balteatus,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,scrub,Ulex_europaeus,Episyrphus_balteatus,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,scrub,Calluna_vulgaris,Celastrina_argiolus,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,scrub,Calluna_vulgaris,Pollenia_pediculata,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,scrub,Erica_cinerea,Hybos_culiciformis,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,scrub,Calluna_vulgaris,Musca_autumnalis,2,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,heathland,Erica_cinerea,Bombus_terrestris,12,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Rubus_fruticosus_agg.,Phaonia_incana,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Rubus_fruticosus_agg.,Melanostoma_scalare,3,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Rubus_fruticosus_agg.,Dolichovespula_saxonica,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Rubus_fruticosus_agg.,Dinera_carinifrons,11,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_capillaris,Pegoplata_aestiva,19,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_capillaris,Sphaerophoria_sp.,3,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_capillaris,Platycheirus_albimanus,1,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Euphrasia_nemorosa,Bombus_jonellus,1,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_capillaris,Phytomyza_sp._1,1,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_capillaris,Sphaerophoria_interrupta,2,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_capillaris,Dilophus_febrilis,2,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_capillaris,Hydrotaea_irritans,1,PL,FV,1,2,NA,adult
PL_FV,Wyeswood_Common,monad,grassland,Crepis_capillaris,Pipiza_noctiluca,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,scrub,Hypochaeris_radicata,Episyrphus_balteatus,2,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,scrub,Hypochaeris_radicata,Melanostoma_mellinum,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,scrub,Eupatorium_cannabinum,Eristalis_tenax,2,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,scrub,Eupatorium_cannabinum,Eristalis_pertinax,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,scrub,Anthriscus_sylvestris,Eristalis_pertinax,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,scrub,Hypochaeris_radicata,Lasioglossum_villosulum,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,scrub,Eupatorium_cannabinum,Eudasyphora_cyanicolor,2,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,scrub,Eupatorium_cannabinum,Sciaridae_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,scrub,Eupatorium_cannabinum,Athalia_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,scrub,Rubus_fruticosus_agg.,Melanostoma_scalare,1,PL,FV,1,2,NA,adult
PL_FV,Dartmoor_Scrub,monad,scrub,Erica_cinerea,Eristalis_tenax,1,PL,FV,1,2,NA,adult
PL_FV,Dartmoor_Scrub,monad,scrub,Ulex_europaeus,Bombus_terrestris,1,PL,FV,1,2,NA,adult
PL_FV,Dartmoor_Scrub,monad,scrub,Ulex_europaeus,Bombus_pascuorum,1,PL,FV,1,2,NA,adult
PL_FV,Dartmoor_Scrub,monad,scrub,Ulex_europaeus,Scathophaga_stercoraria,1,PL,FV,1,2,NA,adult
PL_FV,Dartmoor_Scrub,monad,scrub,Calluna_vulgaris,Eupeodes_corollae,1,PL,FV,1,2,NA,adult
PL_FV,Dartmoor_Scrub,monad,scrub,Calluna_vulgaris,Bombus_pascuorum,1,PL,FV,1,2,NA,adult
PL_FV,Dartmoor_Scrub,monad,scrub,Calluna_vulgaris,Bombus_lucorum,1,PL,FV,1,2,NA,adult
PL_FV,Haytor,dyad,grassland,Erica_cinerea,Pollenia_rudis,1,PL,FV,1,2,NA,adult
PL_FV,Haytor,dyad,grassland,Ulex_galii,Aglais_urticae,1,PL,FV,1,2,NA,adult
PL_FV,Haytor,dyad,grassland,Ulex_galii,Bellardia_viarum,1,PL,FV,1,2,NA,adult
PL_FV,Haytor,dyad,grassland,Erica_cinerea,Bombus_lapidarius,2,PL,FV,1,2,NA,adult
PL_FV,Haytor,dyad,grassland,Potentilla_erecta,Platycheirus_clypeatus,1,PL,FV,1,2,NA,adult
PL_FV,Dartmoor_Scrub,monad,scrub,Erica_cinerea,Bombus_pascuorum,4,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,grassland,Hypochaeris_radicata,Sphaerophoria_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,grassland,Hypochaeris_radicata,Cerodontha_denticornis,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,grassland,Plantago_lanceolata,Vespula_vulgaris,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,grassland,Hypochaeris_radicata,Eupeodes_corollae,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,grassland,Agrimonia_eupatoria,Syrphus_ribesii,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,grassland,Hypochaeris_radicata,Maniola_jurtina,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,grassland,Hypochaeris_radicata,Sphaerophoria_interrupta,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,grassland,Ranunculus_sceleratus,Eupeodes_corollae,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,grassland,Ranunculus_sceleratus,Halictus_tumulorum,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,grassland,Trifolium_pratense,Maniola_jurtina,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Lotus_corniculatus,Polyommatus_icarus,2,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Hypochaeris_radicata,Polyommatus_icarus,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Lotus_corniculatus,Melanostoma_mellinum,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Senecio_jacobaea,Colius_croceus,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Senecio_jacobaea,Zygaena_filipendulae,2,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Senecio_jacobaea,Bombus_pascuorum,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Senecio_jacobaea,Polyommatus_icarus,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Hypochaeris_radicata,Scathophaga_stercoraria,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Hypochaeris_radicata,Meligethes_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Senecio_jacobaea,Eristalis_tenax,2,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Oenanthe_sp.,Schoenomyza_litorella,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Oenanthe_sp.,Scaptomyza_flava,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Hypochaeris_radicata,Sphaerophoria_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Oxwich_Bay,triad,sand_dune,Hypochaeris_radicata,Pegoplata_aestiva,1,PL,FV,1,2,NA,adult
PL_FV,Arne,triad,heathland,Calluna_vulgaris,Coenosia_pedella,1,PL,FV,1,2,NA,adult
PL_FV,Arne,triad,heathland,Calluna_vulgaris,Scaptomyza_flava,1,PL,FV,1,2,NA,adult
PL_FV,Arne,triad,heathland,Calluna_vulgaris,Linnaemya_vulpina,1,PL,FV,1,2,NA,adult
PL_FV,Arne,triad,heathland,Calluna_vulgaris,Phora_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Arne,triad,heathland,Calluna_vulgaris,Sphaerophoria_scripta,1,PL,FV,1,2,NA,adult
PL_FV,Arne,triad,heathland,Calluna_vulgaris,Bombus_pascuorum,1,PL,FV,1,2,NA,adult
PL_FV,Arne,triad,heathland,Calluna_vulgaris,Eristalis_pertinax,1,PL,FV,1,2,NA,adult
PL_FV,Wheal_Coates,monad,heathland,Ulex_europaeus,Neoascia_obliquae,1,PL,FV,1,2,NA,adult
PL_FV,Wheal_Coates,monad,heathland,Cuscuta_epithymum,Eristalis_tenax,1,PL,FV,1,2,NA,adult
PL_FV,Wheal_Coates,monad,heathland,Ulex_europaeus,Apis_mellifera,2,PL,FV,1,2,NA,adult
PL_FV,Wheal_Coates,monad,heathland,Hieracium_agg.,Lasioglossum_villosulum,1,PL,FV,1,2,NA,adult
PL_FV,Wheal_Coates,monad,heathland,Ulex_europaeus,Bombus_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Wheal_Coates,monad,heathland,Hieracium_agg.,Sphaerophoria_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Bodmin_Moor,dyad,woodland,Leontodon_hispidus,Sphegina_clunipes,1,PL,FV,1,2,NA,adult
PL_FV,Bodmin_Moor,dyad,woodland,Leontodon_hispidus,Rhamphomyia_laevipes,1,PL,FV,1,2,NA,adult
PL_FV,Bodmin_Moor,dyad,scrub,Potentilla_erecta,Melanostoma_mellinum,2,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,heathland,Ulex_europaeus,Apis_mellifera,5,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,heathland,Ulex_europaeus,Bombus_terrestris,2,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,heathland,Ulex_europaeus,Eristalis_pertinax,2,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Chelidonium_majus,Syrphus_torvus,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Chelidonium_majus,Lonchoptera_furcata,2,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Mercurialis_perennis,Platycheirus_albimanus,2,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Chelidonium_majus,Platycheirus_albimanus,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Chelidonium_majus,Eudasyphora_cyanella,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Chelidonium_majus,Pegoplata_aestiva,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Mercurialis_perennis,Melanostoma_scalare,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Mercurialis_perennis,Sciaridae_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Mercurialis_perennis,Lonchoptera_furcata,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Mercurialis_perennis,Melanostoma_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Woodland_Hill,triad,woodland,Taraxacum_agg.,Melanostoma_scalare,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Taraxacum_agg.,Coenosia_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Taraxacum_agg.,Pherbellia_cinerella,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Taraxacum_agg.,Melanostoma_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Taraxacum_agg.,Melanostoma_scalare,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Bellis_perennis,Coenossinae_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Bellis_perennis,Coenosia_femoralis,3,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Bellis_perennis,Coenosia_verralli,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Euphorbia_portlandica,Sphaerophoria_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Taraxacum_agg.,Helina_reversio,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Taraxacum_agg.,Bibio_nigriventris,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Taraxacum_agg.,Ophiomyia_pulicaria,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Euphorbia_portlandica,Andrena_dorsata,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Taraxacum_agg.,Sphaerophoria_scripta,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Euphorbia_portlandica,Bibio_nigriventris,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Taraxacum_agg.,Pegoplata_aestiva,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Taraxacum_agg.,Bombus_lapidarius,4,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,sand_dune,Hypochaeris_radicata,Lasius_alienus,3,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Taraxacum_agg.,Scathophaga_stercoraria,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Taraxacum_agg.,Botanophila_striolata,2,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Taraxacum_agg.,Anthomyia_liturata,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Taraxacum_agg.,Bombus_lapidarius,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Narcissus_pseudonarcissus,Sciaridae_sp.,18,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Salix_caprea,Eristalis_pertinax,1,PL,FV,1,2,NA,adult
PL_FV,Braunton_Burrows,dyad,grassland,Salix_caprea,Sciaridae_sp.,121,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Botanophila_striolata,3,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Bibio_nigriventris,7,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Botanophila_striolata,5,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Lasioglossum_albipes,4,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Scathophaga_stercoraria,14,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Delia_platura,3,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Andrena_haemorrhoa,2,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Aglais_urticae,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Pegoplata_aestiva,2,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Lasioglossum_calceatum,5,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Lasioglossum_calceatum,3,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Lasioglossum_fulvicorne,3,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Bombus_lapidarius,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Lasioglossum_fulvicorne,4,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Bibio_nigriventris,11,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Gonia_picea,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Andrena_pubescens,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Delia_platura,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Bombus_terrestris,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Brachicheta_strigata,2,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Primula_veris,Lasioglossum_fulvicorne,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Halictus_tumulorum,4,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Andrena_nigroaenea,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Primula_veris,Bombus_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Taraxacum_agg.,Bellardia_vulgaris,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Phaoniinae_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Lonchoptera_furcata,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Sciaridae_sp.,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Bellardia_vulgaris,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Cheilosia_pagana,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Delia_linearis,1,PL,FV,1,2,NA,adult
PL_FV,Pewsey_Downs,monad,grassland,Bellis_perennis,Platycheirus_albimanus,1,PL,FV,1,2,NA,adult
