Date,Round,Time,Name,Site,Habitat,Transect,Quadrat,Site_trans_quad,Plant_Species,FU_Bud,FU_Open,FU_Wilt,Seeds,FlowersperFU_Bud,FlowersperFU_Open,FlowersperFU_Wilt,Cross_Points,Veg_Cover,Comments,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,1,Brau.san.2.1,Hypochaeris_radicata,38,5,4,NA,6,34,0,1,1,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,2,Brau.san.2.2,Ononis_repens,1071,306,102,NA,NA,NA,NA,16,3,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,2,Brau.san.2.2,Plantago_lanceolata,0,1,7,NA,0,11,47,5,2,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,2,Brau.san.2.2,Trifolium_repens,0,8,51,NA,9,19,4,8,2,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,2,Brau.san.2.2,Euphrasia_nemorosa,36,72,72,NA,NA,NA,NA,6,2,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,2,Brau.san.2.2,Galium_verum,4,7,0,NA,147,60,7,1,1,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,2,Brau.san.2.2,Melilotus_officinalis,0,0,0,NA,NA,NA,NA,1,1,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,2,Brau.san.2.2,Senecio_jacobaea,0,0,0,NA,NA,NA,NA,0,1,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,2,Brau.san.2.2,Grass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Grass
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,2,Brau.san.2.2,Crepis_vesicaria,19,10,7,NA,4,36,0,2,1,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,2,Brau.san.2.2,Grass,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Grass
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,3,Brau.san.2.3,Ononis_repens,1241,949,1022,NA,NA,NA,NA,27,4,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,3,Brau.san.2.3,Plantago_lanceolata,3,3,7,NA,0,8,37,4,2,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,3,Brau.san.2.3,Euphrasia_nemorosa,5,4,0,NA,1,1,0,3,1,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,3,Brau.san.2.3,Crepis_vesicaria,7,6,6,NA,10,29,0,3,2,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,3,Brau.san.2.3,Melilotus_officinalis,0,0,0,NA,NA,NA,NA,0,1,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,3,Brau.san.2.3,Galium_verum,2,1,0,NA,3,4,0,2,1,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,3,Brau.san.2.3,Grass,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Grass
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,3,Brau.san.2.3,Grass,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Grass
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,3,Brau.san.2.3,Cerastium_fontanum,47,1,2,NA,NA,NA,NA,0,1,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,4,Brau.san.2.4,Ononis_repens,110,95,126,NA,NA,NA,NA,22,3,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,4,Brau.san.2.4,Crepis_vesicaria,39,24,45,NA,0,44,0,6,2,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,4,Brau.san.2.4,Euphrasia_nemorosa,15,15,3,NA,NA,NA,NA,2,2,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,4,Brau.san.2.4,Galium_verum,0,0,0,NA,NA,NA,NA,2,2,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,4,Brau.san.2.4,Erodium_cicutarium,3,5,0,NA,NA,NA,NA,0,2,NA,NA
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,4,Brau.san.2.4,Grass,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Grass
11 July 2014,1,14:25,KAW,Braunton_Burrows,sand_dune,2,4,Brau.san.2.4,Thymus_polytrichus,1,3,0,NA,NA,NA,NA,0,1,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,1,Brau.san.1.1,Ononis_repens,9,54,19,NA,NA,NA,NA,19,2,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,1,Brau.san.1.1,Galium_verum,0,17,0,NA,15,12,1,0,4,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,1,Brau.san.1.1,Plantago_lanceolata,0,0,0,NA,NA,NA,NA,0,1,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,1,Brau.san.1.1,Hypochaeris_radicata,27,3,0,NA,0,53,0,3,1,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,1,Brau.san.1.1,Euphrasia_nemorosa,7,8,0,NA,NA,NA,NA,2,1,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,1,Brau.san.1.1,Thymus_polytrichus,0,45,0,NA,4,3,1,1,1,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,1,Brau.san.1.1,Erodium_cicutarium,5,2,0,NA,NA,NA,NA,4,1,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,1,Brau.san.1.1,Grass,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Grass
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,2,Brau.san.1.2,Ononis_repens,35,138,54,NA,NA,NA,NA,16,3,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,2,Brau.san.1.2,Galium_verum,2,17,5,NA,8,15,52,3,2,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,2,Brau.san.1.2,Plantago_lanceolata,0,0,4,NA,0,5,30,1,1,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,2,Brau.san.1.2,Euphrasia_nemorosa,576,192,2112,NA,NA,NA,NA,13,3,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,2,Brau.san.1.2,Thymus_polytrichus,0,10,0,NA,2,3,3,4,1,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,2,Brau.san.1.2,Grass,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Grass
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,2,Brau.san.1.2,Grass,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Grass
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,2,Brau.san.1.2,Hypochaeris_radicata,8,3,4,NA,7,46,0,1,1,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,2,Brau.san.1.2,Lotus_corniculatus,0,4,0,NA,NA,NA,NA,3,1,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,3,Brau.san.1.3,Ononis_repens,390,140,450,NA,NA,NA,NA,30,4,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,3,Brau.san.1.3,Galium_verum,3,63,9,NA,6,85,63,20,3,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,3,Brau.san.1.3,Hypochaeris_radicata,4,5,7,NA,1,35,0,3,2,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,3,Brau.san.1.3,Grass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Grass
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,3,Brau.san.1.3,Grass,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Grass
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,3,Brau.san.1.3,Euphrasia_nemorosa,30,27,90,NA,NA,NA,NA,3,2,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,3,Brau.san.1.3,Plantago_lanceolata,0,0,0,NA,NA,NA,NA,0,2,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,3,Brau.san.1.3,Ammophila_sp.,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,4,Brau.san.1.4,Anacamptis_pyramidalis,0,2,0,NA,0,59,3,1,2,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,4,Brau.san.1.4,Plantago_lanceolata,0,1,3,NA,0,7,52,5,2,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,4,Brau.san.1.4,Hypochaeris_radicata,5,2,3,NA,27,23,0,1,2,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,4,Brau.san.1.4,Euphrasia_nemorosa,68,187,1071,NA,NA,NA,NA,7,3,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,4,Brau.san.1.4,Ononis_repens,400,400,275,NA,NA,NA,NA,35,4,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,4,Brau.san.1.4,Stellaria_graminea,10,2,8,NA,NA,NA,NA,0,1,NA,NA
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,4,Brau.san.1.4,Grass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Grass
11 July 2014,1,12:20,KAW,Braunton_Burrows,sand_dune,1,4,Brau.san.1.4,Grass,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Grass
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,1,Pemb.sal.1.1,Limonium_vulgare,0,45,5,NA,4,0,1,15,3,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,1,Pemb.sal.1.1,Glaux_maritima,0,0,0,NA,NA,NA,NA,9,2,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,1,Pemb.sal.1.1,Plantago_maritima,0,0,27,NA,0,0,34,36,4,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,1,Pemb.sal.1.1,Grass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Grass
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,2,Pemb.sal.1.2,Limonium_vulgare,15,5,25,NA,16,0,0,6,2,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,2,Pemb.sal.1.2,Plantago_maritima,0,0,13,NA,0,0,23,34,4,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,2,Pemb.sal.1.2,Armeria_maritima,0,0,28,NA,0,0,8,8,2,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,2,Pemb.sal.1.2,Grass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Grass
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,3,Pemb.sal.1.3,Limonium_vulgare,10,0,5,NA,22,0,0,13,3,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,3,Pemb.sal.1.3,Plantago_maritima,0,0,2,NA,0,0,22,5,2,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,3,Pemb.sal.1.3,Armeria_maritima,0,0,4,NA,0,0,5,2,2,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,3,Pemb.sal.1.3,Grass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Grass
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,4,Pemb.sal.1.4,Limonium_vulgare,12,8,8,NA,5,4,8,12,2,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,4,Pemb.sal.1.4,Armeria_maritima,0,0,23,NA,0,0,5,8,2,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,4,Pemb.sal.1.4,Grass,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Grass
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,4,Pemb.sal.1.4,Plantago_maritima,0,0,13,NA,0,0,21,36,4,NA,NA
16 July 2014,1,08:30,KAW,Pembrey,salt_marsh,1,AF,Pemb.sal.1.AF,Aster_tripolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 July 2014,1,09:15,KAW,Pembrey,salt_marsh,2,1,Pemb.sal.2.1,Grass,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Grass
16 July 2014,1,09:15,KAW,Pembrey,salt_marsh,2,1,Pemb.sal.2.1,Grass,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,Grass
16 July 2014,1,09:15,KAW,Pembrey,salt_marsh,2,2,Pemb.sal.2.2,Limonium_vulgare,0,0,0,NA,NA,NA,NA,6,2,NA,NA
16 July 2014,1,09:15,KAW,Pembrey,salt_marsh,2,2,Pemb.sal.2.2,Grass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Grass
16 July 2014,1,09:15,KAW,Pembrey,salt_marsh,2,2,Pemb.sal.2.2,Plantago_maritima,0,0,11,NA,0,0,57,18,3,NA,NA
16 July 2014,1,09:15,KAW,Pembrey,salt_marsh,2,2,Pemb.sal.2.2,Grass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Grass
16 July 2014,1,09:15,KAW,Pembrey,salt_marsh,2,3,Pemb.sal.2.3,Limonium_vulgare,0,5,0,NA,27,6,2,7,3,NA,NA
16 July 2014,1,09:15,KAW,Pembrey,salt_marsh,2,3,Pemb.sal.2.3,Grass,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Grass
16 July 2014,1,09:15,KAW,Pembrey,salt_marsh,2,4,Pemb.sal.2.4,Grass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Grass
16 July 2014,1,09:15,KAW,Pembrey,salt_marsh,2,4,Pemb.sal.2.4,Grass,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Grass
16 July 2014,1,09:15,KAW,Pembrey,salt_marsh,2,AF,Pemb.sal.2.AF,Aster_tripolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 July 2014,1,09:50,KAW,Pembrey,salt_marsh,3,1,Pemb.sal.3.1,Limonium_vulgare,10,40,5,NA,31,7,3,5,3,NA,NA
16 July 2014,1,09:50,KAW,Pembrey,salt_marsh,3,1,Pemb.sal.3.1,Plantago_maritima,0,0,37,NA,0,0,52,17,3,NA,NA
16 July 2014,1,09:50,KAW,Pembrey,salt_marsh,3,1,Pemb.sal.3.1,Grass,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Grass
16 July 2014,1,09:50,KAW,Pembrey,salt_marsh,3,2,Pemb.sal.3.2,Limonium_vulgare,0,5,0,NA,27,4,5,4,3,NA,NA
16 July 2014,1,09:50,KAW,Pembrey,salt_marsh,3,2,Pemb.sal.3.2,Armeria_maritima,0,0,1,NA,0,0,6,0,1,NA,NA
16 July 2014,1,09:50,KAW,Pembrey,salt_marsh,3,2,Pemb.sal.3.2,Plantago_maritima,0,0,1,NA,0,0,6,0,1,NA,NA
16 July 2014,1,09:50,KAW,Pembrey,salt_marsh,3,2,Pemb.sal.3.2,Grass,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Grass
16 July 2014,1,09:50,KAW,Pembrey,salt_marsh,3,3,Pemb.sal.3.3,Limonium_vulgare,0,5,0,NA,16,5,3,16,3,NA,NA
16 July 2014,1,09:50,KAW,Pembrey,salt_marsh,3,4,Pemb.sal.3.4,Plantago_maritima,0,0,91,NA,0,0,54,12,3,NA,NA
16 July 2014,1,09:50,KAW,Pembrey,salt_marsh,3,4,Pemb.sal.3.4,Grass,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Grass
16 July 2014,1,09:50,KAW,Pembrey,salt_marsh,3,AF,Pemb.sal.3.AF,Aster_tripolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,1,Pemb.san.1.1,Senecio_jacobaea,4,19,1,NA,54,0,0,9,3,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,1,Pemb.san.1.1,Rubus_fruticosus,0,0,0,NA,NA,NA,NA,3,1,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,1,Pemb.san.1.1,Grass,NA,NA,NA,NA,NA,NA,NA,1,1,Equisetum_Arvense,Grass
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,1,Pemb.san.1.1,Crepis_vesicaria,0,0,0,NA,NA,NA,NA,0,1,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,1,Pemb.san.1.1,Epilobium_montanum,4,0,0,NA,5,0,0,0,1,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,2,Pemb.san.1.2,Ononis_repens,0,0,0,NA,NA,NA,NA,1,1,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,2,Pemb.san.1.2,Grass,NA,NA,NA,NA,NA,NA,NA,0,1,Equisetum_Arvense,Grass
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,2,Pemb.san.1.2,Rubus_fruticosus,0,0,13,NA,NA,NA,NA,8,2,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,2,Pemb.san.1.2,Senecio_jacobaea,0,0,0,NA,NA,NA,NA,2,1,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,2,Pemb.san.1.2,Hypochaeris_radicata,0,0,0,NA,NA,NA,NA,2,1,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,3,Pemb.san.1.3,Crepis_vesicaria,2,0,0,NA,NA,NA,NA,0,1,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,3,Pemb.san.1.3,Hypochaeris_radicata,0,1,0,NA,0,25,0,0,1,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,3,Pemb.san.1.3,Ammophila_sp.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,3,Pemb.san.1.3,Hippophae_rhamnoides,0,0,0,NA,NA,NA,NA,18,3,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,4,Pemb.san.1.4,Rubus_fruticosus,0,0,0,NA,NA,NA,NA,12,3,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,4,Pemb.san.1.4,Ammophila_sp.,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,4,Pemb.san.1.4,Ononis_repens,0,0,2,NA,NA,NA,NA,3,1,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,4,Pemb.san.1.4,Grass,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Grass
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,AF,Pemb.san.1.AF,Chamerion_angustifolium,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,AF,Pemb.san.1.AF,Oenothera glazioviana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,AF,Pemb.san.1.AF,Geranium_robertianum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,AF,Pemb.san.1.AF,Smyrnium_olusatrum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 July 2014,1,10:30,KAW,Pembrey,sand_dune,1,AF,Pemb.san.1.AF,Solanum_dulcamara,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,1,Pemb.san.2.1,Crepis_vesicaria,17,4,2,NA,0,24,0,3,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,1,Pemb.san.2.1,Rubus_fruticosus,0,0,0,NA,NA,NA,NA,5,2,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,1,Pemb.san.2.1,Hippophae_rhamnoides,0,0,0,NA,NA,NA,NA,5,2,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,1,Pemb.san.2.1,Senecio_jacobaea,0,0,0,NA,NA,NA,NA,0,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,1,Pemb.san.2.1,Hypochaeris_radicata,0,0,0,NA,NA,NA,NA,5,2,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,1,Pemb.san.2.1,Ammophila_sp.,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,2,Pemb.san.2.2,Rubus_fruticosus,0,0,0,NA,NA,NA,NA,4,2,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,2,Pemb.san.2.2,Ammophila_sp.,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,2,Pemb.san.2.2,Hypochaeris_radicata,0,0,0,NA,NA,NA,NA,1,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,2,Pemb.san.2.2,Grass,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Grass
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,2,Pemb.san.2.2,Senecio_jacobaea,0,0,0,NA,NA,NA,NA,1,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,3,Pemb.san.2.3,Viola_tricolor,2,9,6,NA,NA,NA,NA,3,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,3,Pemb.san.2.3,Hippophae_rhamnoides,0,0,0,NA,NA,NA,NA,1,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,3,Pemb.san.2.3,Crepis_vesicaria,30,3,0,NA,0,31,0,2,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,3,Pemb.san.2.3,Hypochaeris_radicata,0,0,0,NA,NA,NA,NA,1,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,3,Pemb.san.2.3,Ammophila_sp.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,3,Pemb.san.2.3,Pilosella_officinarum,0,0,0,NA,NA,NA,NA,2,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,3,Pemb.san.2.3,Grass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Grass
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,4,Pemb.san.2.4,Rubus_fruticosus,0,0,0,NA,NA,NA,NA,6,2,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,4,Pemb.san.2.4,Pilosella_officinarum,0,0,0,NA,NA,NA,NA,2,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,4,Pemb.san.2.4,Senecio_jacobaea,0,0,0,NA,NA,NA,NA,0,1,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,4,Pemb.san.2.4,Grass,NA,NA,NA,NA,NA,NA,NA,NA,4,NA,Grass
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,4,Pemb.san.2.4,Ammophila_sp.,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,AF,Pemb.san.2.AF,Oenothera glazioviana,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 July 2014,1,11:40,KAW,Pembrey,sand_dune,2,AF,Pemb.san.2.AF,Pilosella_officinarum,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,1,Pemb.san.3.1,Hippophae_rhamnoides,0,0,0,NA,NA,NA,NA,3,1,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,1,Pemb.san.3.1,Senecio_jacobaea,0,0,0,NA,NA,NA,NA,0,1,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,1,Pemb.san.3.1,Eryngium maritimum,0,0,0,NA,NA,NA,NA,2,1,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,1,Pemb.san.3.1,Hypochaeris_radicata,1,0,0,NA,40,0,0,2,1,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,1,Pemb.san.3.1,Halimione_portulacoides,0,0,0,NA,NA,NA,NA,0,1,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,2,Pemb.san.3.2,Ammophila_sp.,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,2,Pemb.san.3.2,Grass,NA,NA,NA,NA,NA,NA,NA,NA,2,NA,Grass
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,2,Pemb.san.3.2,Rubus_fruticosus,0,0,23,NA,NA,NA,NA,19,3,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,2,Pemb.san.3.2,Pilosella_officinarum,0,0,0,NA,NA,NA,NA,1,1,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,2,Pemb.san.3.2,Senecio_jacobaea,0,0,0,NA,NA,NA,NA,0,1,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,3,Pemb.san.3.3,Hippophae_rhamnoides,0,0,0,NA,NA,NA,NA,7,2,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,3,Pemb.san.3.3,Rubus_fruticosus,0,0,0,NA,NA,NA,NA,1,1,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,3,Pemb.san.3.3,Ononis_repens,0,0,12,NA,NA,NA,NA,3,2,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,3,Pemb.san.3.3,Oenothera glazioviana,0,0,0,NA,NA,NA,NA,1,1,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,3,Pemb.san.3.3,Grass,NA,NA,NA,NA,NA,NA,NA,NA,3,NA,Grass
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,3,Pemb.san.3.3,Ammophila_sp.,NA,NA,NA,NA,NA,NA,NA,NA,1,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,3,Pemb.san.3.3,Hypochaeris_radicata,0,0,0,NA,NA,NA,NA,0,1,NA,NA
16 July 2014,1,12:25,KAW,Pembrey,sand_dune,3,3,Pemb.san.3.3,Linum_catharticum,0,0,34,NA,NA,NA,NA,1,1,NA,NA
