Web,Site,M_D_T,Lower_Taxon,Upper_Taxon,Lower_Guild,Upper_Guild,TL_lower_taxon,TL_upper_taxon,LS_lower_taxon,LS_upper_taxon,Freq
PL_FV,Braunton_Burrows,dyad,Bellis_perennis,Coenosia_femoralis,PL,FV,1,2,NA,adult,3
PL_FV,Braunton_Burrows,dyad,Bellis_perennis,Coenosia_verralli,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Euphorbia_portlandica,Sphaerophoria_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Helina_reversio,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Bibio_nigriventris,PL,FV,1,2,NA,adult,2
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Ophiomyia_pulicaria,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Euphorbia_portlandica,Andrena_dorsata,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Sphaerophoria_scripta,PL,FV,1,2,NA,adult,3
PL_FV,Braunton_Burrows,dyad,Euphorbia_portlandica,Bibio_nigriventris,PL,FV,1,2,NA,adult,2
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Pegoplata_aestiva,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Bombus_lapidarius,PL,FV,1,2,NA,adult,5
PL_FV,Braunton_Burrows,dyad,Hypochaeris_radicata,Lasius_alienus,PL,FV,1,2,NA,adult,3
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Scathophaga_stercoraria,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Botanophila_striolata,PL,FV,1,2,NA,adult,2
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Anthomyia_liturata,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Narcissus_pseudonarcissus,Sciaridae_sp.,PL,FV,1,2,NA,adult,18
PL_FV,Braunton_Burrows,dyad,Salix_caprea,Eristalis_pertinax,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Salix_caprea,Sciaridae_sp.,PL,FV,1,2,NA,adult,121
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Botanophila_striolata,PL,FV,1,2,NA,adult,3
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Bibio_nigriventris,PL,FV,1,2,NA,adult,7
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Botanophila_striolata,PL,FV,1,2,NA,adult,5
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Lasioglossum_albipes,PL,FV,1,2,NA,adult,4
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Scathophaga_stercoraria,PL,FV,1,2,NA,adult,14
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Delia_platura,PL,FV,1,2,NA,adult,3
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Andrena_haemorrhoa,PL,FV,1,2,NA,adult,2
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Aglais_urticae,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Pegoplata_aestiva,PL,FV,1,2,NA,adult,2
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Lasioglossum_calceatum,PL,FV,1,2,NA,adult,5
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Lasioglossum_calceatum,PL,FV,1,2,NA,adult,3
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Lasioglossum_fulvicorne,PL,FV,1,2,NA,adult,3
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Bombus_lapidarius,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Lasioglossum_fulvicorne,PL,FV,1,2,NA,adult,4
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Bibio_nigriventris,PL,FV,1,2,NA,adult,11
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Gonia_picea,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Andrena_pubescens,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Delia_platura,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Bombus_terrestris,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Brachicheta_strigata,PL,FV,1,2,NA,adult,2
PL_FV,Pewsey_Downs,monad,Primula_veris,Lasioglossum_fulvicorne,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Halictus_tumulorum,PL,FV,1,2,NA,adult,4
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Andrena_nigroaenea,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Primula_veris,Bombus_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Taraxacum_agg.,Bellardia_vulgaris,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Phaoniinae_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Lonchoptera_furcata,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Sciaridae_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Bellardia_vulgaris,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Cheilosia_pagana,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Delia_linearis,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Platycheirus_albimanus,PL,FV,1,2,NA,adult,1
PL_FV,Pewsey_Downs,monad,Bellis_perennis,Lasioglossum_albipes,PL,FV,1,2,NA,adult,2
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Lasioglossum_calceatum,PL,FV,1,2,NA,adult,3
PL_FV,Braunton_Burrows,dyad,Bellis_perennis,Scathophaga_stercoraria,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Lasioglossum_zonulus,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Sciaridae_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Sphaerophoria_sp.,PL,FV,1,2,NA,adult,5
PL_FV,Braunton_Burrows,dyad,Taraxacum_agg.,Andia_cinerella,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Andrena_pubescens,PL,FV,1,2,NA,adult,7
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Andrena_barbilabris,PL,FV,1,2,NA,adult,12
PL_FV,Oxwich_Bay,triad,Prunus_spinosa,Lucilia_sericata,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Prunus_spinosa,Andrena_pubescens,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Malus_domestica,Apis_mellifera,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Prunus_spinosa,Osmia_bicornis,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Hyacinthoides_non-scripta,Bombus_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Malus_domestica,Andrena_flavipes,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Osmia_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Halictus_tumulorum,PL,FV,1,2,NA,adult,2
PL_FV,Oxwich_Bay,triad,Bellis_perennis,Andrena_barbilabris,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Primula_arvensis,Lasioglossum_punctatissimum,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Primula_arvensis,Bombylius_major,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Pherbellia_cinerella,PL,FV,1,2,NA,adult,2
PL_FV,Oxwich_Bay,triad,Prunus_spinosa,Apis_mellifera,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Anthomyia_liturata,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Bombus_pascuorum,PL,FV,1,2,NA,adult,3
PL_FV,Oxwich_Bay,triad,Hypochaeris_radicata,Bombus_pascuorum,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Hypochaeris_radicata,Aglais_io,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Osmia_aurulenta,PL,FV,1,2,NA,adult,3
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Osmia_bicolor,PL,FV,1,2,NA,adult,4
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Pegoplata_aestiva,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Hoplitis_spinulosa,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Sarcophaga_vagans,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Andrena_haemorrhoa,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Bombus_jonellus,PL,FV,1,2,NA,adult,2
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Apis_mellifera,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Andrena_nigroaenea,PL,FV,1,2,NA,adult,1
PL_FV,Oxwich_Bay,triad,Taraxacum_agg.,Andrena_cineraria,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Pegoplata_aestiva,PL,FV,1,2,NA,adult,14
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Dasysyrphus_lunulatus,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Dolerus_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Myrmica_ruginodis,PL,FV,1,2,NA,adult,4
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Myrmica_sabuleti,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Ficaria_verna,Pegoplata_aestiva,PL,FV,1,2,NA,adult,5
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Norelliosoma_lituratum,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Botanophila_striolata,PL,FV,1,2,NA,adult,5
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Hydrellia_maura,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Andrena_minuta,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Andrena_pubescens,PL,FV,1,2,NA,adult,10
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Dasusyrphus_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Lasioglossum_calceatum,PL,FV,1,2,NA,adult,2
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Morellia_hortorum,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Andrena_haemorrhoa,PL,FV,1,2,NA,adult,6
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Rhingia_campestris,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Botanophila_fugax,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Bombus_pascuorum,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Scathophaga_furcata,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Andrena_scotica,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Ficaria_verna,Hylemya_vagans,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Ficaria_verna,Botanophila_striolata,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Hyacinthoides_non-scripta,Bombus_terrestris,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Nomada_fabriciana,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Dasysyrphus_trincinctus,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Oscinella_frit,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Andrena_cineraria,PL,FV,1,2,NA,adult,2
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Hylemya_variata,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Ichneumoninae_sp._B,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Mercurialis_perennis,Andrena_pubescens,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Melanostoma_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Bombus_rupestris,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Bellardia_vulgaris,PL,FV,1,2,NA,adult,2
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Leucophora_personata,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Ranunculus_bulbosus,Pegoplata_aestiva,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Taraxacum_agg.,Agriotes_pallidulus,PL,FV,1,2,NA,adult,1
PL_FV,Wyeswood_Common,monad,Ranunculus_bulbosus,Syrphidae_15,PL,FV,1,2,NA,adult,1
PL_FV,Chagford_Common,dyad,Vaccinium_myrtillus,Bombus_pratorum,PL,FV,1,2,NA,adult,2
PL_FV,Chagford_Common,dyad,Vaccinium_myrtillus,Bombus_terrestris,PL,FV,1,2,NA,adult,3
PL_FV,Chagford_Common,dyad,Vaccinium_myrtillus,Bombus_monticola,PL,FV,1,2,NA,adult,1
PL_FV,Chagford_Common,dyad,Ulex_europaeus,Bombus_terrestris,PL,FV,1,2,NA,adult,1
PL_FV,Haddon_Hill,triad,Vaccinium_myrtillus,Bombus_pratorum,PL,FV,1,2,NA,adult,4
PL_FV,Haddon_Hill,triad,Oxalis_acetosella,Melanostoma_scalare,PL,FV,1,2,NA,adult,1
PL_FV,Haddon_Hill,triad,Vaccinium_myrtillus,Bombus_lucorum,PL,FV,1,2,NA,adult,1
PL_FV,Haddon_Hill,triad,Vaccinium_myrtillus,Bombus_pascuorum,PL,FV,1,2,NA,adult,2
PL_FV,Haddon_Hill,triad,Vaccinium_myrtillus,Bombus_terrestris,PL,FV,1,2,NA,adult,2
PL_FV,Haddon_Hill,triad,Vaccinium_myrtillus,Bombus_bohemicus,PL,FV,1,2,NA,adult,1
PL_FV,Haddon_Hill,triad,Vaccinium_myrtillus,Pegoplata_aestiva,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Ulex_europaeus,Apis_mellifera,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Hyacinthoides_non-scripta,Bombus_pascuorum,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Hyacinthoides_non-scripta,Strongylogaster_lineata,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Ulex_europaeus,Agriotes_pallidulus,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Anemone_nemorosa,Cheilosia_pubera,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Anemone_nemorosa,Lasioglossum_smaethmanellum,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Anemone_nemorosa,Sarcophaga_carnaria,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Anemone_nemorosa,Sarcophga_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Anemone_nemorosa,Andrena_bucephala,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Anemone_nemorosa,Lasioglossum_calceatum,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Anemone_nemorosa,Agriotes_pallidulus,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Stellaria_holostea,Empis_tessellata,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Stellaria_holostea,Epuraea_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Anemone_nemorosa,Empis_pennipes,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Ficaria_verna,Agriotes_pallidulus,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Stellaria_graminea,Hylemya_vagans,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Ajuga_reptans,Bombus_pascuorum,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Ilex_aquifolium,Andrena_nigroaenea,PL,FV,1,2,NA,adult,1
PL_FV,Bodmin_Moor,dyad,Ilex_aquifolium,Empis_tessellata,PL,FV,1,2,NA,adult,2
PL_FV,Bodmin_Moor,dyad,Stellaria_holostea,Nomada_flavoguttata,PL,FV,1,2,NA,adult,1
PL_FV,Forest_of_Dean,monad,Euphorbia_amygdaloides,Rhamphomyia_umbripennis,PL,FV,1,2,NA,adult,108
PL_FV,Forest_of_Dean,monad,Euphorbia_amygdaloides,Empididae_sp._A,PL,FV,1,2,NA,adult,6
PL_FV,Forest_of_Dean,monad,Euphorbia_amygdaloides,Andrena_minutula,PL,FV,1,2,NA,adult,1
PL_FV,Forest_of_Dean,monad,Euphorbia_amygdaloides,Melanostoma_scalare,PL,FV,1,2,NA,adult,3
PL_FV,Forest_of_Dean,monad,Euphorbia_amygdaloides,Cecidomyiidae_sp._FV,PL,FV,1,2,NA,adult,1
PL_FV,Forest_of_Dean,monad,Hyacinthoides_non-scripta,Curculio_venosus,PL,FV,1,2,NA,adult,1
PL_FV,Forest_of_Dean,monad,Hyacinthoides_non-scripta,Rhamphomyia_umbripennis,PL,FV,1,2,NA,adult,1
PL_FV,Forest_of_Dean,monad,Hyacinthoides_non-scripta,Scathophaga_furcata,PL,FV,1,2,NA,adult,2
PL_FV,Forest_of_Dean,monad,Stellaria_holostea,Sciaridae_sp.,PL,FV,1,2,NA,adult,2
PL_FV,Forest_of_Dean,monad,Stellaria_holostea,Rhamphomyia_umbripennis,PL,FV,1,2,NA,adult,3
PL_FV,Forest_of_Dean,monad,Stellaria_holostea,Empis_praevia,PL,FV,1,2,NA,adult,1
PL_FV,Forest_of_Dean,monad,Hyacinthoides_non-scripta,Bombus_terrestris,PL,FV,1,2,NA,adult,1
PL_FV,Forest_of_Dean,monad,Euphorbia_amygdaloides,Agriotes_acuminatus,PL,FV,1,2,NA,adult,1
PL_FV,Forest_of_Dean,monad,Stellaria_holostea,Empididae_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Dunkery_Hill,monad,Vaccinium_myrtillus,Bombus_terrestris,PL,FV,1,2,NA,adult,7
PL_FV,Dunkery_Hill,monad,Vaccinium_myrtillus,Bombus_lapidarius,PL,FV,1,2,NA,adult,5
PL_FV,Dunkery_Hill,monad,Vaccinium_myrtillus,Bombus_jonellus,PL,FV,1,2,NA,adult,6
PL_FV,Dunkery_Hill,monad,Vaccinium_myrtillus,Bombus_monticola,PL,FV,1,2,NA,adult,8
PL_FV,Dunkery_Hill,monad,Vaccinium_myrtillus,Bombus_rupestris,PL,FV,1,2,NA,adult,1
PL_FV,Dunkery_Hill,monad,Vaccinium_myrtillus,Bombus_pascuorum,PL,FV,1,2,NA,adult,2
PL_FV,Dunkery_Hill,monad,Vaccinium_myrtillus,Bombus_lucorum,PL,FV,1,2,NA,adult,10
PL_FV,Dunkery_Hill,monad,Vaccinium_myrtillus,Apis_mellifera,PL,FV,1,2,NA,adult,4
PL_FV,Bystock,triad,Crataegus_sp.,Melanostoma_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Bystock,triad,Ajuga_reptans,Bombus_pascuorum,PL,FV,1,2,NA,adult,1
PL_FV,Bystock,triad,Urtica_dioica,Meligethes_sp._A,PL,FV,1,2,NA,adult,40
PL_FV,Bystock,triad,Fragaria_vesca,Rhingia_campestris,PL,FV,1,2,NA,adult,1
PL_FV,Bystock,triad,Fragaria_vesca,Scathophaga_furcata,PL,FV,1,2,NA,adult,1
PL_FV,Bystock,triad,Prunella_vulgaris,Rhingia_campestris,PL,FV,1,2,NA,adult,1
PL_FV,Bystock,triad,Fragaria_vesca,Sphaerophoria_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Bystock,triad,Veronica_chamaedrys,Ceononympha_pamphilus,PL,FV,1,2,NA,adult,1
PL_FV,Bystock,triad,Ranunculus_repens,Tenthredo_arcuata,PL,FV,1,2,NA,adult,10
PL_FV,Bystock,triad,Ranunculus_repens,Strongylogaster_lineata,PL,FV,1,2,NA,adult,3
PL_FV,Bystock,triad,Lotus_corniculatus,Erynnis_tages,PL,FV,1,2,NA,adult,1
PL_FV,Bystock,triad,Ranunculus_repens,Polyommatus_icarus,PL,FV,1,2,NA,adult,1
PL_FV,Bystock,triad,Ranunculus_repens,Pegoplata_aestiva,PL,FV,1,2,NA,adult,2
PL_FV,Bystock,triad,Ranunculus_repens,Andrena_ovatula,PL,FV,1,2,NA,adult,1
PL_FV,Burnham-on-Sea,monad,Cochlearia_anglica,Spilogona_marina,PL,FV,1,2,NA,adult,1
PL_FV,Burnham-on-Sea,monad,Cochlearia_anglica,Spilogona_denigrate,PL,FV,1,2,NA,adult,1
PL_FV,Burnham-on-Sea,monad,Cochlearia_anglica,Rhingia_campestris,PL,FV,1,2,NA,adult,1
PL_FV,Burnham-on-Sea,monad,Cochlearia_anglica,Scathophaga_calida,PL,FV,1,2,NA,adult,1
PL_FV,Burnham-on-Sea,monad,Cochlearia_anglica,Rhamphomyia_simplex,PL,FV,1,2,NA,adult,1
PL_FV,Burnham-on-Sea,monad,Cochlearia_anglica,Morellia_hortorum,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Armeria_maritima,Hilara_lundbecki,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Armeria_maritima,Rhamphomyia_simplex,PL,FV,1,2,NA,adult,3
PL_FV,Pembrey,dyad,Cochlearia_anglica,Micropterix_calthella,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Armeria_maritima,Scathophaga_calida,PL,FV,1,2,NA,adult,5
PL_FV,Pembrey,dyad,Armeria_maritima,Dilophus_femoratus,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Armeria_maritima,Lasioglossum_punctatissimum,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Armeria_maritima,Sarcophaga_sinuata,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Armeria_maritima,Bombus_lucorum,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Armeria_maritima,Scathophaga_litorea,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Ranunculus_bulbosus,Oedemera_lurida,PL,FV,1,2,NA,adult,11
PL_FV,Pembrey,dyad,Ranunculus_bulbosus,Cryptocephalus_aureolus,PL,FV,1,2,NA,adult,8
PL_FV,Pembrey,dyad,Ranunculus_bulbosus,Heterostylodes_nominabilis,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Rubus_fruticosus_agg.,Osmia_aurulenta,PL,FV,1,2,NA,adult,2
PL_FV,Pembrey,dyad,Rubus_fruticosus_agg.,Oedemera_nobilis,PL,FV,1,2,NA,adult,4
PL_FV,Pembrey,dyad,Ranunculus_bulbosus,Oedemera_nobilis,PL,FV,1,2,NA,adult,3
PL_FV,Pembrey,dyad,Ranunculus_bulbosus,Platycheirus_albimanus,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Ranunculus_bulbosus,Sphecodes_geoffrellus,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Arabis_hirsuta,Cupido_minimus,PL,FV,1,2,NA,adult,1
PL_FV,Pembrey,dyad,Taraxacum_agg.,Cryptocephalus_aureolus,PL,FV,1,2,NA,adult,1
PL_FV,Studland,dyad,Ulex_europaeus,Bombus_terrestris,PL,FV,1,2,NA,adult,12
PL_FV,Studland,dyad,Ulex_europaeus,Apis_mellifera,PL,FV,1,2,NA,adult,1
PL_FV,Studland,dyad,Ulex_europaeus,Syrphus_ribesii,PL,FV,1,2,NA,adult,1
PL_FV,Studland,dyad,Ulex_europaeus,Meligethes_sp._A,PL,FV,1,2,NA,adult,1
PL_FV,Studland,dyad,Hypochaeris_radicata,Lasiommata_megera,PL,FV,1,2,NA,adult,1
PL_FV,Studland,dyad,Hypochaeris_radicata,Hedychridium_ardens,PL,FV,1,2,NA,adult,1
PL_FV,Studland,dyad,Potentilla_anserina,Hilaria_cornicula,PL,FV,1,2,NA,adult,6
PL_FV,Studland,dyad,Potentilla_anserina,Meligethes_sp._A,PL,FV,1,2,NA,adult,18
PL_FV,Studland,dyad,Potentilla_anserina,Phoridae_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Studland,dyad,Potentilla_anserina,Hilara_lundbecki,PL,FV,1,2,NA,adult,4
PL_FV,Studland,dyad,Potentilla_anserina,Siphona_geniculata,PL,FV,1,2,NA,adult,1
PL_FV,Studland,dyad,Hypochaeris_radicata,Oscinimorpha_arcuata,PL,FV,1,2,NA,adult,1
PL_FV,Studland,dyad,Hypochaeris_radicata,Meligethes_sp._A,PL,FV,1,2,NA,adult,3
PL_FV,Studland,dyad,Potentilla_anserina,Coenosia_verralli,PL,FV,1,2,NA,adult,2
PL_FV,Studland,dyad,Potentilla_anserina,Discomyza_incurva,PL,FV,1,2,NA,adult,1
PL_FV,Studland,dyad,Potentilla_anserina,Pterophoridae_sp.,PL,FV,1,2,NA,adult,1
PL_FV,Studland,dyad,Potentilla_anserina,Coenosia_sp.,PL,FV,1,2,NA,adult,3
PL_FV,Studland,dyad,Ulex_europaeus,Clytus_arietis,PL,FV,1,2,NA,adult,1
PL_FV,Arne,triad,Glaux_maritima,Hebecnema_vespertina,PL,FV,1,2,NA,adult,1
PL_FV,Arne,triad,Sorbus_aucuparia,Grammoptera_ruficornis,PL,FV,1,2,NA,adult,1
PL_FV,Arne,triad,Sorbus_aucuparia,Anaspis_maculata,PL,FV,1,2,NA,adult,7
PL_FV,Arne,triad,Ulex_europaeus,Bombus_terrestris,PL,FV,1,2,NA,adult,1
PL_FV,Arne,triad,Ulex_europaeus,Grapholita_internana,PL,FV,1,2,NA,adult,1
PL_FV,North_Hill,dyad,Ulex_europaeus,Coenosia_tigrina,PL,FV,1,2,NA,adult,1
